track,artist,track_clean,artist_clean,final_emotion,reason
Lies Lies Lies (Cognitive Dissonance Mix),Ministry,lies lies lies cognitive dissonance mix,ministry,fear,Already processed
Lies Lies Lies (Known Unknown Lies Mix),Ministry,lies lies lies known unknown lies mix,ministry,fear,Already processed
attack the beautiful_original mix,Forbidden Society,attack the beautiful_original mix,forbidden society,fear,Already processed
Lamp Industries,Young Fresh Fellows,lamp industries,young fresh fellows,fear,Already processed
Part 1 - Paranoid Perceptions (Mini-Mix),Reepa,part 1 paranoid perceptions minimix,reepa,fear,Already processed
forest of cutting shadows,Chrono Cross,forest of cutting shadows,chrono cross,fear,Already processed
alice dee,Underwriters Laboratory,alice dee,underwriters laboratory,fear,Already processed
Ruthless,Amon Tobin,ruthless,amon tobin,fear,Already processed
Pick Up If You're There,Mercury Rev,pick up if youre there,mercury rev,fear,Already processed
MO,Murcof,mo,murcof,fear,Already processed
...,Parkway Drive,,parkway drive,fear,Already processed
A Hundred Highways,Dirty Beaches,a hundred highways,dirty beaches,fear,Already processed
Crypt of Drugula,Electric Wizard,crypt of drugula,electric wizard,fear,Already processed
Dreams Made Flesh,This Mortal Coil,dreams made flesh,this mortal coil,fear,Already processed
Dead Sea,Plaid,dead sea,plaid,fear,Already processed
Main Theme From Dark of the Sun,Jacques Loussier,main theme from dark of the sun,jacques loussier,fear,Already processed
Read The Book That Wrote Itself,Liars,read the book that wrote itself,liars,fear,Already processed
They Took 14 For The Rest Of Our Lives,Liars,they took 14 for the rest of our lives,liars,fear,Already processed
Welcome to Britain,John Murphy,welcome to britain,john murphy,fear,Already processed
Wannabe,µ-Ziq,wannabe,µziq,fear,Already processed
Felbomlasztott Mentokocsi,Venetian Snares,felbomlasztott mentokocsi,venetian snares,fear,Already processed
"Die Nahtanznummer, Teil 2",Bohren & der Club of Gore,die nahtanznummer teil 2,bohren der club of gore,fear,Already processed
Pauline Bokour,port-royal,pauline bokour,portroyal,fear,Already processed
The Homeless and the Hummingbirds,Alaska In Winter,the homeless and the hummingbirds,alaska in winter,fear,Already processed
Deborah Loves Rudy/The House,Daniel Licht,deborah loves rudythe house,daniel licht,fear,Already processed
Garden in the Ceiling,World's End Girlfriend,garden in the ceiling,worlds end girlfriend,fear,Already processed
Storm Column,Gatekeeper,storm column,gatekeeper,fear,Already processed
I Love U,Boards of Canada,i love u,boards of canada,fear,Already processed
Hey Bore Hey,Boredoms,hey bore hey,boredoms,fear,Already processed
Cape Fear,Fantômas Melvins Big Band,cape fear,fantômas melvins big band,fear,Already processed
Shelob The Great,Howard Shore,shelob the great,howard shore,fear,Already processed
For All,Akira Yamaoka,for all,akira yamaoka,fear,Already processed
I. Allegro moderato,Anton Bruckner,i allegro moderato,anton bruckner,fear,Already processed
Alert,Yoshihisa Hirano and Hideki Taniuchi,alert,yoshihisa hirano and hideki taniuchi,fear,Already processed
Match Sticks,Aphex Twin,match sticks,aphex twin,fear,Already processed
Tadarida,Hans Zimmer & James Newton Howard,tadarida,hans zimmer james newton howard,fear,Already processed
Artibeus,Hans Zimmer & James Newton Howard,artibeus,hans zimmer james newton howard,fear,Already processed
Dea†h Bell,†††,deah bell,,fear,Already processed
Wings For The Sake Of Falling,Asking Alexandria,wings for the sake of falling,asking alexandria,fear,Already processed
Listening In Depth,Labradford,listening in depth,labradford,fear,Already processed
Let Us Now Praise Famous Men,Kid Loco,let us now praise famous men,kid loco,fear,Already processed
Living And Breathing,Cranes,living and breathing,cranes,fear,Already processed
The 17-Year Cicada,Sleepytime Gorilla Museum,the 17year cicada,sleepytime gorilla museum,fear,Already processed
Bishop's Countdown,James Horner,bishops countdown,james horner,fear,Already processed
Soldiers Crash Gathering in Sparrow Hills,Frog Eyes,soldiers crash gathering in sparrow hills,frog eyes,fear,Already processed
Alone All the Way,The Body,alone all the way,the body,fear,Already processed
Worlds Apart,Desiderii Marginis,worlds apart,desiderii marginis,fear,Already processed
Playing With Charlie,John Ottman,playing with charlie,john ottman,fear,Already processed
I Imagine,Susumu Yokota,i imagine,susumu yokota,fear,Already processed
Intermission,Nine Inch Nails,intermission,nine inch nails,fear,Already processed
Fire / Bombing London,John Murphy,fire bombing london,john murphy,fear,Already processed
Experience the Gated Oscillator,Labradford,experience the gated oscillator,labradford,fear,Already processed
Strung,Brainiac,strung,brainiac,fear,Already processed
Horror Show,Concord Dawn,horror show,concord dawn,fear,Already processed
Eero,Labradford,eero,labradford,fear,Already processed
The Night Knows No Dawn,The Body,the night knows no dawn,the body,fear,Already processed
Ziggurat Vertigo,Nine Inch Nails,ziggurat vertigo,nine inch nails,fear,Already processed
Mayzelle,Calla,mayzelle,calla,fear,Already processed
Who Is Watching (Tonedepth Remix),Armin van Buuren,who is watching tonedepth remix,armin van buuren,fear,Already processed
For Felix (And All the Rats),Matmos,for felix and all the rats,matmos,fear,Already processed
The Funhouse,Chris Vrenna,the funhouse,chris vrenna,fear,Already processed
With More Air Than Words,Rachel's,with more air than words,rachels,fear,Already processed
Oort,Murcof,oort,murcof,fear,Already processed
The Winter Soldier,Henry Jackman,the winter soldier,henry jackman,fear,Already processed
The Boat,Electrelane,the boat,electrelane,fear,Already processed
Downtown,Colder,downtown,colder,fear,Already processed
A Million Years,Wolf Eyes,a million years,wolf eyes,fear,Already processed
Jigalong,Peter Gabriel,jigalong,peter gabriel,fear,Already processed
Box Theme,Coil,box theme,coil,fear,Already processed
Gloom Keep,Nine Inch Nails,gloom keep,nine inch nails,fear,Already processed
Ms. Connection,Film School,ms connection,film school,fear,Already processed
Dream for Me,Eisley,dream for me,eisley,fear,Already processed
Kill People,Excepter,kill people,excepter,fear,Already processed
Buddy,Black Dice,buddy,black dice,fear,Already processed
Grisly Grotto,Nine Inch Nails,grisly grotto,nine inch nails,fear,Already processed
Midnight Blue,Enya,midnight blue,enya,fear,Already processed
Mu-Ur,Coil,muur,coil,fear,Already processed
"Music for Twin Peaks Episode #30, Part 2",Stars of the Lid,music for twin peaks episode 30 part 2,stars of the lid,fear,Already processed
Fratres for Strings and Percussion (1977/1991),Tapiola Sinfonietta,fratres for strings and percussion 19771991,tapiola sinfonietta,fear,Already processed
Black Eskimo,Les Georges Leningrad,black eskimo,les georges leningrad,fear,Already processed
Taut,PJ Harvey,taut,pj harvey,fear,Already processed
Jim Beam,Zемфира,jim beam,zемфира,fear,Already processed
Knorrpromenade,Alaska In Winter,knorrpromenade,alaska in winter,fear,Already processed
Underearth,Nine Inch Nails,underearth,nine inch nails,fear,Already processed
"Richard, It's Business as Usual",Barry Adamson,richard its business as usual,barry adamson,fear,Already processed
Can You See Now?,John Ottman,can you see now,john ottman,fear,Already processed
Photophobia,Cabaret Voltaire,photophobia,cabaret voltaire,fear,Already processed
...For my love,Arcana,for my love,arcana,fear,Already processed
Bitter Cold,Supermachiner,bitter cold,supermachiner,fear,Already processed
Midnight at the Zipper Factory,Idiot Flesh,midnight at the zipper factory,idiot flesh,fear,Already processed
Bonesniffer,Zombie Girl,bonesniffer,zombie girl,fear,Already processed
Invasion Of The Polaroid People,Add N To (X),invasion of the polaroid people,add n to x,fear,Already processed
Holcane Attack,James Horner,holcane attack,james horner,fear,Already processed
Beloved Kitty and the Piercing Bolts of Amor,Ordo Rosarius Equilibrio,beloved kitty and the piercing bolts of amor,ordo rosarius equilibrio,fear,Already processed
Mortal,Front Line Assembly,mortal,front line assembly,fear,Already processed
Room 2,Jay Tripwire,room 2,jay tripwire,fear,Already processed
Anaesthetise Thineself,Hrvatski,anaesthetise thineself,hrvatski,fear,Already processed
Magazine Rwrk,Shining,magazine rwrk,shining,fear,Already processed
Amenity,Delain,amenity,delain,fear,Already processed
Prime,Lustmord,prime,lustmord,fear,Already processed
Hillakheterim,Dvar,hillakheterim,dvar,fear,Already processed
Greece (Just by the Book),KUKL,greece just by the book,kukl,fear,Already processed
Sneakin' Around,Suicide,sneakin around,suicide,fear,Already processed
Never Gonna Give Your Teen Spirit Up [Nirvana vs. Rick Astley],DJ Morgoth,never gonna give your teen spirit up nirvana vs rick astley,dj morgoth,fear,Already processed
さよなら、パーフェクトワールド。,ミドリ,さよならパーフェクトワールド,ミドリ,fear,Already processed
Could You Please Stop,Midaircondo,could you please stop,midaircondo,fear,Already processed
Kitten Pig,Pentaphobe,kitten pig,pentaphobe,fear,Already processed
Lu.Ci-ana,Juno Reactor,luciana,juno reactor,fear,Already processed
凡庸VS茫洋,ミドリ,凡庸vs茫洋,ミドリ,fear,Already processed
Klub wesołego szampana,Formacja Nieżywych Schabuff,klub wesołego szampana,formacja nieżywych schabuff,fear,Already processed
Fragments of Fear,Delerium,fragments of fear,delerium,fear,Already processed
Billy's Dead,Deadbolt,billys dead,deadbolt,fear,Already processed
"Hello, Adam",Charlie Clouser,hello adam,charlie clouser,fear,Already processed
Selina Transforms,Danny Elfman,selina transforms,danny elfman,fear,Already processed
Rocky Mountains,Wendy Carlos & Rachel Elkind,rocky mountains,wendy carlos rachel elkind,fear,Already processed
go Blind,Mugison,go blind,mugison,fear,Already processed
The Man Who Laughs,Death in June & Boyd Rice,the man who laughs,death in june boyd rice,fear,Already processed
There's Only One,Busta Rhymes,theres only one,busta rhymes,fear,Already processed
Vergegenwärtigung,Popol Vuh,vergegenwärtigung,popol vuh,fear,Already processed
Blackwood Gates,APSE,blackwood gates,apse,fear,Already processed
life on mars (david bowie cover),The Flaming Lips,life on mars david bowie cover,the flaming lips,fear,Already processed
The Black Mass: An Electric Storm in Hell,White Noise,the black mass an electric storm in hell,white noise,fear,Already processed
A-Deck,Sleep Research Facility,adeck,sleep research facility,fear,Already processed
Diary of a Taxi Driver (album version),Bernard Herrmann,diary of a taxi driver album version,bernard herrmann,fear,Already processed
Jealous Kids,Mu,jealous kids,mu,fear,Already processed
Time/Confusion,Arthur Brown,timeconfusion,arthur brown,fear,Already processed
Klockner,Richard Devine,klockner,richard devine,fear,Already processed
A Brief Conversation Ending In Divorce,David Sylvian,a brief conversation ending in divorce,david sylvian,fear,Already processed
Funerary,Pulling Teeth,funerary,pulling teeth,fear,Already processed
Brostnar Borgir,Eivør Pálsdóttir,brostnar borgir,eivør pálsdóttir,fear,Already processed
Urban Creme,Animal Collective,urban creme,animal collective,fear,Already processed
Dangerous Disco (The Director's Cut),Treva Whateva,dangerous disco the directors cut,treva whateva,fear,Already processed
step inside again,Motorpsycho,step inside again,motorpsycho,fear,Already processed
First Carnage,Alan Silvestri,first carnage,alan silvestri,fear,Already processed
The Roof is on Fire,Coal Chamber,the roof is on fire,coal chamber,fear,Already processed
Truly Dead,Alan Silvestri,truly dead,alan silvestri,fear,Already processed
No Pains No Gains,Malice Mizer,no pains no gains,malice mizer,fear,Already processed
Gemini,One Inch Punch,gemini,one inch punch,fear,Already processed
Le voyageur,Les Ogres de Barback,le voyageur,les ogres de barback,fear,Already processed
Pendulum music,Steve Reich,pendulum music,steve reich,fear,Already processed
King of Nothing,Old Time Relijun,king of nothing,old time relijun,fear,Already processed
There Is a Place for Us,Shackleton,there is a place for us,shackleton,fear,Already processed
Bookbinder's Delight,Keith Emerson,bookbinders delight,keith emerson,fear,Already processed
"Auguri, Auguri",Kammerflimmer Kollektief,auguri auguri,kammerflimmer kollektief,fear,Already processed
Utrenja (Ewangelia),Krzysztof Penderecki,utrenja ewangelia,krzysztof penderecki,fear,Already processed
A Face Unforgotten,植松伸夫,a face unforgotten,植松伸夫,fear,Already processed
Dried human head from ecuador,Messer Chups,dried human head from ecuador,messer chups,fear,Already processed
Return To Hell,God,return to hell,god,fear,Already processed
Mist,Senking,mist,senking,fear,Already processed
LLDTMPS,SHXCXCHCXSH,lldtmps,shxcxchcxsh,fear,Already processed
Show Me How to Cry,Mystification,show me how to cry,mystification,fear,Already processed
Death March,Proswell,death march,proswell,fear,Already processed
Strict Ideas,Prurient,strict ideas,prurient,fear,Already processed
Anna's Theme,John Corigliano,annas theme,john corigliano,fear,Already processed
Lo-Fi Love,Midaircondo,lofi love,midaircondo,fear,Already processed
Palomino,Shannon Wright,palomino,shannon wright,fear,Already processed
Игрушки,Сансара,игрушки,сансара,fear,Already processed
One In a Million (rmx) (instrumental) Jay-Z,DJ Premier,one in a million rmx instrumental jayz,dj premier,fear,Already processed
Utrenja (Kanon Paschy),Krzysztof Penderecki,utrenja kanon paschy,krzysztof penderecki,fear,Already processed
Gesang der Juenglinge (1955-56),Karlheinz Stockhausen,gesang der juenglinge 195556,karlheinz stockhausen,fear,Already processed
V,Guapo,v,guapo,fear,Already processed
Slipp Sorgen Løs,Vond,slipp sorgen løs,vond,fear,Already processed
A Curse on the Coast,Burning Star Core,a curse on the coast,burning star core,fear,Already processed
Syngdu Svarthol,Kira Kira,syngdu svarthol,kira kira,fear,Already processed
Vertige (1990),György Ligeti,vertige 1990,györgy ligeti,fear,Already processed
Breathing Bull,Woven Hand & Ultima Vez,breathing bull,woven hand ultima vez,fear,Already processed
Womb,Lisa Gerrard & Patrick Cassidy,womb,lisa gerrard patrick cassidy,fear,Already processed
Solo,José Padilla,solo,josé padilla,fear,Already processed
A Night on Bald Mountain,Modest Petrovich Mussorgsky,a night on bald mountain,modest petrovich mussorgsky,fear,Already processed
pent,Re:,pent,re,fear,Already processed
'97 Bonnie and Clyde,Tori Amos,97 bonnie and clyde,tori amos,fear,Already processed
"Secluded Within Sorrow, Solace Awaits",When Mine Eyes Blacken,secluded within sorrow solace awaits,when mine eyes blacken,fear,Already processed
Roots Defender,Blaze Dem,roots defender,blaze dem,fear,Already processed
"Sukiyanen, Osaka.",関ジャニ∞,sukiyanen osaka,関ジャニ,fear,Already processed
The Surge Is Working,The Fun Years,the surge is working,the fun years,fear,Already processed
Apathy,Super Heroines,apathy,super heroines,fear,Already processed
"Outro (a.k.a., Turntable Winding Down)",Tryad,outro aka turntable winding down,tryad,fear,Already processed
Often Destroyed,Helm,often destroyed,helm,fear,Already processed
Cosmic Swirl,Hariprasad Chaurasia,cosmic swirl,hariprasad chaurasia,fear,Already processed
Minas Morgul,London Oratory School Scholars,minas morgul,london oratory school scholars,fear,Already processed
Twig,Woven Hand & Ultima Vez,twig,woven hand ultima vez,fear,Already processed
金環蝕,志方あきこ,金環蝕,志方あきこ,fear,Already processed
La ville,Art Zoyd,la ville,art zoyd,fear,Already processed
Track X,Der Blutharsch,track x,der blutharsch,fear,Already processed
In the city,Wonaldo,in the city,wonaldo,fear,Already processed
Concerto Grosso No. 5 - Lento,Alfred Schnittke,concerto grosso no 5 lento,alfred schnittke,fear,Already processed
The Drowning,Lydia Lunch,the drowning,lydia lunch,fear,Already processed
Orgy Of Holiness,Scorn,orgy of holiness,scorn,fear,Already processed
The Shape Stalks Laurie,Tyler Bates,the shape stalks laurie,tyler bates,fear,Already processed
Firenze Di Notte,Hans Zimmer,firenze di notte,hans zimmer,fear,Already processed
Sheela-Na-Gig,Nurse With Wound,sheelanagig,nurse with wound,fear,Already processed
They Nicknamed Me Evil,Cinema,they nicknamed me evil,cinema,fear,Already processed
Pleasure Is Boss,Liars,pleasure is boss,liars,fear,Already processed
Brainticket (Part Two),Brainticket,brainticket part two,brainticket,fear,Already processed
Bryce,武満徹,bryce,武満徹,fear,Already processed
School in Flames,Pino Donaggio,school in flames,pino donaggio,fear,Already processed
stalker's monologue,I Am Above on the Left,stalkers monologue,i am above on the left,fear,Already processed
The Final Day,Röyksopp,the final day,röyksopp,fear,Already processed
Stilt Faeries,Circus Contraption,stilt faeries,circus contraption,fear,Already processed
Where the Earth Meets the Sky,Tom Heasley,where the earth meets the sky,tom heasley,fear,Already processed
Kellari juniversumi,Kemialliset Ystävät,kellari juniversumi,kemialliset ystävät,fear,Already processed
Emerald Pale Has Disappeared,Lydia Lunch,emerald pale has disappeared,lydia lunch,fear,Already processed
In Old Castle,Jacula,in old castle,jacula,fear,Already processed
Meat Manager,Black Lung,meat manager,black lung,fear,Already processed
Bela Lugosis Dead (Vernian Processed Mix),Nouvelle Vague,bela lugosis dead vernian processed mix,nouvelle vague,fear,Already processed
The Dream of Jacob,Krzysztof Penderecki,the dream of jacob,krzysztof penderecki,fear,Already processed
Instante,Arrigo Barnabé,instante,arrigo barnabé,fear,Already processed
Chariots Of Pumpkins,John Carpenter & Alan Howarth,chariots of pumpkins,john carpenter alan howarth,fear,Already processed
(CD Only #1),AFX,cd only 1,afx,fear,Already processed
Noontime,Religious Knives,noontime,religious knives,fear,Already processed
Route Red,Disko-ions,route red,diskoions,fear,Already processed
HeleneleH,Eleh,heleneleh,eleh,fear,Already processed
Пластиночка,Мультfильмы,пластиночка,мультfильмы,fear,Already processed
Assistance,The Book Of Knots,assistance,the book of knots,fear,Already processed
Halloween (Misfits cover),Dropkick Murphys,halloween misfits cover,dropkick murphys,fear,Already processed
Dancing With the Devil,Ke$ha,dancing with the devil,keha,fear,Already processed
Cascades,Final,cascades,final,fear,Already processed
Realm,Lestat,realm,lestat,fear,Already processed
Lost - Dr. J. Rámoz remix,Stervhïa,lost dr j rámoz remix,stervhïa,fear,Already processed
Christmas (California),Cynthia Dall,christmas california,cynthia dall,fear,Already processed
Zombi (The living dead's voices!) (Bonus Track),Goblin,zombi the living deads voices bonus track,goblin,fear,Already processed
Eraser,The String Quartet,eraser,the string quartet,fear,Already processed
Boat Fire,Disko-ions,boat fire,diskoions,fear,Already processed
Plumbing Problem,David Shire,plumbing problem,david shire,fear,Already processed
First Movement,Henryk Górecki,first movement,henryk górecki,fear,Already processed
Be with You,James Newton Howard,be with you,james newton howard,fear,Already processed
Vertigo,Bernard Herrmann,vertigo,bernard herrmann,fear,Already processed
Why Don't We All Get Down?,Deltahead,why dont we all get down,deltahead,fear,Already processed
Sepecat,Legowelt,sepecat,legowelt,fear,Already processed
Burning,C17H19NO3,burning,c17h19no3,fear,Already processed
John Riley,The Index,john riley,the index,fear,Already processed
Remove The Light,Clinging To The Trees of a Forest Fire,remove the light,clinging to the trees of a forest fire,fear,Already processed
I Walk On Gilded Splinters,Dr. John,i walk on gilded splinters,dr john,fear,Already processed
Dream Upon Walking,Jon Brion,dream upon walking,jon brion,fear,Already processed
Wax & Flesh,Religious Knives,wax flesh,religious knives,fear,Already processed
Presswehen,AGF,presswehen,agf,fear,Already processed
Flint In The Pines,VUK,flint in the pines,vuk,fear,Already processed
Skinner Box,Geomatic,skinner box,geomatic,fear,Already processed
maniaco,佐橋俊彦,maniaco,佐橋俊彦,fear,Already processed
scary,Since1889,scary,since1889,fear,Already processed
Flute Band In Gauteng,Jhelisa,flute band in gauteng,jhelisa,fear,Already processed
Resonant Gore,Vidna Obmana,resonant gore,vidna obmana,fear,Already processed
On Tarantula Hill,Aaron Dilloway,on tarantula hill,aaron dilloway,fear,Already processed
Ninja Apocalypse,Nightsatan,ninja apocalypse,nightsatan,fear,Already processed
Groove,Christian Marclay,groove,christian marclay,fear,Already processed
Drunk,Hermann Kopp,drunk,hermann kopp,fear,Already processed
I Bergakungens sal ur Peer Gynt,Edvard Grieg,i bergakungens sal ur peer gynt,edvard grieg,fear,Already processed
Beauty in the Beast,Wendy Carlos,beauty in the beast,wendy carlos,fear,Already processed
Uncomfortable,Bertine Zetlitz,uncomfortable,bertine zetlitz,fear,Already processed
Fog Movement,Maguett,fog movement,maguett,fear,Already processed
Bookhouse Boys,Angelo Badalamenti,bookhouse boys,angelo badalamenti,fear,Already processed
masked ball,Eyes Wide Shut,masked ball,eyes wide shut,fear,Already processed
Intertia Creeps,Massive Attack,intertia creeps,massive attack,fear,Already processed
Rasa Sentuh,Arrington De Dionyso,rasa sentuh,arrington de dionyso,fear,Already processed
Regeneration,John Carpenter,regeneration,john carpenter,fear,Already processed
Hallucinogen,Shelley Hirsch,hallucinogen,shelley hirsch,fear,Already processed
New Mexico,John Carpenter,new mexico,john carpenter,fear,Already processed
Passage to Eternity,Astarte,passage to eternity,astarte,fear,Already processed
Sea Of Change,Pyro,sea of change,pyro,fear,Already processed
Modul 4 II,Nik Bärtsch's Mobile,modul 4 ii,nik bärtschs mobile,fear,Already processed
Super Mario 64 Haunted Hell (IncuCujoKondoD.Bros Mix) OC ReMix,Mustin,super mario 64 haunted hell incucujokondodbros mix oc remix,mustin,fear,Already processed
Reduction,Sightings,reduction,sightings,fear,Already processed
Ruang Dan Waktu,Arrington De Dionyso,ruang dan waktu,arrington de dionyso,fear,Already processed
"Title Music from ""A Clockwork Orange""",Wendy Carlos,title music from a clockwork orange,wendy carlos,fear,Already processed
IV. Refracted Mirror Canon for 14 Lines,Gloria Coates,iv refracted mirror canon for 14 lines,gloria coates,fear,Already processed
Flight of the Bumblebee (Interlude from The Tale of the Tsar Saltan) (Instrumental),Arcadi Volodos,flight of the bumblebee interlude from the tale of the tsar saltan instrumental,arcadi volodos,fear,Already processed
Ведьмин дом,ɪɲ ʕʰɘɼɾʏ ɟȺɱɨʟʮ,ведьмин дом,ɪɲ ʕʰɘɼɾʏ ɟⱥɱɨʟʮ,fear,Already processed
Demented Drums,Tres Demented,demented drums,tres demented,fear,Already processed
Liturgy,Cyclotimia,liturgy,cyclotimia,fear,Already processed
Traces Of Mercury,Social Interiors,traces of mercury,social interiors,fear,Already processed
Zann,Corvo,zann,corvo,fear,Already processed
Psycho Realm,Dajuin Yao,psycho realm,dajuin yao,fear,Already processed
The Shining - Main Theme,Vitamin String Quartet,the shining main theme,vitamin string quartet,fear,Already processed
les Fées Carabosse,Catherine Ribeiro,les fées carabosse,catherine ribeiro,fear,Already processed
Surgeon's Second Opinion,Matmos,surgeons second opinion,matmos,fear,Already processed
Excerpt from Stain - The Music Rooms (Live Version),Maryanne Amacher,excerpt from stain the music rooms live version,maryanne amacher,fear,Already processed
Haze (Movie Score 2002),Lustmord,haze movie score 2002,lustmord,fear,Already processed
Desdemona,Untoten,desdemona,untoten,fear,Already processed
befriend a childkiller -,Venetian Snares,befriend a childkiller ,venetian snares,fear,Already processed
Kohntarkosz,Magma,kohntarkosz,magma,fear,Already processed
Strich,The Conet Project,strich,the conet project,fear,Already processed
Frightened of Myself,Daphne Oram,frightened of myself,daphne oram,fear,Already processed
Demoni,Claudio Simonetti,demoni,claudio simonetti,fear,Already processed
Bloody Nurses,Akira Yamaoka,bloody nurses,akira yamaoka,fear,Already processed
Gavel Smasher,Disko-ions,gavel smasher,diskoions,fear,Already processed
Morphology,Cyclotimia,morphology,cyclotimia,fear,Already processed
Item-Sortilegium,Laïs,itemsortilegium,laïs,fear,Already processed
Halloween Finale,Alan Howarth,halloween finale,alan howarth,fear,Already processed
Kangen: Hyojo no Netori,Tokyo Gakuso,kangen hyojo no netori,tokyo gakuso,fear,Already processed
A Stranger in the House,Alan Howarth,a stranger in the house,alan howarth,fear,Already processed
Mangled Corpses,Akira Yamaoka,mangled corpses,akira yamaoka,fear,Already processed
In Sullen Silence Stalks Forth Pestilence,Gnaw Their Tongues,in sullen silence stalks forth pestilence,gnaw their tongues,fear,Already processed
They Come On Unknown Nights,The Muffins,they come on unknown nights,the muffins,fear,Already processed
Invisible Monster,Akira Yamaoka,invisible monster,akira yamaoka,fear,Already processed
People Are Germs,Single Frame,people are germs,single frame,fear,Already processed
Cign,Twine,cign,twine,fear,Already processed
The Highwire (Bonus Track),The Haunted,the highwire bonus track,the haunted,fear,Already processed
Rosalind Bruno,The Gerogerigegege,rosalind bruno,the gerogerigegege,fear,Already processed
Jamie's Nightmare,Alan Howarth,jamies nightmare,alan howarth,fear,Already processed
Fire and Brimstone,Badawi,fire and brimstone,badawi,fear,Already processed
Prologue,Konami,prologue,konami,fear,Already processed
War Machine,Antichristus,war machine,antichristus,fear,Already processed
Blue Eyes,Guillemots,blue eyes,guillemots,fear,Already processed
None Some Silver,Twine,none some silver,twine,fear,Already processed
Cold Moon Drift,Phillip Wilkerson,cold moon drift,phillip wilkerson,fear,Already processed
Black And White,Siiri Nordin,black and white,siiri nordin,fear,Already processed
Stockmarket,Cyclotimia,stockmarket,cyclotimia,fear,Already processed
Asura,歌者森,asura,歌者森,fear,Already processed
Les Enfants de la Guerre,Die Macht,les enfants de la guerre,die macht,fear,Already processed
Hole,Cyclotimia,hole,cyclotimia,fear,Already processed
01_Кукла колдуна,Король и Шут,_кукла колдуна,король и шут,fear,Already processed
"Loving The Dead, Literally",Vena Amori,loving the dead literally,vena amori,fear,Already processed
The Bottom of the Well,Naoshi Mizuta,the bottom of the well,naoshi mizuta,fear,Already processed
Rest Up,Mason Proper,rest up,mason proper,fear,Already processed
O sonho do Carlos,Los Panchos? Sí!,o sonho do carlos,los panchos sí,fear,Already processed
Reinna,Zao,reinna,zao,fear,Already processed
Seed Split Open,The New Sound Of Numbers,seed split open,the new sound of numbers,fear,Already processed
00,Aphrodite's Child,,aphrodites child,fear,Already processed
Buri Hamachi,Nico Nico Douga,buri hamachi,nico nico douga,fear,Already processed
Badnamgar,Robert Een,badnamgar,robert een,fear,Already processed
麗しき仮面の招待状 (Instrumental),Malice Mizer,麗しき仮面の招待状 instrumental,malice mizer,fear,Already processed
The Last Dance,Klinik,the last dance,klinik,fear,Already processed
From Hell,Akira Yamaoka,from hell,akira yamaoka,fear,Already processed
Placebo,Placebo Effect,placebo,placebo effect,fear,Already processed
Felbomlasztott Mentökocsi,Venetian Snares,felbomlasztott mentokocsi,venetian snares,fear,Already processed
This House is Haunted,Aaron Ackerson,this house is haunted,aaron ackerson,fear,Already processed
knife sticks in a row,Pine Smoke Lodge,knife sticks in a row,pine smoke lodge,fear,Already processed
Encountering Mr. Blackburn,Don Davis,encountering mr blackburn,don davis,fear,Already processed
Todo mundo morre,Suíça Bank,todo mundo morre,suíça bank,fear,Already processed
Max,Bernard Herrmann,max,bernard herrmann,fear,Already processed
Mango Bango,Final Boss,mango bango,final boss,fear,Already processed
What Is There in Uselessness to Cause You Distress?,AMM,what is there in uselessness to cause you distress,amm,fear,Already processed
save me a place,Marissa Nadler,save me a place,marissa nadler,fear,Already processed
Haunting Drone Sounds / Eerie Atmospheres 1,Dr. Sound Effects,haunting drone sounds eerie atmospheres 1,dr sound effects,fear,Already processed
Swords Crossed,Blake Neely/The Hollywood Studio Symphony,swords crossed,blake neelythe hollywood studio symphony,fear,Already processed
Walk The Plank,Blake Neely/The Hollywood Studio Symphony,walk the plank,blake neelythe hollywood studio symphony,fear,Already processed
Scratches on the Door,Freakwater,scratches on the door,freakwater,fear,Already processed
The Rats in the Walls,Meri von KleinSmid,the rats in the walls,meri von kleinsmid,fear,Already processed
"The Search, The First Floor, Cabin 10, Cabin 1",Bernard Herrmann,the search the first floor cabin 10 cabin 1,bernard herrmann,fear,Already processed
Moscas,Bizarra Locomotiva,moscas,bizarra locomotiva,fear,Already processed
"Vein, Part 6",Boris,vein part 6,boris,fear,Already processed
The Well,Lady Laudanum,the well,lady laudanum,fear,Already processed
Juurake,Mika Vainio & Lucio Capece,juurake,mika vainio lucio capece,fear,Already processed
The Lords of Bone and Machinery,C17H19NO3,the lords of bone and machinery,c17h19no3,fear,Already processed
Garden Of Eden Located,Prurient,garden of eden located,prurient,fear,Already processed
rumour,HTRK,rumour,htrk,fear,Already processed
Lifting Of The Veil,Antero Tienaho,lifting of the veil,antero tienaho,fear,Already processed
Pirzool,Ahvak,pirzool,ahvak,fear,Already processed
Eerie Music,Sound Effects Library,eerie music,sound effects library,fear,Already processed
Dogs Growling,Sound Effects,dogs growling,sound effects,fear,Already processed
The House That Crack Built,Desert Island Dicks,the house that crack built,desert island dicks,fear,Already processed
Say My Name (feat. Little Brittany),Mr. Hyde,say my name feat little brittany,mr hyde,fear,Already processed
Corduroy Piano Dream,COMMA,corduroy piano dream,comma,fear,Already processed
Wind In The Cords,Muhmood,wind in the cords,muhmood,fear,Already processed
Drone 002,Phillip Wilkerson,drone 002,phillip wilkerson,fear,Already processed
Mitambo,Esplendor Geométrico,mitambo,esplendor geométrico,fear,Already processed
