track,artist,track_clean,artist_clean,final_emotion,lyrics
Sulphur,Dead Voices on Air,sulphur,dead voices on air,fear,"Sensing the time dear
There's nowhere to go
You bury the line dear
Sulphur you know
The window is closed dear
The body is blind
Skin is a silk room
Take to a line
Sense and consume fear
Pressing the line
Body is air dear
Take to a line
I live by your mountain
I live by your side
My knees are alive dear
Take to a line
Body is air dear
Body is blind
Buried the line dear
Sense and define
Picked up a child dear
Stronger than you
Bodies in line dear
Sense and define
Feels like a lie dear
Bodies in love
Seems like a lie dear
Your body's in love
Bury the line dear
Bury the sun
Bury the line dear
Sense and define
Bury the line dear
Bodies in line
Bury the line dear
The body's in line"
The Glasshouse and the Gift-Horse,Autistic Daughters,the glasshouse and the gifthorse,autistic daughters,fear,"Let it ring who said
All hell burns down
Let me say it's gonna be
I really can't laugh at anything
I really can't hold you faithful
Progress has no sympathy
Hysterical kings
Standing by an open door
Baby you're winning the war
Baby don't make a sound
Cause you live in a glass house
It's 3 A.M. and I'm wide awake
And I'm not even trying
And I'm not even trying
All the queen's beliefs stay stuck behind her teeth
Said, ""I'll put you back to sleep again""
Everything I had, had gone to hell
The sky is white and I missed the bell
The parking spaces were all taken
I tried to call you
From the phonе on the street
On the corner if you'd pick up
Thе sky is white and I can't stop
Thinking you should cheer up
(You and I were standing under perfect sky
Throwing diamonds in the street below)
You and I were standing under perfect stars
Throwing diamonds in the street below
Setting cars alight along the road
I remember we were standing under perfect stars
Glowing down into the street below
Setting cars alight along the road
It's a violent side of life
Under perfect skies
If you say that we're exactly the same
Then what the hell am I?
I really can't love it anymore
I really can't love it anymore
I really can't love it anymore
I really can't love it anymore
I really can't love it anymore
I really can't love it anymore"
Junk The Magic Dragon,Marilyn Manson & The Spooky Kids,junk the magic dragon,marilyn manson the spooky kids,fear,"Mellow yellow
Acid kiss
Warhol painted kaleido-trips
Spinning, spinning, spin again
Coke, tar, crystal methane thrill

Cash-in-dime
For a ride
My brain, like eggs, is cracked and fried
Cash-in-dime
For a ride
My brain, like eggs, is cracked and fried

Junk the magic dragon
Lives in my brain
Junk the magic dragon, yeah
Love will always end
It ends in pain

Bones are pulled so tight on skin
Like canvas tent poles oh so thin
Winding smile upon my lips
All but instant death sentence

Cash-in-dime
For a ride
My brain, like eggs, is cracked and fried
Cash-in-dime
For a ride
My soul's like Jesus', crucified

Junk the magic dragon
Lives in my brain
Junk the magic dragon, yeah
Love will always end
It ends in pain"
Messiah (remix by Wynardtage),A7IE,messiah remix by wynardtage,a7ie,fear,"I will play with all your senses, and show you are alive
You can scream, ask my pity, it will never be enough
I will punish all of your sins, till your last drip of blood
I just want to be your pain, and feel the scars in your heart
Messiah, here is some pain, till the end, your final day
Messiah, there is some hate, face to face, your final day
Messiah, Messiah, Messiah, Messiah"
Tricity,Fridge,tricity,fridge,fear,"My friend went to jail
Ain't got no one there
Sad in a cell (Ten years)
Ten years it wasn't planned
I saw your son (He's become a man)
He is become a man
Tell him take care
You don't want him in there
I buried your gun
Wiped off the fingerprints
Heard your boys have snitched (Snitch grass)
We haven't seen you since
I'll see you in ten
And we'll live again
And if money comes (We'll fly)
We'll fly to the sun
Street boys (We)
They sing the saddest songs
Street boys
We sing the saddest songs"
Aqualung,Spooky,aqualung,spooky,fear,"Breathing
Breathing liquid
Through the water
Down
Deep down"
The Blue Wraith,I Monster,the blue wraith,i monster,fear,"La la la la
La la la la
La la la la
La la la la
La la la la la la la
La la la la la la la
La la la la la la la
La la la la la la la
La la la la
La la la la
La la la la
La la la la
La la la la la la la la
La la la la la la la
La la la la la la la la
La la la la la la la
La la la la
La la la la
La la la la
La la la la
La la la
La la la la la la la la
La la la la la
La la la la la la
Yeah"
Riverbed Part 7,Buck 65,riverbed part 7,buck 65,fear,"Here on the water no harm could come to me
But a revolver was left on my table by somebody
Just in case they said nonchalantly
Which was fine at the time but now the words haunt me
Sitting there loaded, the air is electric
Distracting, my thoughts are destructive and hectic
It reminds me of crimes I haven't committed
I feel guilty of having done something I didn't
I'm terrified but for some reason am smiling
The weapon reduces me but also seduces me
I've never known violence and there is none in my plans
I've not even once held a gun in my hands
At least not before now, as I sweat and I shiver
I point it out the window and aim it at the river
I feel so uneasy and sick from within
As if I might kill with the the suicides again
Dark impulse proposed and my finger accepted
That the shot, it came quicker than I had expected
The river just swallowed it, nobody noticed
From the bridge, from the pier, not in the remotest
How easily a crime could be committed here...
It looks like the moon is stuck up the tree
And I am in the mood for a nice cup of tea..."
Kalifornia,Humanwine,kalifornia,humanwine,fear,"I open my chest to the landscape
No telling what this will bring about
But I can bet you, it'll be calming
Well it's cooling
I open my ribcage to the wind
This feeling is the closest thing
It's cooling and soothing, my silt is settling
My will is evolving
It's growing and I'm warmer
With the opening of fire!
Morning sun is calling and opening my arms
Growing within me are the open seeds of fire
Coyote is howling out my desire
Calling to the west open up with Bear
Look into his arms, you will find me there!
Calling to the North open up with green
Calling in the strength to open up the circle"
Fields of Fire,Lydia Lunch,fields of fire,lydia lunch,fear,"It's raining at the border, tears of love like blood split
Stagnant on the carpet
It's raining and another filthy widow watches
And the self is no friend and all enemies attack from within
Way down deep, you know why
The darkness is separated by a slow red river
Night sneaks in to sleepy corners
I lay at the edge of a field of fire
With a thousand ghosts in my dusty bed, a thousand ghosts
Way down deep you know why
The earth spits threadbare its shallow daughters who tread like broken tramps, damp on stone cold stares and deep within the fear of a hundred lonely victims down, the fear of a hundred lonely victims down
Way down deep you know why
I will listen for your baited step like shadows in the hall that fall slowly and trace the shudders of your hollow thoughts and beat my heart against these walls, and beat my heart
It's raining at the border, it's raining, it's raining tears of blood"
Scaredy Cat,Marilyn Manson & The Spooky Kids,scaredy cat,marilyn manson the spooky kids,fear,"I am your monster to devour
You can see the smiles
On the ones I have deflowered
What can you say?
What will you do?
Your bark is bigger than the bite
Of the dog shadow eating you

I can see you, you can't hide
I am the maggot in the apple of your eye

Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
I can't believe in you
Scaredy cat, scaredy cat, scaredy cat, you're a...

I am your monster to devour
You can see the smiles
On the ones I have deflowered
What can you say?
What will you do?
Your bark is bigger than the bite
Of the dog shadow eating you

Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
I can't believe in you
Scaredy cat, scaredy cat, scaredy cat, you're a...


I can see you, you can't hide
I am the maggot in the apple of your eye

Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
Scaredy cat, scaredy cat, scaredy cat, you're a...
I can't believe in you
Scaredy cat, scaredy cat, scaredy cat, you're a..."
Blue Moon Of Kentucky,Zombie Ghost Train,blue moon of kentucky,zombie ghost train,fear,"Blue moon, blue moon, blue moon
Keep shining bright
Blue moon, keep on shining bright
You're gonna bring me back my baby tonight
Blue moon, keep shining bright
I said blue moon of Kentucky
Keep on shining
Shine on the one thats gone and left me blue
I said blue moon of Kentucky
Keep on shining
Shine on the one thats gone and left me blue
Well, it was on one moonlight night
Stars shining bright
Wish blown high
Love said good-bye
Blue moon of Kentucky
Keep on shining
Shine on the one thats gone and left me blue
Well, I said blue moon of Kentucky
Just keep on shining
Shine on the one thats gone and left me blue
I said blue moon of Kentucky
Keep on shining
Shine on the one thats gone and left me blue
Well, it was on one moonlight night
Stars shining bright
Wish blown high
Love said good-bye
Blue moon of Kentucky
Keep on shining
Shine on the one thats gone and left me blue"
Tbe,Hecq,tbe,hecq,fear,"The plan was called Operation D-Minus. And one of the schools included in the plan was Park Vista Community High School, where a kid named Justin Laboy—

That's me

—an 18-year-old honor roll student—

I get straight A's, man

—was in the last semester of his senior year. Justin could hardly believe his luck when a very pretty girl showed up

Naomi!

In not one but two of his classes

Naomi!

She sat in front of him. He switched seats

Naomi!

The last name she used was—

Rodriguez

Justin, what drew you to Naomi initially?

Man, she used to fall asleep in class
She was a light-skinneded Puerto Rican-Dominican—
Long hair, mature in the body like woah

Like, woah

That's not the only reason I liked her, though
She said she moved with her mother to Florida from New York

Where dreams are made

Well, so did I. So I said, hi
She seemed mature, and I talked more

More, more, more!

And I was like, what the heck I gotta do to be with you?

What the heck I gotta do?
What the heck I gotta do to be with you?
What the heck I gotta do?

Who do I have to be for you to be with me?

You told her all this in class?

Yeah. Well, I texted her! Y'know, I was like, what the heck I gotta do to be with you?

L-O-L-O-L-O-L!

What the heck I gotta do to be with you?

R-O-F-L-O-L!

Who do I have to be for you to be with me?

Smiley face

Yes! Next thing you know, we're texting day and night. I trust her right away

Like, woah!

Hey, yo. I never met anyone like her, bro. Yo, she listens to all my problems. I let her copy all my homework. And then I lay it all on the line. And she was like—

No, no—

No! She didn't say no exactly. I don't know

No, no, no, no!

Yeah, I was surprised. I'm a pretty great guy

So? So?

So, I decided I needed to step my game up

Oh, oh, oh, oh

It's too late to be shy. And so I got in front of the whole class one day, and serenaded her. I was like, what the heck I gotta do to be with you?

What the heck I gotta do?

What the heck I gotta do to be with you?

What the heck I gotta do?

Who do I have to be for you to go to prom with me!

You asked her to the prom?

Yeah! I danced and everything

Naomi!

Naomi! I know there's a reason you were transferred here to me

Naomi!

Naomi! I know there's a reason this isn't luck, it's destiny

Naomi!

Naomi! You know me! Will you go to prom with me?

I'll think about it

She'll think about it. She'll think about it. She'll think about it. She'll think about

She said she'd think about it

She'll think about it

She'll think about it

Think about it

She'll think about it

She'll think about it. She'll think about it

Yes!"
"Up You Go, Little Smoke",Tasseomancy,up you go little smoke,tasseomancy,fear,"Go to sleep, my little pink-eyed daughter
Hush now
All is sewn
My daughter
All that bleeds is wind and reeds
My daughter
Dreams of clouds opening clean
Drifting forth in fearless flight
Songs and sweet on you can hear them now
We pray for forgiveness
I only reap what my father sowed
Brother, sisters, we bowed
Every little bump under his flesh
Our backs are wilted like a rose
How was I to know we were only throwing stones
Once only Romy and I traveled to find my heart
Beating rough, as the earth's glass mountain
Like maggots, they poured from the dog oh how
Bright lavas poured from the other one
Bright lavas poured from the other one
Hold now, I see through the foliage
A smoke that is homesick and wrong
I know there's songs in the college
Bright lavas poured, from the other one
Bright lavas poured, from the other one
Hide behind the bookshelves
Hide with all your might
Might you
Sit between the veils
And transcend into light"
Go-Go Mummy,Zombie Ghost Train,gogo mummy,zombie ghost train,fear,"I was diggin' in the sand in the dead of day
My pick struck a stone the sand gave way
The mummy's tomb we'd finally found
What was beneath would astound
Flamin' slave skulls lightin' the room
A band in bandages diggin' some tunes
A girl in a cage next to the bar
Was doin' the watusi for the screaming undead
She was a go-go mummy
She was a go-go mummy
She was a go-go mummy
A succubus underground
She was takin' off her bandages one by one
I ordered a drink a took part of the fun
Rockin' and boppin' and shakin' the coffin
I looked into her vacant eyes
She was a go-go mummy
She was a go-go mummy
She was a go-go mummy
A succubus underground
We started to dance and then she hypnotised me
Took me to her sarcophagus and begun to tie me
She took my brain out my nose
And dressed me up in zombie clothes
She was a go-go mummy
She was a go-go mummy
She was a go-go mummy
A succubus underground
She was a go-go mummy
She was a go-go mummy
She was a go-go mummy
A succubus underground"
Mercury is rising,Akeboshi,mercury is rising,akeboshi,fear,"The sounds of horns
Break the still of the night
Folding up the map
Dear so near but hear in fear
Closer ever, closer ever
When you sing, sing, sing (Blue sky lasts not long)
In a clockwise tone (Above your shoulder a fiery sunset)
Drum beat falls out (All the leaves lost their colors)
Rain drop rise up into the sky
The sounds of horns
Break the still of the night
Folding up the map
Dear so near but hear in fear
Closer ever, closеr ever
When I drеam, dream, dream
In a hidden place
I see a world upside down
Deep breath I take on the stump
Blue sky lasts not long
Above your shoulder a fiery sunset
All the leaves lost their colors
Into the night, in that moment
When you sing, sing, sing
In a clockwise tone
Drum beat falls out, rain drop (Blue sky lasts not long)
Rain drop rise up into the sky (Above your shoulder a fiery sunset)
(All the leaves lost their colors)"
Hell in a Hand Basket (live),Voltaire,hell in a hand basket live,voltaire,fear,"I've been a sinner
I've been a saint
Done both good and evil deeds
Oh, but in the end, I was good to my friends
And that's good enough for me

Oh good Lord, they say all souls you forgive
Well if that's true then why?
Does there need to be a hell? (hey)
Hey, what's that sulfury smell?
Now I can feel the fire creeping up my thigh

I'm going to Hell
In a handbasket
It's a Bohemian Rhapsody
Oh, Galileo, mamma mia, Scaramouche, Scaramouche
Oh, Beelzebub's got a devil put aside for me
I'm going to Hell
In a handbasket
With my flesh, they'll make a feast
I'm gonna be thеre in that number
That's six six six, the numbеr of the beast
I'm going to Hell
In a handbasket
Well at least I'll have a view
Oh, I will see the fire through the rusty razor wire
Oh, don't you worry, I saved a seat for you
I'm going to Hell
In a handbasket
And I might like it that way
No, this ain't no lie, I'd rather be Kentucky Fried
Than alive and kicking in Jersey any day

Ba-ba-da-ba-ba, ba-ba-da-ba
Ba-dum-ba-da-ba-da-ba-ba
Ba-ra-ra-ra-ra-ta-ra-ta-ba-da-ba
Ba-ba-ba-du-ra-tu-ta
Ra-ba-ba-ba-ba
Ra-ba-ba-du-ba

I'm going to Hell
In a handbasket
I'd pray if I had the guile
No, this ain't no fib, I'd rather be a splatter on the Devil's bib
'Cause on my knees repenting ain't my style
I'm going to Hell
In a handbasket
Oh, please don't pray for me
No, I don't need to be saved, of the Devil I ain't afraid
There ain't nothing he can do that ain't already been done to me
I'm going to Hell
In a handbasket
And I'll have good company too
'Cause if I was so bad, then there's no need to be sad
'Cause everybody else will be there too
Including you

Ba-ba-da-ba-ba, ba-ba-da-ba
Ba-dum-ba-da-ba-da-ba-ba
Ba-ra-ra-ra-ra-ta-ra-ta-ba-da-ba
Ba-ba-ba-du-ra-tu-ta
Ra-ba-ba-ba-ba
Ra-ba-ba-du-ba

Oh, good Lord, I only ask you forgive
The self-righteous who deceive
When your words they twist
We both know Hell don't exist
Except in the minds of the poor fools who believe
Ba-ba-da-ba-ba, ba-ba-da-ba
Ba-dum-ba-da-ba-da-ba-ba
Ba-ra-ra-ra-ra-ta-ra-ta-ba-da-ba
Ba-ba-ba-du-ra-tu-ta
Ra-ba-ba-ba-ba
Ra-ba-ba-du-ba

Thank you, Austin
Thank you very much
Thanks for coming, goodnight"
The Head of Gabriel,Attrition,the head of gabriel,attrition,fear,"Bring on your acolytes
Pre-madonna sybarites
I sacked the shamanite
- give me Gabriel's head
- give me Gabriel's head
On a dit
Donnez-moi
La tete de Gabrielle
I met the suffer-gent
Pre-medicated diplomat
Disturbed insomniac
- give me Gabriel's head
- give me Gabriel's head
Il a dit
Emportez
L'âme de Gabrielle
Outsold the sacrifice!
Re-dedicated autocrat
Saturated serpent's eye
- give me Gabriel's head
- give me Gabriel's head
Tu a dit
Apportez-moi
La vie de Gabrielle"
Moutains Falling,David Lynch and John Neff,moutains falling,david lynch and john neff,fear,"I see you go
When you go, how come you're gone so long?
Where do you go, when you're gone so long?
Baby, why do you go, when you go so long?
I see you go, and you're gone so long
Baby, why do you do the things you do?
Baby, why do you do the things you do?
You take my hand, and they come marching
And you're gone
Baby, your smile - I see you go - don't go
Don't leave this mountain
The armies came marching to the mountain
And your smile in the car window - you and the captain
Your face flies in the traffic as you glide from the mountain
Don't go. Don't leave this glowing mountain top
My dreams tell me things about you
I can see what you do
My dreams tell me things about you
I can see what you do
Baby, why do you do the things you do?
I want you back
Don't come comin' back like that
When you're gone, how come you're gone so long?
My dreams tell me things about you
I can see what you do
Why do you do the things you do?
I'm in so deep
Baby, I can't sleep
Floating above me, the armies of the captain
Marching towards the mountain, the mighty mountain
In the car window I saw you smile
The screams of traffic
Flying through the streets, I saw it again
You and the captain
His armies surround you
Leading me off the edge
Of the mighty mountain
The mountain's falling"
Is That What Everybody Wants?,Cliff Martinez,is that what everybody wants,cliff martinez,fear,"How much sleep do you get?
How long do you think you can go without sleep?
When you do go to sleep...
I find I can sleep much better with the door open
Can you tell me about what's happening here?
Can you tell me about what's happening here?
The end of the Earth is upon us
Pretty soon it'll all turn to dust
I'll see you in the next life
Can you tell me about what's happening here?
I can tell you what's happening here...
And death shall have no dominion
Dead men naked they shall be one
With the man in the wind and the west moon
When their bones are picked clean and the clean bones gone
They shall have stars at elbow and foot
Though they go mad they shall be sane
Though they sink through the sea they shall rise again
Though lovers be lost, love shall not
And death shall have no dominion
The end of the Earth is upon us
Pretty soon it'll all turn to dust
I'll see you in the next life
Can you tell me about what's happening here?
I can tell you what's happening here...
I dunno if I could tell you what's happening...
Isn't there a way to stop?"
Mörder,Die Braut,mörder,die braut,fear,"More beauty than we ever seen
More beauty than what ever be
More beauty than we'd ever seen
More beauty than what ever be
I walked alone at shore the beach
Something we don't now... onley do
I had the pleasure of my life
There was no pain, there was no shrine
More beauty than we'll ever seen
More beauty than will ever be
The stars the moon
Shine so bright
Mister water,....in the night
That was the night my dreams came true
I saw the new diffrence in you you
On the banks on life we stand
Arm in arm, hand in hand
You kissing me, i'm kissing you
More beauty than we ever knew
Oooh... come on
The moon the stars the light
Ore is it just the way you looked tonight
Ooh it is just a mistery to me
More beauty than the light will see
More beauty than there ever be
More beauty than we'll ever be
More beauty than we'll ever seen
This is a special night for you and me
More beauty than we'll ever be
More beauty yes i do agree
More beauty than we'll ever see"
Fatal Insomnia,Die Form,fatal insomnia,die form,fear,"Cubic white anechoïc zone, without sleeping option/possibility
Mental figures able to anesthetize the central system
Hegemony of stress and autosuggestion discipline
Night-light movement and gyration, hypnotic eve
Forced autotrophic oneiric state, from life to death
How to survive, open-eyed without rest
Face to face with the world events?
Devolutions, inquisitions, genocides and techno-destructions
Touch-screens therapies, computer controlled ejaculations
Electric shock experiences and visiophonic euthanasias
Are we still alive, or unknowing asleep awake consumers?
How to survive, open-eyed without rest
Face to face with the world events?
Are we still alive, or unknowing asleep awake consumers?
Unknowing asleep awake consumers
How to survive, face to face with the world, without sleep?
Are we still alive, are we still alive, are we still alive?"
Erevos,Siva Six,erevos,siva six,fear,"Ae, 3 reis
Samam, Rashid, Kamau

Quando éramos reis bobos da corte era distração
Me diga, quando foi que eles viraram atração
Ficou por sua conta mas só vi subtração
Quem sofre por emoção sucumbe sob pressão
Some na multidão porque quem se destaca é alvo
Ex-fulano de tal vira assunto de falação
Mas até que viesse Arthur
Excalibur estava presa na rocha
Mentes brilhantes na inquisição viravam tocha
De volta ao tempo de Classios Marcelos
Dialeto e direto derrubando castelos
Medalhas ao rio se ignorarem meus feitos
Migalhas dão mil mas vim luta de meu jeito
Pra USA entretenimento a gente se degladia
Deixa eles pro lado de lá vindo a desencadeá
Querem que eu me cale aí que eu deslancho
Não estacione na minha frente, sujeito à gancho

Toma um por amor, dois por amor
Três por quando éramos reis
Se for nós por nós
Quando éramos reis em uma só voz
Quando éramos reis, por isso eu digo
Um por amor, dois por amor
Três por quando éramos reis
Se for nós por nós
Quando éramos reis em uma só voz
Quando éramos reis, sempre seremos reis"
"Claudine, the Inflatable One",PJ Harvey,claudine the inflatable one,pj harvey,fear,"Claudine, I love ya, don't be shy
Come round my place, I'll blow your mind
I'll show you heaven, sure as I can lie
Come on, Mister Heaven
Let me give you my my my my
Mister Heaven
Mm-hmm, mm, hmm yeah
I'll be my my my my
Mister Heaven
Mm-hmm, mm, hmm yeah
I'll make sweet honey, I'll treat you nice
I'll show you, sugar, how to juggle them dice
Nail my bitter to the bathroom door
If it's what you want, baby
Come on, come on, take, take your
Mister Heaven (Scream blue murder)
Uh-huh, mm, ooh yeah
I'll be my my my my (Scream blue murder)
Mister Heaven (Scream blue murder)
Uh-huh, mm, ooh yeah
I'll be my my my my my (Scream blue murder)
Claudine, je vous aimais, la bête
I washed your dog, babe, don't forget
Inflate your body, my inflatable queen
Want to get right into your sack o' sack o' skin now
Mister Heaven (Scream blue murder)
Uh-huh, mm, ooh yeah
I'll be my my my my (Scream blue murder)
Mister Heaven (Scream blue murder)
Murder
Oh, I'll be my my my my (Scream blue murder)
Mister
Scream blue murder
Scream blue murder
Scream blue murder
Scream blue murder
Scream blue murder
Scream blue murder
Scream blue murder
Scream blue murder"
Trust In Me,Disney,trust in me,disney,fear,"Trust in me, just in me
Shut your eyes, trust in me
You can sleep safe and sound
Knowing I am around

Slip into silent slumber
Sail on a silver mist
Slowly and surely your senses
Will cease to resist

Just relax, be at rest
Like a bird in a nest
Trust in me, just in me
Shut your eyes and trust in me

Trust in me, just in me
Shut your eyes and trust in me"
Soëltaär,Stervhïa,soëltaär,stervhïa,fear,"Fleduht lirtus krun zhäz lirtz shaissez dhäe
Thihs vehg hërant hemis hittus vit
Luëez zhä soffest miäahp ett zeëul zhä phaäim hërant leis git ahsait mlait
Luëez zhä soffest miäahp ett zeëul zhä phaäim git mutreum hëmat saiv
Ett ihgn zaittaht dhäe somz vin îrkintvehg
Ainn doft ett… roif doft shäut…
Ett ilv jahtaht ein krêzemvehg des vit…
Non treniht
Arekniht…
Non âllumuht
Fleduht lirtus krun zhäz lirtz
Fleduht lirtus ish git phaäim
Fleduht lirtus ish git zirt…
Soumein hittat ainn hëm shaik:
Zhä kroit, zhä galm blishis… hëmiht ihgn
Zit ahsorf
Zhä kroit, zhä galm blishis…
Ett ein zit reut zafhërint gitz stidz
Ahsaitix, afraihtz des git blish"
Aska,unterART,aska,unterart,fear,"Cadet, Cadet

Swag's on a mental
VVS diamonds in my dental
Everybody's so judgemental
But that foreign ting it might be a rental
And that's why it's a mad ting
And why it's a couple hundred back tings
Look I ain't even on a flash ting
Nigga first thing is first, buy a hand ting
But take care of your peoples
Look, some of these niggas be evil
And I ain't even gonna lie to you
'Cause my ones are evil
Look everything fabulous
Until you walk past and we holler back
But don't be confused by the wha gwans
Better run when you hear
(What watch is that)

Are you stunting with your money, are you stunting with your money
Are you stunting with your money, you ain't brave
Keep flexing with your money, keep flexing with your money
Till my niggas run up and take
Are you flexing with your money, dog
Are you flexing with your paper
Are you stunting with your money, dog
Are you stunting with your paper

Shit's all good over here
I don't know about them, rudeboy, if you ask me
But you don't care that much if you get no response, rudeboy, when you ask me
And girl I won't lie, straight up
I'ma keep it one hundred if you ask me
But just don't ask me twice
If you get no response when you ask me

Look, swag's all reckless
VVS diamonds in my necklace
And I ain't even in the game, boy
All my dogs move bricks like it's Tetris
Use your common sense, boy
This ting here have you all senseless
Have you hanging down the bag like a hashbrown
Mandem come and get your breakfast
Look man are still saucing
I can see you up my page gets reporting
From the ends where the boom more gauges
Before they even thought about a mortgage
Ah, I take payments
They stare in amazement
But the ting that I got so amazing
IPhone X man that unlocks faces

Are you stunting with your money, are you stunting with your money
Are you stunting with your money, you ain't brave
Keep flexing with your money, keep flexing with your money
Till my niggas run up and take
Are you flexing with your money, dog
Are you flexing with your paper
Are you stunting with your money, dog
Are you stunting with your paper

Shit's all good over here
I don't know about them, rudeboy, if you ask me
But you don't care that much if you get no response, rudeboy, when you ask me
And girl I won't lie, straight up
I'ma keep it one hundred if you ask me
But just don't ask me twice
If you get no response when you ask me

Know about them if you ask me
Get no response when you ask me
Keep it one hundred if you ask me
Get no response when you ask me"
Never Enough,H.EXE,never enough,hexe,fear,"I'm trying to hold my breath
Let it stay this way
Can't let this moment end
You set off a dream in me
Getting louder now
Can you hear it echoing?
Take my hand, will you share this with me?
'Cause darlin', without you

All the shine of a thousand spotlights
All the stars we steal from the night sky
Will never be enough, never be enough
Towers of gold are still too little
These hands could hold the world but it'll
Never be enough, never be enough for me

Never, never, never, never
Never, for me, for me
Never enough, never enough, never enough
For me, for me, for me

All the shine of a thousand spotlights
All the stars we steal from the night sky
Will never be enough, never be enough
Towers of gold are still too little
These hands could hold the world but it'll
Never be enough, never be enough for me

Never, never, never, never
Never, for me, for me
Never enough, never, never
Never enough, never, never
Never enough, never
For me, for me, for me

For me"
Teen Dream,Betty X,teen dream,betty x,fear,"Teen dream, teen dream
Straight A's on the cheerleading team
She's a teen dream, teen dream
Everyone wants to be America's little fantasy
She's a teen dream, teen dream
Everyone wants to be a murderous fantasy
She's a teen dream
Teen dream, teen dream
Straight A's on the honor roll
Such a nice girl
Who would of known
When the evil seeds were sown
Looked her mother straight in the eyes
As she stabbed her 37 times
As she begged for forgiveness
As she sent her straight to hell!!
Straight to hell!!!
She's a teen dream, teen dream
Pinup queen
Everyone wants to be a teen dream
Teen dream, scream queen
She's a teen dream
Everyone wants America's
Sick and twisted fantasy
Teen dream
Teen dream
""I didn't want to kill her
I didn't mean to do it
The devil made me do it
I didn't want to kill her""
""the devil made me do it
The devil made me do it!"""
Sad Song,[unknown],sad song,unknown,fear,"{Intro}
You are the reason that I cried every night when I think about you
And I don't know why I cry about your ass anyways..
{Verse 1}
You always leave me with doubts about shit, But you now I can't say that I didn't love you, But I said it anyways
But i'm proud that you always turn to me for help, But I always cry about the miscommunications that we have, You always have to test my patience, And now I wish I second guess about you, Why did I let you walk all over me but you know I want to make other happy
{Chorus)
Now the butterflies I'd get in my chest when I think about the good times that we had, But I have to cry about a dumb ass
{Verse 2}
Can I please call you one more time before you go, I got no clue why you left but it hurts, But it's to late to fix shit and it's to late to think about that shit about us forever, But I try my best to listen to you but I can't anymore, I might have to let go of you forever
{Outro}
I wish I can hear your voice again.."
∞,Aphrodite's Child,,aphrodites child,fear,"And when the Lamb opened the first seal
I saw, I saw the first horse, the horseman held a bow
Now, when the Lamb opened the second seal
I saw, I saw the second horse, the horseman held a sword, oh

The leading horse is white, the second horse is red
The third one is a black, the last one is a green
The leading horse is white, the second horse is red
The third one is a black, the last one is a green

And when the Lamb opened the third seal
I saw, I saw the third horse, the horseman had a balance
Now, when the Lamb opened the fourth seal
I saw the fourth horse, the horseman was the pest

The leading horse is white, the second horse is red
The third one is a black, the last one is a green
The leading horse is white, the second horse is red
The third one is a black, the last one is a green
The leading horse is white, the second horse is red
The third one is a black, the last one is a green
The leading horse is white, the second horse is red
The third one is a black, the last one is a green"
0015,Hecq,,hecq,fear,"My bitch white and she brown like a port
Ed-umacation abort, bookin' these dorks
I jumped off the porch and went north
Whipped you some
Pull up and pour it
I'ma go gold, let you know it
I got gold on my Rollie
And I'm real right like a poet
I look like a dope boy, I know it
I know I'm gonna win it like Floyd
I became an important lil' boy
Money long like a sock with some shorts
My bitch white and she brown like a port
Ed-umacation abort, bookin' these dorks
I jumped off the porch and went north
Whipped you some dope full of narc-cotics
YSL hardbody, I got 'bout twenty chickens in the lobby, baby
Ride it, ride it Kawasaki, 'saki"
No Love Lost,Warsaw,no love lost,warsaw,fear,"So long sitting here, didn't hear the warning
Waiting for the tape to run
We've been moving around in different situations
Knowing that the time would come
Just to see you torn apart
Witness to your empty heart

I need it
I need it
I need it

Through the wire screen
The eyes of those standing outside looked in at her
As into the cage of some rare creature in a zoo
In the hand of one of the assistants
She saw the same instrument
Which they had that morning
Inserted deep into her body
She shuddered instinctively
No life at all in the house of dolls
No love lost
No love lost

You've been seeing things in darkness, not in learning
Hoping that the truth will pass
No life underground, wasting never changing
Wishing that this day won't last
To never see you show your age
To watch until the beauty fades

I need it
I need it
I need it"
