track,artist,track_clean,artist_clean,final_emotion,reason
Could You Please Stop,Midaircondo,could you please stop,midaircondo,fear,LYRICS_NOT_FOUND
Kitten Pig,Pentaphobe,kitten pig,pentaphobe,fear,LYRICS_NOT_FOUND
Lu.Ci-ana,Juno Reactor,luciana,juno reactor,fear,LYRICS_NOT_FOUND
Fragments of Fear,Delerium,fragments of fear,delerium,fear,LYRICS_NOT_FOUND
"Hello, Adam",Charlie Clouser,hello adam,charlie clouser,fear,LYRICS_NOT_FOUND
Selina Transforms,Danny Elfman,selina transforms,danny elfman,fear,LYRICS_NOT_FOUND
Rocky Mountains,Wendy Carlos & Rachel Elkind,rocky mountains,wendy carlos rachel elkind,fear,LYRICS_NOT_FOUND
go Blind,Mugison,go blind,mugison,fear,LYRICS_NOT_FOUND
The Man Who Laughs,Death in June & Boyd Rice,the man who laughs,death in june boyd rice,fear,LYRICS_NOT_FOUND
Vergegenwärtigung,Popol Vuh,vergegenwärtigung,popol vuh,fear,LYRICS_NOT_FOUND
Blackwood Gates,APSE,blackwood gates,apse,fear,LYRICS_NOT_FOUND
life on mars (david bowie cover),The Flaming Lips,life on mars david bowie cover,the flaming lips,fear,LYRICS_NOT_FOUND
The Black Mass: An Electric Storm in Hell,White Noise,the black mass an electric storm in hell,white noise,fear,LYRICS_NOT_FOUND
A-Deck,Sleep Research Facility,adeck,sleep research facility,fear,LYRICS_NOT_FOUND
Diary of a Taxi Driver (album version),Bernard Herrmann,diary of a taxi driver album version,bernard herrmann,fear,LYRICS_NOT_FOUND
Klockner,Richard Devine,klockner,richard devine,fear,LYRICS_NOT_FOUND
A Brief Conversation Ending In Divorce,David Sylvian,a brief conversation ending in divorce,david sylvian,fear,LYRICS_NOT_FOUND
Funerary,Pulling Teeth,funerary,pulling teeth,fear,LYRICS_NOT_FOUND
Urban Creme,Animal Collective,urban creme,animal collective,fear,LYRICS_NOT_FOUND
Dangerous Disco (The Director's Cut),Treva Whateva,dangerous disco the directors cut,treva whateva,fear,LYRICS_NOT_FOUND
First Carnage,Alan Silvestri,first carnage,alan silvestri,fear,LYRICS_NOT_FOUND
The Roof is on Fire,Coal Chamber,the roof is on fire,coal chamber,fear,LYRICS_NOT_FOUND
Truly Dead,Alan Silvestri,truly dead,alan silvestri,fear,LYRICS_NOT_FOUND
Pendulum music,Steve Reich,pendulum music,steve reich,fear,LYRICS_NOT_FOUND
There Is a Place for Us,Shackleton,there is a place for us,shackleton,fear,LYRICS_NOT_FOUND
Bookbinder's Delight,Keith Emerson,bookbinders delight,keith emerson,fear,LYRICS_NOT_FOUND
"Auguri, Auguri",Kammerflimmer Kollektief,auguri auguri,kammerflimmer kollektief,fear,LYRICS_NOT_FOUND
Utrenja (Ewangelia),Krzysztof Penderecki,utrenja ewangelia,krzysztof penderecki,fear,LYRICS_NOT_FOUND
A Face Unforgotten,植松伸夫,a face unforgotten,植松伸夫,fear,LYRICS_NOT_FOUND
Dried human head from ecuador,Messer Chups,dried human head from ecuador,messer chups,fear,LYRICS_NOT_FOUND
LLDTMPS,SHXCXCHCXSH,lldtmps,shxcxchcxsh,fear,LYRICS_NOT_FOUND
Show Me How to Cry,Mystification,show me how to cry,mystification,fear,LYRICS_NOT_FOUND
Death March,Proswell,death march,proswell,fear,LYRICS_NOT_FOUND
Anna's Theme,John Corigliano,annas theme,john corigliano,fear,LYRICS_NOT_FOUND
Lo-Fi Love,Midaircondo,lofi love,midaircondo,fear,LYRICS_NOT_FOUND
Игрушки,Сансара,игрушки,сансара,fear,LYRICS_NOT_FOUND
One In a Million (rmx) (instrumental) Jay-Z,DJ Premier,one in a million rmx instrumental jayz,dj premier,fear,LYRICS_NOT_FOUND
Utrenja (Kanon Paschy),Krzysztof Penderecki,utrenja kanon paschy,krzysztof penderecki,fear,LYRICS_NOT_FOUND
Gesang der Juenglinge (1955-56),Karlheinz Stockhausen,gesang der juenglinge 195556,karlheinz stockhausen,fear,LYRICS_NOT_FOUND
Slipp Sorgen Løs,Vond,slipp sorgen løs,vond,fear,LYRICS_NOT_FOUND
A Curse on the Coast,Burning Star Core,a curse on the coast,burning star core,fear,LYRICS_NOT_FOUND
Syngdu Svarthol,Kira Kira,syngdu svarthol,kira kira,fear,LYRICS_NOT_FOUND
Vertige (1990),György Ligeti,vertige 1990,györgy ligeti,fear,LYRICS_NOT_FOUND
Breathing Bull,Woven Hand & Ultima Vez,breathing bull,woven hand ultima vez,fear,LYRICS_NOT_FOUND
Womb,Lisa Gerrard & Patrick Cassidy,womb,lisa gerrard patrick cassidy,fear,LYRICS_NOT_FOUND
Solo,José Padilla,solo,josé padilla,fear,LYRICS_NOT_FOUND
A Night on Bald Mountain,Modest Petrovich Mussorgsky,a night on bald mountain,modest petrovich mussorgsky,fear,LYRICS_NOT_FOUND
Roots Defender,Blaze Dem,roots defender,blaze dem,fear,LYRICS_NOT_FOUND
"Sukiyanen, Osaka.",関ジャニ∞,sukiyanen osaka,関ジャニ,fear,LYRICS_NOT_FOUND
The Surge Is Working,The Fun Years,the surge is working,the fun years,fear,LYRICS_NOT_FOUND
Apathy,Super Heroines,apathy,super heroines,fear,LYRICS_NOT_FOUND
"Outro (a.k.a., Turntable Winding Down)",Tryad,outro aka turntable winding down,tryad,fear,LYRICS_NOT_FOUND
Often Destroyed,Helm,often destroyed,helm,fear,LYRICS_NOT_FOUND
Cosmic Swirl,Hariprasad Chaurasia,cosmic swirl,hariprasad chaurasia,fear,LYRICS_NOT_FOUND
Minas Morgul,London Oratory School Scholars,minas morgul,london oratory school scholars,fear,LYRICS_NOT_FOUND
Twig,Woven Hand & Ultima Vez,twig,woven hand ultima vez,fear,LYRICS_NOT_FOUND
金環蝕,志方あきこ,金環蝕,志方あきこ,fear,LYRICS_NOT_FOUND
La ville,Art Zoyd,la ville,art zoyd,fear,LYRICS_NOT_FOUND
Track X,Der Blutharsch,track x,der blutharsch,fear,LYRICS_NOT_FOUND
In the city,Wonaldo,in the city,wonaldo,fear,LYRICS_NOT_FOUND
Concerto Grosso No. 5 - Lento,Alfred Schnittke,concerto grosso no 5 lento,alfred schnittke,fear,LYRICS_NOT_FOUND
The Drowning,Lydia Lunch,the drowning,lydia lunch,fear,LYRICS_NOT_FOUND
Orgy Of Holiness,Scorn,orgy of holiness,scorn,fear,LYRICS_NOT_FOUND
The Shape Stalks Laurie,Tyler Bates,the shape stalks laurie,tyler bates,fear,LYRICS_NOT_FOUND
Firenze Di Notte,Hans Zimmer,firenze di notte,hans zimmer,fear,LYRICS_NOT_FOUND
Sheela-Na-Gig,Nurse With Wound,sheelanagig,nurse with wound,fear,LYRICS_NOT_FOUND
They Nicknamed Me Evil,Cinema,they nicknamed me evil,cinema,fear,LYRICS_NOT_FOUND
Pleasure Is Boss,Liars,pleasure is boss,liars,fear,LYRICS_NOT_FOUND
Brainticket (Part Two),Brainticket,brainticket part two,brainticket,fear,LYRICS_NOT_FOUND
Bryce,武満徹,bryce,武満徹,fear,LYRICS_NOT_FOUND
School in Flames,Pino Donaggio,school in flames,pino donaggio,fear,LYRICS_NOT_FOUND
stalker's monologue,I Am Above on the Left,stalkers monologue,i am above on the left,fear,LYRICS_NOT_FOUND
The Final Day,Röyksopp,the final day,röyksopp,fear,LYRICS_NOT_FOUND
Stilt Faeries,Circus Contraption,stilt faeries,circus contraption,fear,LYRICS_NOT_FOUND
Where the Earth Meets the Sky,Tom Heasley,where the earth meets the sky,tom heasley,fear,LYRICS_NOT_FOUND
Kellari juniversumi,Kemialliset Ystävät,kellari juniversumi,kemialliset ystävät,fear,LYRICS_NOT_FOUND
Emerald Pale Has Disappeared,Lydia Lunch,emerald pale has disappeared,lydia lunch,fear,LYRICS_NOT_FOUND
Meat Manager,Black Lung,meat manager,black lung,fear,LYRICS_NOT_FOUND
Bela Lugosis Dead (Vernian Processed Mix),Nouvelle Vague,bela lugosis dead vernian processed mix,nouvelle vague,fear,LYRICS_NOT_FOUND
The Dream of Jacob,Krzysztof Penderecki,the dream of jacob,krzysztof penderecki,fear,LYRICS_NOT_FOUND
Chariots Of Pumpkins,John Carpenter & Alan Howarth,chariots of pumpkins,john carpenter alan howarth,fear,LYRICS_NOT_FOUND
(CD Only #1),AFX,cd only 1,afx,fear,LYRICS_NOT_FOUND
Noontime,Religious Knives,noontime,religious knives,fear,LYRICS_NOT_FOUND
Route Red,Disko-ions,route red,diskoions,fear,LYRICS_NOT_FOUND
HeleneleH,Eleh,heleneleh,eleh,fear,LYRICS_NOT_FOUND
Пластиночка,Мультfильмы,пластиночка,мультfильмы,fear,LYRICS_NOT_FOUND
Assistance,The Book Of Knots,assistance,the book of knots,fear,LYRICS_NOT_FOUND
Halloween (Misfits cover),Dropkick Murphys,halloween misfits cover,dropkick murphys,fear,LYRICS_NOT_FOUND
Cascades,Final,cascades,final,fear,LYRICS_NOT_FOUND
Lost - Dr. J. Rámoz remix,Stervhïa,lost dr j rámoz remix,stervhïa,fear,LYRICS_NOT_FOUND
Zombi (The living dead's voices!) (Bonus Track),Goblin,zombi the living deads voices bonus track,goblin,fear,LYRICS_NOT_FOUND
Eraser,The String Quartet,eraser,the string quartet,fear,LYRICS_NOT_FOUND
Boat Fire,Disko-ions,boat fire,diskoions,fear,LYRICS_NOT_FOUND
Plumbing Problem,David Shire,plumbing problem,david shire,fear,LYRICS_NOT_FOUND
First Movement,Henryk Górecki,first movement,henryk górecki,fear,LYRICS_NOT_FOUND
Be with You,James Newton Howard,be with you,james newton howard,fear,LYRICS_NOT_FOUND
Vertigo,Bernard Herrmann,vertigo,bernard herrmann,fear,LYRICS_NOT_FOUND
Sepecat,Legowelt,sepecat,legowelt,fear,LYRICS_NOT_FOUND
Burning,C17H19NO3,burning,c17h19no3,fear,LYRICS_NOT_FOUND
John Riley,The Index,john riley,the index,fear,LYRICS_NOT_FOUND
Dream Upon Walking,Jon Brion,dream upon walking,jon brion,fear,LYRICS_NOT_FOUND
Wax & Flesh,Religious Knives,wax flesh,religious knives,fear,LYRICS_NOT_FOUND
Presswehen,AGF,presswehen,agf,fear,LYRICS_NOT_FOUND
Skinner Box,Geomatic,skinner box,geomatic,fear,LYRICS_NOT_FOUND
maniaco,佐橋俊彦,maniaco,佐橋俊彦,fear,LYRICS_NOT_FOUND
scary,Since1889,scary,since1889,fear,LYRICS_NOT_FOUND
Flute Band In Gauteng,Jhelisa,flute band in gauteng,jhelisa,fear,LYRICS_NOT_FOUND
Resonant Gore,Vidna Obmana,resonant gore,vidna obmana,fear,LYRICS_NOT_FOUND
On Tarantula Hill,Aaron Dilloway,on tarantula hill,aaron dilloway,fear,LYRICS_NOT_FOUND
Ninja Apocalypse,Nightsatan,ninja apocalypse,nightsatan,fear,LYRICS_NOT_FOUND
Drunk,Hermann Kopp,drunk,hermann kopp,fear,LYRICS_NOT_FOUND
I Bergakungens sal ur Peer Gynt,Edvard Grieg,i bergakungens sal ur peer gynt,edvard grieg,fear,LYRICS_NOT_FOUND
Beauty in the Beast,Wendy Carlos,beauty in the beast,wendy carlos,fear,LYRICS_NOT_FOUND
Uncomfortable,Bertine Zetlitz,uncomfortable,bertine zetlitz,fear,LYRICS_NOT_FOUND
Fog Movement,Maguett,fog movement,maguett,fear,LYRICS_NOT_FOUND
Bookhouse Boys,Angelo Badalamenti,bookhouse boys,angelo badalamenti,fear,LYRICS_NOT_FOUND
masked ball,Eyes Wide Shut,masked ball,eyes wide shut,fear,LYRICS_NOT_FOUND
Rasa Sentuh,Arrington De Dionyso,rasa sentuh,arrington de dionyso,fear,LYRICS_NOT_FOUND
Regeneration,John Carpenter,regeneration,john carpenter,fear,LYRICS_NOT_FOUND
Hallucinogen,Shelley Hirsch,hallucinogen,shelley hirsch,fear,LYRICS_NOT_FOUND
New Mexico,John Carpenter,new mexico,john carpenter,fear,LYRICS_NOT_FOUND
Passage to Eternity,Astarte,passage to eternity,astarte,fear,LYRICS_NOT_FOUND
Modul 4 II,Nik Bärtsch's Mobile,modul 4 ii,nik bärtschs mobile,fear,LYRICS_NOT_FOUND
Super Mario 64 Haunted Hell (IncuCujoKondoD.Bros Mix) OC ReMix,Mustin,super mario 64 haunted hell incucujokondodbros mix oc remix,mustin,fear,LYRICS_NOT_FOUND
Reduction,Sightings,reduction,sightings,fear,LYRICS_NOT_FOUND
Ruang Dan Waktu,Arrington De Dionyso,ruang dan waktu,arrington de dionyso,fear,LYRICS_NOT_FOUND
"Title Music from ""A Clockwork Orange""",Wendy Carlos,title music from a clockwork orange,wendy carlos,fear,LYRICS_NOT_FOUND
IV. Refracted Mirror Canon for 14 Lines,Gloria Coates,iv refracted mirror canon for 14 lines,gloria coates,fear,LYRICS_NOT_FOUND
Flight of the Bumblebee (Interlude from The Tale of the Tsar Saltan) (Instrumental),Arcadi Volodos,flight of the bumblebee interlude from the tale of the tsar saltan instrumental,arcadi volodos,fear,LYRICS_NOT_FOUND
Ведьмин дом,ɪɲ ʕʰɘɼɾʏ ɟȺɱɨʟʮ,ведьмин дом,ɪɲ ʕʰɘɼɾʏ ɟⱥɱɨʟʮ,fear,LYRICS_NOT_FOUND
Demented Drums,Tres Demented,demented drums,tres demented,fear,LYRICS_NOT_FOUND
Liturgy,Cyclotimia,liturgy,cyclotimia,fear,LYRICS_NOT_FOUND
Traces Of Mercury,Social Interiors,traces of mercury,social interiors,fear,LYRICS_NOT_FOUND
Zann,Corvo,zann,corvo,fear,LYRICS_NOT_FOUND
Psycho Realm,Dajuin Yao,psycho realm,dajuin yao,fear,LYRICS_NOT_FOUND
The Shining - Main Theme,Vitamin String Quartet,the shining main theme,vitamin string quartet,fear,LYRICS_NOT_FOUND
Surgeon's Second Opinion,Matmos,surgeons second opinion,matmos,fear,LYRICS_NOT_FOUND
Excerpt from Stain - The Music Rooms (Live Version),Maryanne Amacher,excerpt from stain the music rooms live version,maryanne amacher,fear,LYRICS_NOT_FOUND
Haze (Movie Score 2002),Lustmord,haze movie score 2002,lustmord,fear,LYRICS_NOT_FOUND
Desdemona,Untoten,desdemona,untoten,fear,LYRICS_NOT_FOUND
Strich,The Conet Project,strich,the conet project,fear,LYRICS_NOT_FOUND
Frightened of Myself,Daphne Oram,frightened of myself,daphne oram,fear,LYRICS_NOT_FOUND
Bloody Nurses,Akira Yamaoka,bloody nurses,akira yamaoka,fear,LYRICS_NOT_FOUND
Gavel Smasher,Disko-ions,gavel smasher,diskoions,fear,LYRICS_NOT_FOUND
Morphology,Cyclotimia,morphology,cyclotimia,fear,LYRICS_NOT_FOUND
Halloween Finale,Alan Howarth,halloween finale,alan howarth,fear,LYRICS_NOT_FOUND
Kangen: Hyojo no Netori,Tokyo Gakuso,kangen hyojo no netori,tokyo gakuso,fear,LYRICS_NOT_FOUND
A Stranger in the House,Alan Howarth,a stranger in the house,alan howarth,fear,LYRICS_NOT_FOUND
Mangled Corpses,Akira Yamaoka,mangled corpses,akira yamaoka,fear,LYRICS_NOT_FOUND
In Sullen Silence Stalks Forth Pestilence,Gnaw Their Tongues,in sullen silence stalks forth pestilence,gnaw their tongues,fear,LYRICS_NOT_FOUND
They Come On Unknown Nights,The Muffins,they come on unknown nights,the muffins,fear,LYRICS_NOT_FOUND
Invisible Monster,Akira Yamaoka,invisible monster,akira yamaoka,fear,LYRICS_NOT_FOUND
People Are Germs,Single Frame,people are germs,single frame,fear,LYRICS_NOT_FOUND
Cign,Twine,cign,twine,fear,LYRICS_NOT_FOUND
The Highwire (Bonus Track),The Haunted,the highwire bonus track,the haunted,fear,LYRICS_NOT_FOUND
Rosalind Bruno,The Gerogerigegege,rosalind bruno,the gerogerigegege,fear,LYRICS_NOT_FOUND
Jamie's Nightmare,Alan Howarth,jamies nightmare,alan howarth,fear,LYRICS_NOT_FOUND
Fire and Brimstone,Badawi,fire and brimstone,badawi,fear,LYRICS_NOT_FOUND
War Machine,Antichristus,war machine,antichristus,fear,LYRICS_NOT_FOUND
Blue Eyes,Guillemots,blue eyes,guillemots,fear,LYRICS_NOT_FOUND
None Some Silver,Twine,none some silver,twine,fear,LYRICS_NOT_FOUND
Cold Moon Drift,Phillip Wilkerson,cold moon drift,phillip wilkerson,fear,LYRICS_NOT_FOUND
Black And White,Siiri Nordin,black and white,siiri nordin,fear,LYRICS_NOT_FOUND
Stockmarket,Cyclotimia,stockmarket,cyclotimia,fear,LYRICS_NOT_FOUND
Asura,歌者森,asura,歌者森,fear,LYRICS_NOT_FOUND
Les Enfants de la Guerre,Die Macht,les enfants de la guerre,die macht,fear,LYRICS_NOT_FOUND
Hole,Cyclotimia,hole,cyclotimia,fear,LYRICS_NOT_FOUND
01_Кукла колдуна,Король и Шут,_кукла колдуна,король и шут,fear,LYRICS_NOT_FOUND
"Loving The Dead, Literally",Vena Amori,loving the dead literally,vena amori,fear,LYRICS_NOT_FOUND
The Bottom of the Well,Naoshi Mizuta,the bottom of the well,naoshi mizuta,fear,LYRICS_NOT_FOUND
Rest Up,Mason Proper,rest up,mason proper,fear,LYRICS_NOT_FOUND
O sonho do Carlos,Los Panchos? Sí!,o sonho do carlos,los panchos sí,fear,LYRICS_NOT_FOUND
Seed Split Open,The New Sound Of Numbers,seed split open,the new sound of numbers,fear,LYRICS_NOT_FOUND
00,Aphrodite's Child,,aphrodites child,fear,LYRICS_NOT_FOUND
Buri Hamachi,Nico Nico Douga,buri hamachi,nico nico douga,fear,LYRICS_NOT_FOUND
Badnamgar,Robert Een,badnamgar,robert een,fear,LYRICS_NOT_FOUND
麗しき仮面の招待状 (Instrumental),Malice Mizer,麗しき仮面の招待状 instrumental,malice mizer,fear,LYRICS_NOT_FOUND
The Last Dance,Klinik,the last dance,klinik,fear,LYRICS_NOT_FOUND
From Hell,Akira Yamaoka,from hell,akira yamaoka,fear,LYRICS_NOT_FOUND
Felbomlasztott Mentökocsi,Venetian Snares,felbomlasztott mentokocsi,venetian snares,fear,LYRICS_NOT_FOUND
knife sticks in a row,Pine Smoke Lodge,knife sticks in a row,pine smoke lodge,fear,LYRICS_NOT_FOUND
Encountering Mr. Blackburn,Don Davis,encountering mr blackburn,don davis,fear,LYRICS_NOT_FOUND
Todo mundo morre,Suíça Bank,todo mundo morre,suíça bank,fear,LYRICS_NOT_FOUND
Max,Bernard Herrmann,max,bernard herrmann,fear,LYRICS_NOT_FOUND
Mango Bango,Final Boss,mango bango,final boss,fear,LYRICS_NOT_FOUND
What Is There in Uselessness to Cause You Distress?,AMM,what is there in uselessness to cause you distress,amm,fear,LYRICS_NOT_FOUND
Haunting Drone Sounds / Eerie Atmospheres 1,Dr. Sound Effects,haunting drone sounds eerie atmospheres 1,dr sound effects,fear,LYRICS_NOT_FOUND
Swords Crossed,Blake Neely/The Hollywood Studio Symphony,swords crossed,blake neelythe hollywood studio symphony,fear,LYRICS_NOT_FOUND
Walk The Plank,Blake Neely/The Hollywood Studio Symphony,walk the plank,blake neelythe hollywood studio symphony,fear,LYRICS_NOT_FOUND
The Rats in the Walls,Meri von KleinSmid,the rats in the walls,meri von kleinsmid,fear,LYRICS_NOT_FOUND
"The Search, The First Floor, Cabin 10, Cabin 1",Bernard Herrmann,the search the first floor cabin 10 cabin 1,bernard herrmann,fear,LYRICS_NOT_FOUND
"Vein, Part 6",Boris,vein part 6,boris,fear,LYRICS_NOT_FOUND
The Well,Lady Laudanum,the well,lady laudanum,fear,LYRICS_NOT_FOUND
Juurake,Mika Vainio & Lucio Capece,juurake,mika vainio lucio capece,fear,LYRICS_NOT_FOUND
The Lords of Bone and Machinery,C17H19NO3,the lords of bone and machinery,c17h19no3,fear,LYRICS_NOT_FOUND
Garden Of Eden Located,Prurient,garden of eden located,prurient,fear,LYRICS_NOT_FOUND
rumour,HTRK,rumour,htrk,fear,LYRICS_NOT_FOUND
Lifting Of The Veil,Antero Tienaho,lifting of the veil,antero tienaho,fear,LYRICS_NOT_FOUND
Pirzool,Ahvak,pirzool,ahvak,fear,LYRICS_NOT_FOUND
Eerie Music,Sound Effects Library,eerie music,sound effects library,fear,LYRICS_NOT_FOUND
Dogs Growling,Sound Effects,dogs growling,sound effects,fear,LYRICS_NOT_FOUND
The House That Crack Built,Desert Island Dicks,the house that crack built,desert island dicks,fear,LYRICS_NOT_FOUND
Say My Name (feat. Little Brittany),Mr. Hyde,say my name feat little brittany,mr hyde,fear,LYRICS_NOT_FOUND
Corduroy Piano Dream,COMMA,corduroy piano dream,comma,fear,LYRICS_NOT_FOUND
Wind In The Cords,Muhmood,wind in the cords,muhmood,fear,LYRICS_NOT_FOUND
Drone 002,Phillip Wilkerson,drone 002,phillip wilkerson,fear,LYRICS_NOT_FOUND
Mitambo,Esplendor Geométrico,mitambo,esplendor geométrico,fear,LYRICS_NOT_FOUND
Intro: In Dreams,Destroy All Monsters,intro in dreams,destroy all monsters,fear,LYRICS_NOT_FOUND
"Brainticket, Part II",Brainticket,brainticket part ii,brainticket,fear,LYRICS_NOT_FOUND
Monster Of The Crypt,KrazyBen,monster of the crypt,krazyben,fear,LYRICS_NOT_FOUND
News Is Often Scary,Robh Hokum,news is often scary,robh hokum,fear,LYRICS_NOT_FOUND
Cloaco of Croakers (Kero Sewers),Shaun Carley,cloaco of croakers kero sewers,shaun carley,fear,LYRICS_NOT_FOUND
evil cats,Ashbrg,evil cats,ashbrg,fear,LYRICS_NOT_FOUND
Dead Waters,Twilight Alliance,dead waters,twilight alliance,fear,LYRICS_NOT_FOUND
Des Vetters Eckfenster,Meri von KleinSmid,des vetters eckfenster,meri von kleinsmid,fear,LYRICS_NOT_FOUND
There Are People in the Clouds,The Sound Of Urchin,there are people in the clouds,the sound of urchin,fear,LYRICS_NOT_FOUND
Teilmenge 22,Asmus Tietchens,teilmenge 22,asmus tietchens,fear,LYRICS_NOT_FOUND
Mouth of the mountain,Later Stoned Day,mouth of the mountain,later stoned day,fear,LYRICS_NOT_FOUND
Kanon,Krzysztof Penderecki,kanon,krzysztof penderecki,fear,LYRICS_NOT_FOUND
Last Call For Liquid Courage # Strange Hours,Recoil,last call for liquid courage strange hours,recoil,fear,LYRICS_NOT_FOUND
Passage To Arcturo,Kevin Drumm,passage to arcturo,kevin drumm,fear,LYRICS_NOT_FOUND
Harmoniums,Skerror,harmoniums,skerror,fear,LYRICS_NOT_FOUND
Die Strafe Am Kreuz Ich Schreibe Eine Bibel In Blut,Amen Ra,die strafe am kreuz ich schreibe eine bibel in blut,amen ra,fear,LYRICS_NOT_FOUND
Suspiria Theme,Goblin,suspiria theme,goblin,fear,LYRICS_NOT_FOUND
Han the Brave,Broken Hearts on Ice,han the brave,broken hearts on ice,fear,LYRICS_NOT_FOUND
33 Percent (Technology Scum Remix),Pivot,percent technology scum remix,pivot,fear,LYRICS_NOT_FOUND
Separation,My Boyfriend the Pilot,separation,my boyfriend the pilot,fear,LYRICS_NOT_FOUND
Body Double (1984): Claustrophoby,Pino Donaggio,body double 1984 claustrophoby,pino donaggio,fear,LYRICS_NOT_FOUND
"Theme from ""Rosemary's Baby""",Robert Walsh,theme from rosemarys baby,robert walsh,fear,LYRICS_NOT_FOUND
Vortexian Waltz,Wisteriax vs. Fred Yarm,vortexian waltz,wisteriax vs fred yarm,fear,LYRICS_NOT_FOUND
Brave Nation,Blisargon Demogoron & Tryambaka,brave nation,blisargon demogoron tryambaka,fear,LYRICS_NOT_FOUND
in a forest,End of the Day,in a forest,end of the day,fear,LYRICS_NOT_FOUND
Rituel,Cyril M.,rituel,cyril m,fear,LYRICS_NOT_FOUND
Mirrorgate - Southern Oracle,Klaus Doldinger and Giorgio Moroder,mirrorgate southern oracle,klaus doldinger and giorgio moroder,fear,LYRICS_NOT_FOUND
Unearthly Delights,Lydia Lunch,unearthly delights,lydia lunch,fear,LYRICS_NOT_FOUND
Admira & Bosko,mentalEscape,admira bosko,mentalescape,fear,LYRICS_NOT_FOUND
Le Coq Megalo,Naing Naing,le coq megalo,naing naing,fear,LYRICS_NOT_FOUND
Una Notte sul Monte Calvo,Modest Petrovich Mussorgsky,una notte sul monte calvo,modest petrovich mussorgsky,fear,LYRICS_NOT_FOUND
Utrenja Ewangelia,Krzysztof Penderecki,utrenja ewangelia,krzysztof penderecki,fear,LYRICS_NOT_FOUND
My Brain Surgeon Has Parkinson's Disease,Dead Kid Harvester,my brain surgeon has parkinsons disease,dead kid harvester,fear,LYRICS_NOT_FOUND
Tormented Souls,Grimoracle,tormented souls,grimoracle,fear,LYRICS_NOT_FOUND
Electronic Love,Bridge Underwater,electronic love,bridge underwater,fear,LYRICS_NOT_FOUND
Urban Legend,Christopher Young,urban legend,christopher young,fear,LYRICS_NOT_FOUND
A Sick Gum Chewing Genius,Bridge Underwater,a sick gum chewing genius,bridge underwater,fear,LYRICS_NOT_FOUND
Avengelist,Edward Ka-Spel,avengelist,edward kaspel,fear,LYRICS_NOT_FOUND
Midnight Witch,Nehoryn,midnight witch,nehoryn,fear,LYRICS_NOT_FOUND
Nocturnal Nail Clipping,Frags,nocturnal nail clipping,frags,fear,LYRICS_NOT_FOUND
Movie tension,DoubleUIM,movie tension,doubleuim,fear,LYRICS_NOT_FOUND
Halloween TV Commercial,"Tommy Lee Wallace, Alan Howarth",halloween tv commercial,tommy lee wallace alan howarth,fear,LYRICS_NOT_FOUND
don't have children.,mishap Crew,dont have children,mishap crew,fear,LYRICS_NOT_FOUND
"Matches make a city, miniature.",Newer Not,matches make a city miniature,newer not,fear,LYRICS_NOT_FOUND
Damnatus In Aeternum,Antonius Rex,damnatus in aeternum,antonius rex,fear,LYRICS_NOT_FOUND
Schizophrenia,Meri von KleinSmid,schizophrenia,meri von kleinsmid,fear,LYRICS_NOT_FOUND
Леди Ван дер Лоо,Александр Ф. Скляр,леди ван дер лоо,александр ф скляр,fear,LYRICS_NOT_FOUND
2nd Murder,Elia Cmiral,nd murder,elia cmiral,fear,LYRICS_NOT_FOUND
Lo2r,Fieldtriqp,lo2r,fieldtriqp,fear,LYRICS_NOT_FOUND
Shape Attack,Alan Howarth,shape attack,alan howarth,fear,LYRICS_NOT_FOUND
Study #3 (Tears and Fears),Matthew Reid,study 3 tears and fears,matthew reid,fear,LYRICS_NOT_FOUND
Mission: Delete the Orgasm (Rubber Dance),Kroakers,mission delete the orgasm rubber dance,kroakers,fear,LYRICS_NOT_FOUND
Campfire - Hungry Ghost,Meredith Monk,campfire hungry ghost,meredith monk,fear,LYRICS_NOT_FOUND
10:30 Returns to the Bedroom (Reprise),Soft Machine,30 returns to the bedroom reprise,soft machine,fear,LYRICS_NOT_FOUND
Rock Song,Bette Dillinger,rock song,bette dillinger,fear,LYRICS_NOT_FOUND
Shikyo,Christopher Young,shikyo,christopher young,fear,LYRICS_NOT_FOUND
variation no 8,Melissa Grey,variation no 8,melissa grey,fear,LYRICS_NOT_FOUND
Night Watch,Skerror,night watch,skerror,fear,LYRICS_NOT_FOUND
Macchie Solari [*],John Zorn,macchie solari ,john zorn,fear,LYRICS_NOT_FOUND
Pretend You're Dead,Danny & The Nightmares,pretend youre dead,danny the nightmares,fear,LYRICS_NOT_FOUND
Rubber Dance,Kroakers,rubber dance,kroakers,fear,LYRICS_NOT_FOUND
final,icespringbreaker,final,icespringbreaker,fear,LYRICS_NOT_FOUND
Ведьма,Александр Ф. Скляр,ведьма,александр ф скляр,fear,LYRICS_NOT_FOUND
Rainy Day Song 6,Bridge Underwater,rainy day song 6,bridge underwater,fear,LYRICS_NOT_FOUND
Burst Out,Astaron,burst out,astaron,fear,LYRICS_NOT_FOUND
In Shadows,Kevin Kerrigan,in shadows,kevin kerrigan,fear,LYRICS_NOT_FOUND
Taken (To Dream Of Shadows),The Serenity Vortex,taken to dream of shadows,the serenity vortex,fear,LYRICS_NOT_FOUND
Darting Eyes,Mackenzie Owen,darting eyes,mackenzie owen,fear,LYRICS_NOT_FOUND
Distraction,Bella Noir,distraction,bella noir,fear,LYRICS_NOT_FOUND
