track,artist,final_emotion
Find Our Way Home,Message To Bears,calm
Larrows of the Field,Goldmund,calm
Remove the Inside,Belong,calm
It Just Happened That Way,Andy Davis,calm
Einsteigen,Ellen Allien,calm
Silly Love,Daniel Johnston,calm
Plates 5-6,Ulver,calm
Shoulder to Hand,Helios,calm
Wild Geese,Flowers From the Man Who Shot Your Cousin,calm
Caught Between,Brian Eno,calm
Ancient,Behemoth,calm
Hot Rail,Calexico,calm
My Spanish Heart,Chick Corea,calm
Then,Goldmund,calm
Heavenfallen,Goldmund,calm
Strange Light,Brian Eno,calm
Between 2 Thieves,De-Phazz,calm
Eptesicus,Hans Zimmer & James Newton Howard,calm
Arpeggi,Radiohead,calm
Hiding It,Gustavo Santaolalla,calm
Broken Patterns,Peter Broderick,calm
One Wish,Hauschka,calm
Desert Bus Ride,Gustavo Santaolalla,calm
En bicicleta,La Buena Vida,calm
Degradation,Hilmar Örn Hilmarsson & Sigur Rós,calm
American Girls,Weezer,calm
White Light,Llewellyn,calm
Peanuts,Tindersticks,calm
"Save Your Neck, Save Your Brother",I Am Robot and Proud,calm
Nakagawa-san,Andy McKee,calm
O Let It Be,Will Oldham,calm
Amelia Desert Morning,Gustavo Santaolalla,calm
Horsetail Feathers,Final Fantasy,calm
Tiny Silver Hammers (Part 2),Godspeed You! Black Emperor,calm
Cubes,Jon Brion,calm
Four Forks Ache,José González,calm
Flugeldar,Jóhann Jóhannsson,calm
The Bells Play the Band,Bell Orchestre,calm
To,Goldmund,calm
Breathing Soul,Gustavo Santaolalla,calm
"O Come, O Come Emmanual",Sufjan Stevens,calm
Slow Motion Suicide,Voodoo Child,calm
Fur Elise,Wolfgang Amadeus Mozart,calm
Malalauma,Deerhoof,calm
Btwn You + Me,Windy & Carl,calm
Wheelbarrow Walk,Michael Nyman,calm
Travels,Pat Metheny,calm
"Suite Bergamasque: 3. ""Clair De Lune""",Alexis Weissenberg,calm
Drum Machines and Glockenspiels,Fridge,calm
Taglieben,Guther,calm
Oslo,The Little Hands Of Asphalt,calm
Lyric Suite for String Quartet - III. Allegro misterioso. Trio estatico,Alban Berg,calm
Heatmiser 2,Craig Armstrong,calm
Pine View,Goldmund,calm
Jan. 69,Stars of the Lid,calm
The Card Game,Bear McCreary,calm
In The Grip Of Stronger Stuff,Ian Anderson,calm
This Place in Time,Colleen,calm
Boiling Point,SS Decontrol,calm
I Will Find the Way,Pat Metheny,calm
Leaning,Kings of Convenience,calm
Theme From Orphans,Craig Armstrong,calm
Look Inside,Gustavo Santaolalla,calm
small figures in a vast expance,Rilo Kiley,calm
1st Waltz,Craig Armstrong,calm
Lady Jane,Ludovico Einaudi,calm
Risky Nap Under Blue Tree,Cell,calm
Diffuse,Craig Armstrong,calm
Tungsten,Esmerine,calm
Miner's Prayer,Gillian Welch & David Rawlings,calm
Feel the future,Hot Pants,calm
Morning Pray,Gustavo Santaolalla,calm
For Those Who Hesitate,Brian McBride,calm
NY Snow Globe,Rachel's,calm
Our Daughters Will Never Be Free,The Indelicates,reflective
Shut Up and Kiss Me,Pony Up!,neutral
Society Is Brainwashed (prod. by DJ Premier),Ill Bill,neutral
Another Brick In The Wall (Part 2) (1994 Digital Remaster),Pink Floyd,sadness
If Jeff Buckley Had Lived,The Indelicates,sadness
The Bits in the Numbers,Boy Is Fiction,neutral
Don't Eat The Yellow Snow (Sin,Frank Zappa,neutral
Paracetamoxyfrusebendroneomycin,Amateur Transplants,neutral
The Mule On the Plane,Beauty Pill,reflective
Turn The Page,Tim Hardin,neutral
Radio Mix (Clean Edit),Against Me!,neutral
Settle Soon,The Provenance,neutral
Leave-takings,The Provenance,neutral
The Draft Is Coming,David Rovics,neutral
Bitter (LP Version),Jill Sobule,neutral
Selfish Girls Stay Thin,FakeSensations,reflective
Amplifier,Male Or Female,neutral
Dark (Radio Version),Evolocity,neutral
Last Run,Gwen Knighton,reflective
Existentialists of the World Unite,Shinobu,neutral
Father Christmas,The Kinks (Holiday),neutral
Twa Corbies,Justin Eiler,neutral
Young & Black,Sho,neutral
My Fairy Tale,Gwen Knighton,neutral
Black Coffee Blues San Franci,Henry Rollins,neutral
Cinderella Sleeps,Gwen Knighton,sadness
Rise to the Bait,The Missing Teens,neutral
The Darkening Of My Soul,Enoid,sadness
Great to be a Pirate,The Whiskey Bards,neutral
By the Flames,Enoid,sadness
Humanicide,Enoid,sadness
Je Ne Regretterais Pas,Enoid,sadness
Black Thought,Enoid,sadness
Slashes,Enoid,sadness
Sula 与 Lampa的寓言,陶喆,neutral
The Delay Of Lying,Keshco,neutral
Warp,Sundown,neutral
Global Citizen,흐른,neutral
Almost Honest(Danny Saber Mix),Megadeth,neutral
R.E.M. - To the one i love,R.E.M.,neutral
Reggae's Just For Sadness,Two Time Sad Fighter,neutral
Feel like I'm fixing to die ra,Country Joe & The Fish,neutral
Children's Song,Rob Paravonian,neutral
Se På TV,Swåp,neutral
CYBERMAN,Morigan,neutral
Cynical,Rufus Jr,reflective
Fiesta de Compleaños,Maria Daniela Y Su Sonido Lasser,neutral
Blood flame,Scratching Post,neutral
Sickly Thug & I,Luxuria,neutral
Pay,Alan Fike,neutral
Ways and Means,Awful Lot of Tigers,neutral
Lust Love Boredom,Dakar Rally,neutral
The Non-Smokers Liberation Front Anthem,freeman & lange,neutral
Tanner Than Me,Nicola Foti,neutral
Better Off Alone,Alison Wood,neutral
Jesus Has Been Weeping Blood,BrokenJaraFingers,neutral
Valores Do Passado,Gesta,calm
Watermelon man,Herbie Man,calm
Rainbows (Live '01),The Moldy Peaches,joy
Three Cats Watch,Grand Salvo,sadness
Shopping Trolly,Beth Orton,sadness
Borcun Yok,Harika Avci,joy
Dance of Gold,山根ミチル,joy
Dance Of Pales,山根ミチル,joy
Ne connissons,Kazumasa Hashimoto,joy
Cat In The Corner,Tempest,joy
Omantunnon rukous,Tabula Rasa,joy
The Mercenary,Future World Music,joy
Son Of Man,Forthcoming Fire,joy
I used to talk to you all the time (even though I was alone),Doc & Lena Selyanina,neutral
And if I have no love (I will be nothing),Doc & Lena Selyanina,sadness
That fine line from your ear to your chin (is not so obvious anymore),Doc & Lena Selyanina,neutral
A Moment of Joy,崎元仁,joy
As soon as I close my eyes (I cant recall what my face is like),Doc & Lena Selyanina,sadness
(I Got A Woman Crazy For Me) She's Funny That Way,Emmett Miller,joy
Tribute to Tom,Nick Elward,joy
Mechanical Age - Sirrus' Theme,Robyn Miller,joy
Stoneship Age - Sirrus' Theme,Robyn Miller,joy
To Die For A Noble Cause,El Camino (Heavy Rock),joy
Qのためのソナタ,J.S.Mech,joy
A Tree in the Dark,Susumu Hirasawa,joy
The Song of Songs - Song No. 2,Alexander Goldscheider,joy
Rhine,Summoning,joy
The Very Thought of You,Elvis Costello; Marian McPartland,joy
Xenon,NobleGases,calm
Black Cotton  feat Eminem & Kastro & Noble of Outlawz,2Pac,joy
Transparent,Porcelain and The Tramps,joy
Make Forever Last Forever,Apes & Androids,reflective
Rainslaight,Bola,reflective
Misinform the Uninformed,EF,reflective
Carmina Burana Fantasy,Sandy Bull,reflective
Silver Morning Branches,Voice of the Seven Woods,joy
Pfane pt. 2,Bola,neutral
White Rhino,Trans Am,reflective
Contrapunctus 4,Zagreb Guitar Quartet,reflective
Sweet Cliche,The First Loves,reflective
A Point Of Unconscious,Pleq,neutral
Last Inhale,Tapage,neutral
EU8: 02 Transparent,Ethereal Universe,reflective
Muscles (Remix),Diana Ross,reflective
RAINY,重松俊一,reflective
Hands Tied to the Roots of a Hemorrhage,Omar Rodriguez-Lopez,reflective
Crookfield Zoo,Ace White,reflective
Transparent (Full Version),Second Chyld,reflective
You Could Easily Have Me,Metronomy,anger
Itsari,Sepultura,anger
Lethal Dosage,Mudvayne,anger
Run Overdrive,Civil Civic,anger
The Carpathians,Ben Frost,anger
Like Herod (Alec Empire's Face the Future remix),Mogwai,anger
Sphere,John Frusciante,anger
On The Breath Of Poseidon,Symphony X,anger
Homecoming,Hans Zimmer,anger
Broken Sword,Evol Intent,anger
Army,Sebastian,anger
Spiritual Trance,Infected Mushroom,anger
The Black Forest,Steve Vai,anger
PENTAFUNK,Eisenfunk,anger
Skudrinka,Eisenfunk,anger
Awesome (feat. The Cool Kids),The Bloody Beetroots,anger
Kong Unleashed,Misfits,anger
Caravan,John Wasson,anger
Azure Azure,Tim Hecker,anger
Major Fuck Off,Lifelover,anger
On My Hotel T.V.,Skunk Anansie,anger
Dick Suffers is Furious with You,Don Caballero,anger
War,Hans Zimmer,anger
The Wild Waltz,Cécile Corbel,anger
Game Of Thrones - Main Title Theme,Luc Arbogast,anger
暁 -instrumental-,志方あきこ,anger
Beast Infection,Grimes,neutral
Shadout Mapes,Grimes,neutral
"To the Forest, Towards the Sea",Chelsea Wolfe,neutral
Zaephyr Skies' Theme,Luca Turilli,neutral
Entrance,ICE,fear
the end,青葉市子,neutral
Light Of The Seven,Ramin Djawadi,excitement
Explosive,Bond,excitement
Homes - ...Samara to Belfast,And So I Watch You From Afar,excitement
Sue's Last Ride,Dirty Three,excitement
Kinetic Work,Hangedup,excitement
Night section,Data Romance,excitement
Activate Your Steel,Mega Drive,excitement
C'mon Come on (Loose an Endless Longing),A Silver Mt. Zion,excitement
Things Go on With Mistakes,The Black Heart Procession/Solbakken,excitement
Microburst Alert,OSI,anger
How to Be Eaten by a Woman,The Glitch Mob,anger
Flaphead,Aphex Twin,anger
Undoing a Luciferian Towers,Godspeed You! Black Emperor,anger
"Anthem for No State, Pt. III",Godspeed You! Black Emperor,anger
$$ Troopers,Huoratron,anger
Gene Wilder,Chelsea Wolfe,anger
RAT,MASS OF THE FERMENTING DREGS,anger
Ultra Marine Blues,Merzbow,anger
Brutal,NorthBorne,anger
She's on Drugs (Seduced by CHAINREACTOR),Alien Vampires,anger
Road to Lisdoonvarna,Erutan,anger
Do I Smile?,t+pazolite,anger
VII -instrumental-,志方あきこ,anger
Non Combustible Waste,USAO,anger
Otho,Alesia,anger
Bloody Serenade,t+pazolite vs RoughSketch,anger
Into the Zone,Howard Drossin,anger
full throttle,Prodigy,neutral
Saltarello,Corvus Corax,neutral
Higher State of Consciousness,Josh Wink,excitement
Hadashi no megami,B'z,reflective
Swamp Thing,Grid,neutral
Underground Chamber,Buckethead,excitement
Phantom - Part II Boys Noize Remix,Justice,neutral
The Game Has Changed,Daft Punk,excitement
Canon,Justice,excitement
"Be Comfortable, Creature",Explosions in the Sky,excitement
We Swarm,The Glitch Mob,excitement
Ancestors,Björk,excitement
Set Guitars to Kill,And So I Watch You From Afar,excitement
Son of Mr. Green Genes,Frank Zappa,excitement
Ten-Day Interval,Tortoise,excitement
31 Ghosts IV,Nine Inch Nails,excitement
Is This Power,The Field,excitement
Black Spider,Mogwai,excitement
Truth,Balmorhea,excitement
Earth Departure,Animals as Leaders,excitement
Tobiume,Susumu Yokota,excitement
MeGaLoVania,Toby Fox,excitement
2 Towers,Lightning Bolt,excitement
Saeglópur,Sigur Rós,excitement
N.A.S.A.,Futurecop!,excitement
Encom Part II,Daft Punk,excitement
Relative Minors,Maybeshewill,excitement
Ghosts 'n Stuff (Featuring Rob Swire),deadmau5,excitement
You Will Be Sad,Washed Out,excitement
Spartanette,Thomas Newman,excitement
These Are The Armies Of The Tyrannized,Kaki King,excitement
Lentic Catachresis,Autechre,excitement
Daybreak,OVERWERK,excitement
Oh So Insistent,Andrew Bird,excitement
ZERO Machine,Le Castle Vania,excitement
Fist Fuck,Nine Inch Nails,excitement
Brotsjór,Ólafur Arnalds,excitement
Whiteout,Christophe Beck,excitement
Crumax Rins,Plaid,excitement
See Me Now,Infected Mushroom,excitement
Inferno Galore,Carpenter Brut,excitement
Keep Your Splendid Silent Sun,Sleepmakeswaves,excitement
Mogwai Fear Satan (live),Mogwai,excitement
Beyond Monday,The Glitch Mob,excitement
Minus Two,Broadcast,excitement
Mt. Saint Michel Mix+St. Michaels Mount,Aphex Twin,excitement
Marrakech,Hybrid,excitement
Master Assassin,Jesper Kyd,excitement
Feeling Good,Adam Lambert,excitement
Ethiobirds,Andrew Bird,excitement
Track C-Group Dancers,Charles Mingus,excitement
Run Londinium,Daniel Pemberton,neutral
Loco,Loving Paris,neutral
Capriccio,Krzysztof Penderecki,neutral
A Familiar Taste,Trent Reznor and Atticus Ross,anger
Ashes and Ghost,Akira Yamaoka,anger
I Used to Do,Clogs,anger
1919,坂本龍一,anger
Mantra del bicho feo,Juana Molina,anger
Learning How to Act Normal,Hildur Guðnadóttir,anger
The Final Battle,植松伸夫,anger
Wheel,Miranda Sex Garden,anger
Larks' Tongues In Aspic Part III,King Crimson,anger
The Symbiote,Eprom,anger
Heavy Metal,Technical Itch,anger
The Oracle,Hiroki Kikuta,anger
Eyes to Pearls,Pink Floyd,fear
The Highest Flood,Forest Swords,fear
Hoylake Misst,Forest Swords,fear
Excavation (Part 1),The Haxan Cloak,fear
Those Chosen by the Planet,植松伸夫,fear
Welcome to Rapture,Garry Schyman,fear
Nightmare,Artie Shaw & His New Music,fear
Book 1: Page 26,Fantômas,fear
The Wide Window,Thomas Newman,fear
The Grande Hall,Nox Arcana,fear
Alleyway,Jon Brion,fear
The Fens of Sargath,Midnight Syndicate,fear
Army of the Dead,Midnight Syndicate,fear
Relic Uncovered,Midnight Syndicate,fear
Von Restorff Effect,The Caretaker,fear
Into The Indigo Abyss,Akhlys,fear
Norman Jayden's Main Theme,Normand Corbeil,fear
Tunnel Of Set I,1349,fear
Pain Game,Fonik,fear
Shithole,Charlie Clouser,fear
Sterilization,Ennio Morricone,fear
Battle of the Moors,James Newton Howard,fear
On The Corner (Take 4),Miles Davis,fear
Cinematic Suite,Jason Hayes,fear
Conjuration,Csejthe,fear
Main Title (Theme From Jaws),John Williams,fear
Sense Of Doubt (1999 Digital Remaster),David Bowie,fear
The Alien,Ben Salisbury & Geoff Barrow,fear
Icarus Walks,Epik High,fear
Our Fortress Is Burning...III - The Grain,Agalloch,fear
Fithos Lusec Wecos Vinosec,Nobuo Uematsu,fear
2.3 1-Steel-V4lley.Webm,Mac Quayle,fear
carry out a plan,Kenji Kawai,fear
Dew [Herbal version],Aes Dana,fear
videodrones: questions,"reznor, trent",fear
Bittersweet,Marty Friedman,excitement
The Savage,The Shadows,neutral
on the verge of insanity,Shiro Sagisu,sadness
Gwarek2,Aphex Twin,neutral
Betrayal,Akira Yamaoka,neutral
Sysyphus: Part IV,Pink Floyd,reflective
Mad (Promo Version),Magnetic Man,sadness
Fio da Navalha,Lô Borges,sadness
Ends Of The Earth,Dirty Three,sadness
Judas as Black Moth,Current 93,sadness
The Taste of Blood,Jozef Van Wissem & SQÜRL,sadness
Waiting for the World to End,Tactical Sekt,sadness
Untitled VII,Sigur Rós,joy
Defcom 69,Total Science,reflective
xflood,Autechre,sadness
Zucht Und Hunger,Kreuzweg Ost,sadness
Mnemonics III,Pauline Oliveros,sadness
Severe Area,Apocalyptica,sadness
Oppression Freedom/Oppression (Reprise),Winter,sadness
Corona Radiata,Nine Inch Nails,reflective
2 Ghosts I,Nine Inch Nails,reflective
Phoner To Arizona,Gorillaz,reflective
Sense of Doubt,David Bowie,neutral
Sigur Rós,Sigur Rós,reflective
In the House - In a Heartbeat,John Murphy,neutral
Koyaanisqatsi,Philip Glass,reflective
In Dark Trees,Brian Eno,reflective
Loner,Burial,reflective
Weeping Wall,David Bowie,reflective
Know Where,Holy Other,reflective
Uritual,Boards of Canada,reflective
Jazz Thieves,Depeche Mode,reflective
Come to Dust,Boards of Canada,sadness
11 Ghosts II,Nine Inch Nails,sadness
Intriguing Possibilities,Trent Reznor and Atticus Ross,reflective
The Iron Sea,Keane,sadness
Motion,Balam Acab,sadness
Heart's All Gone Interlude,blink-182,reflective
Dragvandil,Grimes,neutral
In the Fog I,Tim Hecker,neutral
Touch,Holy Other,reflective
Dark Rift,God Is An Astronaut,reflective
Tree,Aphex Twin,reflective
The Dropsonde,Caspian,reflective
Slow Acid,Calvin Harris,reflective
32 Ghosts IV,Nine Inch Nails,neutral
Requiem on Frankfort Ave.,Eluvium,neutral
363N63,King Krule,reflective
Black Noise,Nine Inch Nails,reflective
Burnout Eyess,oOoOO,reflective
Manipulated Living,Michael Andrews,reflective
Old Dreams Waiting to Be Realized,The Knife,neutral
Cellar Door,Michael Andrews,reflective
Searchers,Amon Tobin,reflective
Clubbed to Death (Kurayamino Variation),Rob Dougan,reflective
Phloam,Aphex Twin,reflective
The Tangent Universe,Michael Andrews,neutral
Cloudscape,Philip Glass,reflective
A Dark Knight,Hans Zimmer & James Newton Howard,joy
Engine of Ruin,Earth,reflective
Maximum Black,Bohren & der Club of Gore,reflective
Driver Down,Trent Reznor,neutral
Hatred of Music II,Tim Hecker,sadness
A Dios Alma Perdida,Static-X,sadness
Subsonic,Com Truise,reflective
Hound,Salem,reflective
Dub Gussett,Leftfield,reflective
Mind If I Cut In?,Hans Zimmer,neutral
Matta,Brian Eno,reflective
Resident Evil Main Title Theme,Marilyn Manson,sadness
In the Air I,Tim Hecker,sadness
Confessions (feat. Leland Whitty),BADBADNOTGOOD,reflective
Theme From Retro,Blur,fear
Pree-Sisters Swallowing a Donkey's Eye,Neutral Milk Hotel,fear
3:14 Every Night,Trent Reznor and Atticus Ross,fear
Afx237 V7,Aphex Twin,fear
Spring Heeled Jack Flies Tonight,Tim Hecker,fear
Don't You Think I Do,James Blake,fear
The Killing Spree,Chromatics,fear
Suspiria,Goblin,fear
"Killr Punx, Scary Demons",Wavves,fear
"In This Temple, as in the Hearts of Man, for Whom He Saved the Earth",Sufjan Stevens,fear
Shitty Chicken Gang Bang,Marilyn Manson,fear
alive,Arca,fear
God Is Dead,Midtown,fear
Conduct,The Durutti Column,fear
Overgrowth,Aperture Science Psychoacoustics Laboratory,fear
What Have We Done to Each Other?,Trent Reznor and Atticus Ross,fear
Áfram Ísland,Sigur Rós,fear
Leo Needs a New Pair of Shoes,Ben Frost,fear
Crimson Tears (Epilogue),Katatonia,fear
Future Umbrella,Shugo Tokumaru,fear
Infiltration,Trifonic,fear
How To Kill,Art of Noise,fear
Half a Pony,Igorrr,fear
Dans ses cheveux soixante circuits,Fly Pan Am,fear
Waltzinblack,The Stranglers,fear
Remodeling,Akira Yamaoka,fear
Christmas Island,Depeche Mode,fear
Forest Temple,近藤浩治,fear
Nuit Silencieuse,Kaada/Patton,fear
THE DOLL HOUSE I,川井憲次,fear
Morax,Arcturus,fear
Jill's America,Ennio Morricone,fear
Alpenrausch,Monolake,fear
raw breath of danger,鷺巣詩郎,fear
Tristram,Matt Uelmen,fear
Gallery of the Invisible Woman,Aidan Baker & Tim Hecker,fear
Whitewater,Tortoise,fear
Jar,Negură Bunget,fear
Kryptonite Smokes the Red Line,Isotope 217,fear
The Map Room: Dawn,John Williams,fear
Woolloomooloo,Jean Michel Jarre,fear
Dream Of Chant,Kitaro,fear
False Memory Syndrome,The Caretaker,fear
Suspiria - Originale,Goblin,fear
The Well of the Souls,John Williams,fear
Madrigal Meridian,Tangerine Dream,fear
Edward's Hands,Sébastien Schuller,fear
It Is Raped,Nine Inch Nails,fear
Trailer 2,Mono & World's End Girlfriend,fear
Dreams of Leaving,Akira Yamaoka,fear
Isabella,Corvus Corax,fear
Persistent Repetition of Phrases,The Caretaker,fear
Mio Pianto,高木正勝,fear
Pharotek,Frank Klepacki,fear
2/1 (2004 Digital Remaster),Brian Eno,fear
Zoolook (Remix),Jean Michel Jarre,fear
Movement VIII,Vangelis,fear
Timetakesthetimetimetakes,Peder,fear
Who Am I?,植松伸夫,fear
The Bells,Ramin Djawadi,fear
Intro (Season of Glass),여자친구,fear
Voyager,Clannad,fear
2/2 (2004 Digital Remaster),Brian Eno,fear
Water of Mystery,Kitaro,fear
Laurie Knows,John Carpenter,fear
Oxygene Part 5,Jean Michel Jarre,fear
Despair,Ennio Morricone,fear
Self Esteem Fund,Valve,fear
Creeping Shadows,鷺巣詩郎,fear
Gehn's Theme,Robyn Miller,fear
Pomme Fritz (meat `n veg),The Orb,fear
Midna's Theme,近藤浩治,fear
Mephisto,Matt Uelmen,fear
Father,Aphex Twin,sadness
A Day by Atmosphere Supreme,Nujabes,sadness
Unsaid,Little People,sadness
I Wanna Go Back,Onra,sadness
Magdalene,Akira Yamaoka,sadness
Dungeon,川井憲次,sadness
Little Bit of Soul,DJ Format,sadness
Pura-Vida,Guts,sadness
Sleep Dirt,Frank Zappa,sadness
Sand,Allan Holdsworth,sadness
React,Robert Rich & Ian Boddy,sadness
In That Quiet Earth',Genesis,sadness
spaceship instrumental,Kanye West,sadness
With Rainy Eyes (feat Emancipator),Nujabes,sadness
Van Den Budenmayer - Funeral Music (winds),Zbigniew Preisner,sadness
Suspiria (Daemonia version),Goblin,sadness
15 Ghosts II,Nine Inch Nails,sadness
"Danse macabre in G minor, Op. 40",Camille Saint-Saëns,reflective
The Hands of Small Children,Marilyn Manson,sadness
Ensurance Trap,Michael Andrews,sadness
Ascension,Dead Can Dance,sadness
Halloween Theme - Main Title,John Carpenter,sadness
Great Pumpkin Waltz,Vince Guaraldi Trio,sadness
Overture,DeVotchKa,sadness
Haunting & Heartbreaking,Angelo Badalamenti,neutral
Silent Heaven,Akira Yamaoka,neutral
Innocent Moon,Akira Yamaoka,sadness
Vampire Hunters,Wojciech Kilar,sadness
Profondo Rosso,Goblin,sadness
The Spiders,John Williams,sadness
Introduction,Danny Elfman,sadness
Halloween Theme,John Carpenter,sadness
Gnossienne No.1,Erik Satie,sadness
Fever Chill,Akira Yamaoka,sadness
Phantom,The Residents,sadness
The Hunt Builds,Wojciech Kilar,sadness
Arrival on Dagobah,John Williams,neutral
Abyssinia,Patti Smith,sadness
Night on Bald Mountain,Modest Petrovich Mussorgsky,sadness
Dracula - The Beginning,Wojciech Kilar,sadness
No Body,Anna von Hausswolff,sadness
Wise Blood,Soulsavers,sadness
Mina's Photo,Wojciech Kilar,sadness
World of Goo Beginning,Kyle Gabler,sadness
Sakrileg,sToa,neutral
enemy unseen,鷺巣詩郎,sadness
The Twilight Zone,The Ventures,sadness
Failure33 Object,John Frusciante,sadness
Eldritch Rites,Nox Arcana,sadness
Dave the Butcher [instrumental],Tom Waits,sadness
The Stars Align,Nox Arcana,sadness
Fire And Brimstone,Chris Vrenna,sadness
Reveil en sursaut d'un rêve,Cinema Strange,sadness
Darkness Descends,Midnight Syndicate,sadness
Rat Salad (Alternative Mix),Black Sabbath,fear
Lady Dada's Nightmare,MGMT,fear
March of the Meanies,The Beatles,fear
Ribs Out,Fuck Buttons,fear
Aunt Eggma Blowtorch,Neutral Milk Hotel,fear
"I'm Sam Bell, Too...",Clint Mansell,fear
Onions Wrapped in Rubber,Tortoise,fear
Zala,Plaid,fear
Maternal Heart,Akira Yamaoka,fear
Icct Hedral (Philip Glass Orchestration),Aphex Twin,fear
Meeting Tom Riddle,John Williams,fear
L'esprit des Gabriel,Hans Zimmer,fear
The Last Mariachi,Akira Yamaoka,fear
Threnody for the Victims of Hiroshima,Krzysztof Penderecki,fear
Sigur 9B (untitled),Sigur Rós,fear
Not Tomorrow 2,Akira Yamaoka,fear
Black Star,Lustmord,fear
My Heaven,Akira Yamaoka,fear
Polymorphia,Krzysztof Penderecki,fear
The Comb of the Winds,Enya,fear
Eva-00,鷺巣詩郎,fear
The Valkyrie: Ride of the Valkyries,London Philharmonic Orchestra & David Parry,fear
De natura sonoris No. 1,Krzysztof Penderecki,fear
De natura sonoris No. 2,Krzysztof Penderecki,fear
Dénouement,John 5,fear
Atomised,Forss,fear
The Awakening of Jacob,Krzysztof Penderecki,fear
The Story...,Danny Elfman,fear
95,The Berzerker,fear
The Shape Lurks,John Carpenter,fear
Last Breath,Normand Corbeil,fear
Invierno,Natalia Lafourcade,fear
The Shape Stalks,John Carpenter,fear
The Box (untitled version 1),Orbital,fear
Larks' Tongues In Aspic (Part 1),King Crimson,fear
Garb,Smog,fear
The Shining (Main Title),Wendy Carlos & Rachel Elkind,fear
"Requiem for Soprano, Mezzo Soprano, Two Mixed Choirs & Orchestra",György Ligeti,fear
A little noise in the system (moog system),Pauline Oliveros,fear
Starker And Marge,John Carpenter & Alan Howarth,fear
First Chase,John Carpenter & Alan Howarth,fear
Necronomania,Vampires' Sound Incorporation,fear
The Shape Stalks Again,John Carpenter,fear
Backward Sucking - Heat Miser,Massive Attack vs. Mad Professor,fear
Maroubra Bay,Tangerine Dream,fear
The House Of Ill Repute,Mary Coughlan,fear
Jamie's Escape,Alan Howarth,fear
Fog,Nosaj Thing,fear
Neuköln,David Bowie,fear
Liquid Spear Waltz,Michael Andrews,fear
Still Life,Oneohtrix Point Never,fear
Do,Do Make Say Think,fear
TRANSylvania,Kim Petras,fear
Nightmarish Waltz,Akira Yamaoka,fear
Goth BB,Ritualz,fear
Ghost Sound,Air,fear
Vänerhavet,Detektivbyrån,fear
Prayer,Akira Yamaoka,fear
Deadweight,Zomboy,fear
Dance of the Headless Corpse,Zombie Girl,fear
Ghost Tropic,Songs: Ohia,fear
AVE PLAGUE,King Plague,fear
Dance Macabre,Cradle of Filth,fear
Cinema,Modern Witch,fear
THE DOLL HOUSE II,川井憲次,fear
"Viens, Les Gazons Sont Verts",Kaada/Patton,fear
How Life Was Meant To Be Lived,Slow Dancing Society,fear
"Cloudy, Since You Went Away",The Caretaker,fear
Dead People's Things,Deathprod,fear
Long Term (Remote),The Caretaker,fear
Just Another Day On The Beach,Michael Giacchino,fear
Benundrum,Michael Giacchino,fear
VIPs,Skrillex,fear
Foolishment,Thomas Newman,fear
Muntz's Dark Reverie,Skywalker Sound,fear
"""This Is Me.""",Michael Giacchino,fear
The Munsters,Jack Marshall,fear
Solar II,Vestigial,fear
Octane,Orbital,sadness
Liberation Begins,A.R. Rahman,neutral
The Adventures of Tintin,John Williams,sadness
The Mission Theme (Theme for NBC News),John Williams,neutral
Ceci N'Est Pas du Disco,Jason Forrest,neutral
Path to Earth,Two Steps from Hell,neutral
Hedgehog's Dilemma,鷺巣詩郎,sadness
Three Thousand Five Hundred And Ninety One Benches,Jóhann Jóhannsson,reflective
Photon,VNV Nation,neutral
Adam,Me'Shell Ndegéocello,reflective
(Serpens Caput),Agalloch,sadness
Our Own Roof,Nils Frahm,sadness
Chasm,坂本龍一,sadness
TM,Nosaj Thing,sadness
Sheets and Cylinders,Shipping News,sadness
Aerial Tal,Kate Bush,reflective
Tak 4,Plaid,calm
Winterfell,Ramin Djawadi,sadness
Sigur 9A (untitled),Sigur Rós,reflective
"Main Theme From ""Missing""",Vangelis,neutral
Vicious Game,David Carretta,excitement
Lacunar Amnesia,The Caretaker,sadness
Il triello,Ennio Morricone,neutral
The Hitchhiker's Guide To The Galaxy,Joby Talbot,joy
Christmastime Is Here (Alternate Vocal Take 5),Vince Guaraldi Trio,reflective
WInter Night,Jesper Kyd,reflective
Brainwave,Phace,neutral
Invader,Jesper Kyd,neutral
Slaughterhouse,Jesper Kyd,neutral
Weapon Select Beats,Jesper Kyd,neutral
Mira,Curtis Schweitzer,neutral
Art Decade (1999 Digital Remaster),David Bowie,reflective
Il Triello (The Trio - Main Title) (2004 Digital Remaster),Ennio Morricone,neutral
Hymie's Him,Public Image Ltd.,sadness
Domine in virtute tua laetabitur rex,Gorgoroth,fear
Food Is Still Hot,Karen O and the Kids,sadness
Kesson Daslef,Aphex Twin,sadness
Refur,Sigur Rós,sadness
Mina Hinoo,Eric Serra,sadness
Celes,植松伸夫,sadness
Tina,植松伸夫,sadness
String Quartet No. 5: I.,Kronos Quartet,sadness
Mystery Man,Terje Rypdal,sadness
5-9-78,Boards of Canada,sadness
24 Waves,Emptyself,sadness
An Ending(Ascent),Brian Eno,sadness
The Lonely Man Theme,Joe Harnell,sadness
2_1,Brian Eno,sadness
Lolita On Humbert's Lap,Ennio Morricone,sadness
