track,artist,final_emotion,reason
Money,Vitamin C,reflective,Already processed
Broken,The Drips,reflective,Already processed
One Love,Horace Andy,reflective,Already processed
Nothing,Janet Jackson,reflective,Already processed
Runaway,Melanie C,reflective,Already processed
Unsaid,Chrisette Michele,reflective,Already processed
Karma,Angie Stone,reflective,Already processed
Crazy,Alana Davis,reflective,Already processed
After the Gold Rush,Natalie Merchant,reflective,Already processed
The Cure,India.Arie,reflective,Already processed
Rolling Stone,Robbie Williams,reflective,Already processed
Both Sides Now,Allison Moorer,reflective,Already processed
Creep,Radiohead,sadness,Already processed
Someone Like You,Adele,sadness,Already processed
Yesterday,The Beatles,sadness,Already processed
Roads,Portishead,sadness,Already processed
Eleanor Rigby,The Beatles,sadness,Already processed
Mockingbird,Eminem,sadness,Already processed
Because of You,Kelly Clarkson,sadness,Already processed
What If,Coldplay,sadness,Already processed
Blackout,Muse,sadness,Already processed
Nothing Compares 2 U,Sinéad O'Connor,sadness,Already processed
Hurt,Nine Inch Nails,sadness,Already processed
Russian Roulette,Rihanna,sadness,Already processed
Everything Will Be Alright,The Killers,sadness,Already processed
Knockin' on Heaven's Door,Bob Dylan,sadness,Already processed
When You're Gone,Avril Lavigne,sadness,Already processed
Hurt,Christina Aguilera,sadness,Already processed
Last Goodbye,Jeff Buckley,sadness,Already processed
Porcelain,Red Hot Chili Peppers,sadness,Already processed
Last Kiss,Pearl Jam,sadness,Already processed
Roulette,System of a Down,sadness,Already processed
Hello,Adele,sadness,Already processed
Outside,Staind,sadness,Already processed
Cancer,My Chemical Romance,sadness,Already processed
For No One,The Beatles,sadness,Already processed
Say Yes,Elliott Smith,sadness,Already processed
Everytime,Britney Spears,sadness,Already processed
Valentine's Day,Linkin Park,sadness,Already processed
Fire and Rain,James Taylor,sadness,Already processed
Angel,Sarah McLachlan,sadness,Already processed
All I Want,Kodaline,sadness,Already processed
Nobody's Home,Avril Lavigne,sadness,Already processed
Better Than Me,Hinder,sadness,Already processed
The Park,Feist,sadness,Already processed
When I'm Gone,Eminem,sadness,Already processed
Only One,Yellowcard,sadness,Already processed
Boston,Augustana,sadness,Already processed
Unravel,Björk,sadness,Already processed
Perfect,Simple Plan,sadness,Already processed
Wires,Athlete,sadness,Already processed
Sail to the Moon,Radiohead,sadness,Already processed
One Last Time,The Kooks,sadness,Already processed
Dear God,Avenged Sevenfold,sadness,Already processed
White Horse,Taylor Swift,sadness,Already processed
Winter,Joshua Radin,sadness,Already processed
Home,Foo Fighters,sadness,Already processed
I Will,Radiohead,sadness,Already processed
Everything I Wanted,Billie Eilish,sadness,Already processed
Untitled,Simple Plan,sadness,Already processed
Gravity,A Perfect Circle,sadness,Already processed
Cry,James Blunt,sadness,Already processed
Golden,Fall Out Boy,sadness,Already processed
What Hurts the Most,Rascal Flatts,sadness,Already processed
Shine,Benjamin Francis Leftwich,sadness,Already processed
Tomorrow,Avril Lavigne,sadness,Already processed
Closer,Joshua Radin,sadness,Already processed
Changes,Black Sabbath,sadness,Already processed
Lay Me Down,Sam Smith,sadness,Already processed
Try,Nelly Furtado,sadness,Already processed
Kill,Jimmy Eat World,sadness,Already processed
Goodnight Goodnight,Maroon 5,sadness,Already processed
Reminder,Mumford & Sons,sadness,Already processed
Working Class Hero,John Lennon,sadness,Already processed
Walk Away,Ben Harper,sadness,Already processed
Nothing,The Script,sadness,Already processed
Skyscraper,Demi Lovato,sadness,Already processed
Pretty When You Cry,Lana Del Rey,sadness,Already processed
I Know,Placebo,sadness,Already processed
As Tears Go By,The Rolling Stones,sadness,Already processed
Come Home,OneRepublic,sadness,Already processed
You Know What I Mean,Cults,sadness,Already processed
Bittersweet,Apocalyptica,sadness,Already processed
Rain,Breaking Benjamin,sadness,Already processed
Billy,James Blunt,sadness,Already processed
Crying,Roy Orbison,sadness,Already processed
Breathe,Taylor Swift,sadness,Already processed
Over,A Perfect Circle,sadness,Already processed
Broken,Lifehouse,sadness,Already processed
Laura,Bat for Lashes,sadness,Already processed
You Really Got a Hold on Me,The Beatles,sadness,Already processed
One,Ed Sheeran,sadness,Already processed
Try Again,Keane,sadness,Already processed
Like You,Evanescence,sadness,Already processed
In My Life,Johnny Cash,sadness,Already processed
I'm Still Breathing,Katy Perry,sadness,Already processed
How Does It Feel,Avril Lavigne,sadness,Already processed
Hate Me,Blue October,sadness,Already processed
Live With Me,Massive Attack,sadness,Already processed
Run,Leona Lewis,sadness,Already processed
Wild Is the Wind,David Bowie,sadness,Already processed
Broken,Seether (feat. Amy Lee),sadness,Already processed
Hate,Cat Power,sadness,Already processed
Wonderful,Everclear,sadness,Already processed
Darkness,Disturbed,sadness,Already processed
Moonlight,xxxtentacion,sadness,Already processed
Save You,Simple Plan,sadness,Already processed
Epitaph,King Crimson,sadness,Already processed
So Far Away,Carole King,sadness,Already processed
Blind,Lifehouse,sadness,Already processed
Sideways,Citizen Cope,sadness,Already processed
Hold On,Limp Bizkit,sadness,Already processed
The Leaving Song,AFI,sadness,Already processed
Isobel,Dido,sadness,Already processed
Lullaby,Nickelback,sadness,Already processed
Buckets of Rain,Bob Dylan,sadness,Already processed
Mary,Scissor Sisters,sadness,Already processed
Your Call,Secondhand Serenade,sadness,Already processed
Clementine,Elliott Smith,sadness,Already processed
I Can't Make You Love Me,Bonnie Raitt,sadness,Already processed
Battle,Colbie Caillat,sadness,Already processed
In Loving Memory,Alter Bridge,sadness,Already processed
Weakness,Opeth,sadness,Already processed
Hold Me,Weezer,sadness,Already processed
Still Fighting It,Ben Folds,sadness,Already processed
White Lies,Paolo Nutini,sadness,Already processed
Shiver,Lucy Rose,sadness,Already processed
Forgiven,Within Temptation,sadness,Already processed
Falling,Harry Styles,sadness,Already processed
Cry,Rihanna,sadness,Already processed
Say You Love Me,Jessie Ware,sadness,Already processed
Jolene,The White Stripes,sadness,Already processed
Wheel,John Mayer,sadness,Already processed
Dear John,Taylor Swift,sadness,Already processed
Dive,Ed Sheeran,sadness,Already processed
Best of Me,Sum 41,sadness,Already processed
Wake Up,Coheed and Cambria,sadness,Already processed
Lies,Glen Hansard,sadness,Already processed
For You,Coldplay,sadness,Already processed
Right Here,Staind,sadness,Already processed
Leave,Glen Hansard,sadness,Already processed
My Blue Heaven,Taking Back Sunday,sadness,Already processed
Farewell,Apocalyptica,sadness,Already processed
Clown,Emeli Sandé,sadness,Already processed
Amnesia,5 Seconds of Summer,sadness,Already processed
Fix You,The Offspring,sadness,Already processed
Coffee Break,Forever the Sickest Kids,sadness,Already processed
Dollhouse,Melanie Martinez,sadness,Already processed
Medication,Garbage,sadness,Already processed
Oceans,Seafret,sadness,Already processed
Wild Horses,Natasha Bedingfield,sadness,Already processed
Last Kiss,Taylor Swift,sadness,Already processed
Higher,Rihanna,sadness,Already processed
Tomorrow,Daughter,sadness,Already processed
Through the Dark,KT Tunstall,sadness,Already processed
Touch,Daughter,sadness,Already processed
I'm a Mess,Bebe Rexha,sadness,Already processed
Say It to Me Now,Glen Hansard,sadness,Already processed
Over,Evans Blue,sadness,Already processed
Beautiful Disaster,Jon McLaughlin,sadness,Already processed
Higher,The Cardigans,sadness,Already processed
Superman,Five for Fighting,sadness,Already processed
Fear,OneRepublic,sadness,Already processed
Something Beautiful,NEEDTOBREATHE,reflective,Already processed
The Wind,The Fray,sadness,Already processed
Tidal Wave,Longwave,neutral,Already processed
Searching,Change,sadness,Already processed
Snake Eyes,Shivaree,sadness,Already processed
Searching,Offer Nissim,neutral,Already processed
The End,Matthew West,calm,Already processed
Why?,Michael Card,sadness,Already processed
Sometimes,Duncan Parsons,sadness,Already processed
September,Shadyzane,sadness,Already processed
Searching For My Love,Vulture Culture,sadness,Already processed
Better Days,Goo Goo Dolls,sadness,Already processed
Take a Bow,Glee Cast,sadness,Already processed
Missing You,Jem,sadness,Already processed
Technicolor Girls,Death Cab for Cutie,sadness,Already processed
The Way We Were,Barbra Streisand,sadness,Already processed
Angel,Dave Matthews Band,sadness,Already processed
Slip Away,David Bowie,sadness,Already processed
The Sun,Tigers Jaw,sadness,Already processed
Through the Dark,One Direction,sadness,Already processed
Nothing At All,Rob Dougan,sadness,Already processed
Shipbuilding,Elvis Costello & The Attractions,sadness,Already processed
Beautiful,Glee Cast,sadness,Already processed
Train Song,Tom Waits,sadness,Already processed
Spoon,Dave Matthews Band,sadness,Already processed
Radiate,Puddle of Mudd,sadness,Already processed
Mary,Sarah McLachlan,sadness,Already processed
The Beginning,Eels,sadness,Already processed
Water,Dinosaur Jr.,sadness,Already processed
Pick Up the Phone,Dragonette,sadness,Already processed
White Dove,Starsailor,sadness,Already processed
Million Miles,Mirah,sadness,Already processed
This Time,Tracy Chapman,sadness,Already processed
This Day,St. Vincent,sadness,Already processed
Autumn,Carla Bruni,sadness,Already processed
Miracle,Vertical Horizon,sadness,Already processed
Broken,Kelly Rowland,sadness,Already processed
Dog,This Town Needs Guns,sadness,Already processed
Brother,Gerard Way,sadness,Already processed
Ashes,Ben Harper,sadness,Already processed
Missing You,Tina Turner,sadness,Already processed
The Very Thought Of You,Frank Sinatra,sadness,Already processed
Something,Shirley Bassey,sadness,Already processed
Cigarettes,Daniel Merriweather,sadness,Already processed
Girlfriend,EVE 6,sadness,Already processed
Kiss Me Again,Jessica Lea Mayfield,sadness,Already processed
Because of You,Tony Bennett,sadness,Already processed
Songbird,Glee Cast,sadness,Already processed
Love Letters,Alison Moyet,sadness,Already processed
Salvation,Scanners,sadness,Already processed
Josephine,Tori Amos,sadness,Already processed
Stay,Dave Gahan,sadness,Already processed
The Only Exception,Glee Cast,sadness,Already processed
I Don't Mind,The National,sadness,Already processed
Oh Yeah,Roxy Music,sadness,Already processed
February,Dar Williams,sadness,Already processed
Stranded,Heart,sadness,Already processed
Easy To Love,Ivan & Alyosha,sadness,Already processed
Horizon,Daft Punk,sadness,Already processed
Sentimental,Deborah Cox,sadness,Already processed
Time,Mr Hudson,sadness,Already processed
Helpless,k.d. lang,sadness,Already processed
Let There Be Light,Nas,sadness,Already processed
Voyage,浜崎あゆみ,sadness,Already processed
Cherokee,Charlie Barnet,sadness,Already processed
Lost and Found,Echo & the Bunnymen,sadness,Already processed
Tenderly,Rosemary Clooney,sadness,Already processed
All My Life,Shayne Ward,sadness,Already processed
Sweet Love,Ghinzu,sadness,Already processed
The Distance,Evan and Jaron,sadness,Already processed
The Gun,Lorn,sadness,Already processed
Homesick,Train,sadness,Already processed
Sanctuary,Jesper Kyd,sadness,Already processed
Everybody Loves Somebody,Frank Sinatra,sadness,Already processed
Don't Let Me Down,Bad Company,sadness,Already processed
The Man I Love,Dinah Shore,sadness,Already processed
You're Beautiful,Phil Wickham,sadness,Already processed
Homeward,The Sundays,sadness,Already processed
Beside,Jon & Vangelis,sadness,Already processed
Snow,Craig Armstrong,sadness,Already processed
Caroline,Brandi Carlile,sadness,Already processed
I Can't Stop Loving You,Keith Urban,sadness,Already processed
Sentimental,Joan Sebastian,sadness,Already processed
Where You Are,Whitney Houston,sadness,Already processed
Forever Now,The Psychedelic Furs,sadness,Already processed
Everytime,A1,sadness,Already processed
Normal,Ximena Sariñana,sadness,Already processed
Sunday Morning,Ani DiFranco,sadness,Already processed
Stars,Alison Krauss & Union Station,sadness,Already processed
Lobster,Red Snapper,sadness,Already processed
Up Against the Wall,The Be Good Tanyas,sadness,Already processed
Hurricane,Faker,sadness,Already processed
Feel,The Church,sadness,Already processed
How Come,Embrace,sadness,Already processed
So Close,Hall & Oates,sadness,Already processed
Safe,Westlife,sadness,Already processed
Breathe,Ryan Star,sadness,Already processed
Simple,k.d. lang,sadness,Already processed
Daydream,Mike Oldfield,sadness,Already processed
Inside Out,Sara Bareilles,sadness,Already processed
Hail,Anouk,sadness,Already processed
Monster,Stream of Passion,sadness,Already processed
The End,Angelfish,sadness,Already processed
Pick Yourself Up,Fred Astaire,sadness,Already processed
Don't Forget Me,Harry Nilsson,sadness,Already processed
Photograph,Mick Harvey,sadness,Already processed
Sweet Caroline,Elvis Presley,sadness,Already processed
I'll Be Seeing You,Jo Stafford,sadness,Already processed
Sapphire,Lacrimosa,sadness,Already processed
Dreamboat,Alma Cogan,sadness,Already processed
First Movement,Georg Philipp Telemann,sadness,Already processed
Thank You,Chris Cornell,sadness,Already processed
Goodnight,Cher Lloyd,sadness,Already processed
Can't Smile Without You,Carpenters,sadness,Already processed
Insane,ELLEGARDEN,sadness,Already processed
Ave Maria,Sofia Källgren,sadness,Already processed
The Trees They Do Grow High,The Pentangle,sadness,Already processed
Forever,Roy Harper,sadness,Already processed
Patterns,Paul Simon,sadness,Already processed
Fragile,Julio Iglesias,sadness,Already processed
Always Tomorrow,Gloria Estefan,sadness,Already processed
Moments,Westlife,sadness,Already processed
Firefly,Uriah Heep,sadness,Already processed
Mad World,Wise Guys,sadness,Already processed
Lights,Maritime,sadness,Already processed
Angels,Stroke 9,sadness,Already processed
My Romance,Carly Simon,sadness,Already processed
Ne me quitte pas,Barbara,sadness,Already processed
Slave to Love,Roxy Music,sadness,Already processed
Night and Day,Frank Sinatra & Tommy Dorsey,sadness,Already processed
Fallen,k.d. lang,sadness,Already processed
Nobody Home,Heart,sadness,Already processed
Dusk,Reuben,sadness,Already processed
Angel Eyes,Sting,sadness,Already processed
Kate Moss,Maximilian Hecker,sadness,Already processed
Blue Moon,Billy Eckstine,sadness,Already processed
Dream A Little Dream Of Me,Tony Bennett & k.d. lang,sadness,Already processed
My Blue Heaven,Artie Shaw,sadness,Already processed
Persephone,Dead Can Dance,sadness,Already processed
Night And Day,Karrin Allyson,sadness,Already processed
Restless,Alison Krauss,sadness,Already processed
Ghost,Extreme,sadness,Already processed
Glorious,Everclear,sadness,Already processed
I Remember You,Eurythmics,sadness,Already processed
How Long,Allison Crowe,sadness,Already processed
Reborn,Syrup16g,sadness,Already processed
Lay Down,Natasha Bedingfield,sadness,Already processed
Stand,Bebo Norman,sadness,Already processed
Paradise,Black,sadness,Already processed
Where Or When,George Michael,sadness,Already processed
Autumn Leaves,Miles Davis & Cannonball Adderley,sadness,Already processed
Cigarette,Jeremy Fisher,sadness,Already processed
After You've Gone,Marion Harris,sadness,Already processed
Come Rain Or Come Shine,Art Pepper,sadness,Already processed
Science Fiction Double Feature,Richard O'Brien,sadness,Already processed
If You Go Away,Cyndi Lauper,sadness,Already processed
And I Love Her,"Harry Connick, Jr.",sadness,Already processed
Romance,Jean Sibelius,sadness,Already processed
Breakdown,Melissa Etheridge,sadness,Already processed
Cinema,Rodrigo Leão,sadness,Already processed
Lily,Pierre Perret,sadness,Already processed
Thirteen,Kathryn Williams,sadness,Already processed
Automatic,Yuck,sadness,Already processed
If This Is Goodbye,Mark Knopfler And Emmylou Harris,sadness,Already processed
Dreams,Kenny Chesney,sadness,Already processed
Let's Get It On,Matthew Good Band,sadness,Already processed
Diane,Gravenhurst,sadness,Already processed
In the Summertime,The Rural Alberta Advantage,sadness,Already processed
My Life,50 Cent,sadness,Already processed
Waste,Phish,reflective,Already processed
Poltergeist,Banks,reflective,Already processed
The Longest Winter,Pedro the Lion,reflective,Already processed
The Owl,I Love You But I've Chosen Darkness,reflective,Already processed
Animus,Swans,sadness,Already processed
Seaweed,Tindersticks,sadness,Already processed
Polly,Keren Ann,reflective,Already processed
How Do You Keep Love Alive,Ryan Adams,neutral,Already processed
Mistress,Inara George,reflective,Already processed
Stupid,The Long Winters,sadness,Already processed
Sleep,Eric Whitacre,sadness,Already processed
The Great Divide,Neil Young,neutral,Already processed
The Funeral,Javier Navarrete,sadness,Already processed
Lush Life,John Coltrane & Johnny Hartman,sadness,Already processed
Everywhere,Polaris,reflective,Already processed
Missing Pieces,Boris,reflective,Already processed
Peace,Paul Kelly,reflective,Already processed
Wolf,Joe Walsh,sadness,Already processed
Remember the Day,Animal Alpha,sadness,Already processed
Valentine's Day,Palace,sadness,Already processed
Honey,Doveman,neutral,Already processed
Discipline,Leatherface,sadness,Already processed
Remember Me,Blood & Time,sadness,Already processed
Roam,Lijie,sadness,Already processed
Grief,坂本龍一,sadness,Already processed
Leave The Lights On,Aughra & Mosh Patrol,sadness,Already processed
Prayer,坂本龍一,sadness,Already processed
Water,Mr. Somnambula,sadness,Already processed
Echoes,Sophie Nash,sadness,Already processed
Underwater,Audiotransparent,sadness,Already processed
Pure,"Mirah Yom Tov Zeitlyn, Ginger Brooks Takahashi & Friends",sadness,Already processed
Long Road,Eddie Vedder with Mike McCready and Neil Young,reflective,Already processed
Tear Dance,Tatiana Dadovich,neutral,Already processed
Harbour,Moby Feat. Sinead O'Connor,reflective,Already processed
#4,Aphex Twin,sadness,Already processed
Yesterdays,Switchfoot,sadness,Already processed
One More Day,Vast,sadness,Already processed
Damaged,Assemblage 23,sadness,Already processed
Barbarella,Scott Weiland,sadness,Already processed
True Love,Elliott Smith,sadness,Already processed
Halloween,Anthony Rapp,sadness,Already processed
After All,Pink Turns Blue,sadness,Already processed
Already Dead,X-Fusion,sadness,Already processed
Your Eyes,Adam Pascal,sadness,Already processed
Tragic,Karmacoda,sadness,Already processed
Evenstar,Isabel Bayrakdarian,sadness,Already processed
Bridge Over Troubled Water,Roberta Flack,sadness,Already processed
Runaway Train,Jamie Scott & The Town,sadness,Already processed
Telescope,Cheryl,sadness,Already processed
Damage,Zbigniew Preisner,sadness,Already processed
Light,Hildur Guðnadóttir,sadness,Already processed
Tragic,Boa,sadness,Already processed
Main Titles,Kyle Eastwood & Michael Stevens,sadness,Already processed
Without You,Adam Pascal / Rosario Dawson,sadness,Already processed
Suicide Note,Third Realm,sadness,Already processed
The End,Dreamerion,sadness,Already processed
Aria,Lisa Gerrard,sadness,Already processed
Truth,ステファニー,sadness,Already processed
What You Own,Anthony Rapp/Adam Pascal,sadness,Already processed
Angel,Ashelyn Summers,sadness,Already processed
Down,The Society of Invisibles,sadness,Already processed
Intro,The Society of Invisibles,sadness,Already processed
Hardcore,The Society of Invisibles,sadness,Already processed
Outro,The Society of Invisibles,sadness,Already processed
Listen,Marloes van Ommen,sadness,Already processed
Main Title,"Joshua Bell, Esa-Pekka Salonen; Philharmonia Orchestra",sadness,Already processed
Darkness,Say Just Words,sadness,Already processed
Spirit,Back To Komo,sadness,Already processed
Tomorrow,Nebulae,sadness,Already processed
No Remorse,7 Heads Of Destruction,sadness,Already processed
bang bang,The Society of Invisibles,sadness,Already processed
Beautiful,Never My Hero,sadness,Already processed
Siren,Brian Jacobs,sadness,Already processed
These Days,Eadwyn Torr,sadness,Already processed
Lights Out,Winston,sadness,Already processed
Apologize,Timbaland_One Republic,sadness,Already processed
Blaze,Yoko Kanno,sadness,Already processed
IV,X Japan,sadness,Already processed
Dragonfly,M Craft,sadness,Already processed
Story of an Artist,"johnston, daniel",sadness,Already processed
You'll Never Walk Alone,Johnny Cash,sadness,Already processed
Down,Blur,sadness,Already processed
05,Panda Bear,sadness,Already processed
Fly,Tujiko Noriko,sadness,Already processed
Poor Boy,Blind Pilot,sadness,Already processed
JC,Sonic Youth,sadness,Already processed
Lucky Charms,The Moldy Peaches,sadness,Already processed
A Million Years,Alexander,sadness,Already processed
Basket Case,Sara Bareilles,sadness,Already processed
Arizona,Pedro the Lion,sadness,Already processed
Camera,R.E.M.,sadness,Already processed
All I Know,Art Garfunkel,sadness,Already processed
Pollen,Mirah,sadness,Already processed
The Distance,Travis,sadness,Already processed
Nightingale,Laura Veirs,sadness,Already processed
Wish You Were Here,The Get Up Kids,sadness,Already processed
It's Over,Sondre Lerche,sadness,Already processed
The Sea,Van She,sadness,Already processed
Sea Breezes,Roxy Music,sadness,Already processed
Open Your Eyes,School of Seven Bells,sadness,Already processed
Jealousy,Cary Brothers,sadness,Already processed
No Hope,Cults,sadness,Already processed
Careless Love,Bonnie 'Prince' Billy,sadness,Already processed
Memory,The Seatbelts,sadness,Already processed
Save Me From Myself,Vertical Horizon,sadness,Already processed
Femme Fatale,Owen,sadness,Already processed
Valentine,The Replacements,sadness,Already processed
Just Like Anyone,Soul Asylum,sadness,Already processed
Love,The Sundays,sadness,Already processed
Love Song,Third Day,sadness,Already processed
Lost,The Church,sadness,Already processed
It Never Entered My Mind,The Embassy,sadness,Already processed
A Reminder,The Perishers,sadness,Already processed
Teenager,The Thrills,sadness,Already processed
Wasted Time,Best Coast,sadness,Already processed
Clouds,The Go-Betweens,sadness,Already processed
Golden,Red House Painters,sadness,Already processed
Summer Long,Papercuts,sadness,Already processed
Secret,Joe Purdy,sadness,Already processed
I Can't Wait,The Sundays,sadness,Already processed
Make It Mine,Styrofoam,sadness,Already processed
Magnetized,Garbage,sadness,Already processed
Stay,MNDR,sadness,Already processed
Josephine,The Magnetic Fields,sadness,Already processed
Lucy,Hanson,sadness,Already processed
Days of Wine and Roses,Henry Mancini,sadness,Already processed
All My Life,Evan Dando,sadness,Already processed
Nobody,The Replacements,sadness,Already processed
Humiliation,Jay-Jay Johanson,sadness,Already processed
Salome,Old 97's,sadness,Already processed
Apologize,Billie the Vision & the Dancers,sadness,Already processed
Awake,Josh Groban,sadness,Already processed
Hold Still,Sleeping at Last,sadness,Already processed
Wonderland,Sol Seppy,sadness,Already processed
Wish You Were Here,Lady Gaga,sadness,Already processed
Sleepwalkers,The Hundred in the Hands,sadness,Already processed
If Only,Amy Studt,sadness,Already processed
Stewart's Coat,Rickie Lee Jones,sadness,Already processed
Bees,Laura Cantrell,sadness,Already processed
Seattle,The Classic Crime,sadness,Already processed
Grow Old With Me,Mary Chapin Carpenter,sadness,Already processed
Bleeding Heart,The Go Find,sadness,Already processed
Attention,Kelis,sadness,Already processed
Baby It's You,Casiotone for the Painfully Alone,sadness,Already processed
Igloo,The Go Find,sadness,Already processed
Willow,The Field Mice,sadness,Already processed
Shame,The Hidden Cameras,sadness,Already processed
Factory Girl,Whiskeytown,sadness,Already processed
Over,Maximilian Hecker,sadness,Already processed
Hands,Little Boots,sadness,Already processed
The End,Ellie Goulding,sadness,Already processed
Scarlet,Brooke Fraser,sadness,Already processed
Joy,Anne Marie Almedal,sadness,Already processed
Four Strong Winds,Ian & Sylvia,sadness,Already processed
Sundance,Violet Indiana,sadness,Already processed
Yes,New Buffalo,sadness,Already processed
Mixed Emotions,Annie,sadness,Already processed
Snow,The Innocence Mission,sadness,Already processed
On/Off,Neva Dinova,sadness,Already processed
Indian Summer,Mandy Moore,sadness,Already processed
Broken,David Nevue,sadness,Already processed
Fly,Groove Collective,sadness,Already processed
Go Away,Archer Prewitt,sadness,Already processed
Mexico,The Refreshments,sadness,Already processed
The Conversation,The Lodger,sadness,Already processed
Beautiful Blue,Holly McNarland,sadness,Already processed
When You Go,Lightning Dust,sadness,Already processed
Strange Days,Matthew Good,sadness,Already processed
Waterloo Sunset,Elliott Smith,sadness,Already processed
Time,Ben's Brother,sadness,Already processed
Hymn,Audrey,sadness,Already processed
"Don't Think Twice, It's Alright",Joan Baez,sadness,Already processed
Morning Sun,Dawn Landes,sadness,Already processed
Stranded,Shawn Colvin,sadness,Already processed
Simple Twist of Fate,Jerry Garcia Band,sadness,Already processed
Time,Susanna and the Magical Orchestra,sadness,Already processed
Mary Magdalene,Patty Larkin,sadness,Already processed
Sometimes,Ebba Forsberg,sadness,Already processed
Mars,The Lucksmiths,sadness,Already processed
Forgiveness,Craig Urquhart,sadness,Already processed
Spirit,The Go-Betweens,sadness,Already processed
Do You Realize?,Orenda Fink,sadness,Already processed
Someone Like You,Shawn Colvin,sadness,Already processed
Still,Kira Fontana,sadness,Already processed
Seven Sisters,Bell Hollow,sadness,Already processed
Northern Lights,Peter Kater,sadness,Already processed
Mermaid,Lily Holbrook,sadness,Already processed
Epitaph,Badly Drawn Boy,reflective,Already processed
Cinnamon,The Long Winters,joy,Already processed
Promise,Pedro the Lion,sadness,Already processed
Everything Flows,Teenage Fanclub,reflective,Already processed
Roller Coaster,Justin Bieber,reflective,Already processed
These Days,Ane Brun,sadness,Already processed
Temporary,Rogue Wave,neutral,Already processed
Pills,Gary Jules,reflective,Already processed
On the Road Again,Johnny Cash & Willie Nelson,reflective,Already processed
Blood,Tindersticks,reflective,Already processed
Natalie Portman,Team Sleep,reflective,Already processed
Dialogue,And Also The Trees,sadness,Already processed
Lions,Jonquil,sadness,Already processed
First Light,Racing Glaciers,sadness,Already processed
I Don't Wanna Miss a Thing,Pomplamoose,sadness,Already processed
You Can Leave Your Hat On,Tom Jones,excitement,Already processed
Out of Control,Nothing's Carved In Stone,sadness,Already processed
Tsunami,サザンオールスターズ,reflective,Already processed
Cigarettes,Hey Marseilles,sadness,Already processed
Peggy Gordon,Sinéad O'Connor,calm,Already processed
A Million Years,David Gray,reflective,Already processed
Waking Life,Schuyler Fisk,joy,Already processed
Thank You,Nell,reflective,Already processed
Amsterdam,The Dresden Dolls,sadness,Already processed
Somewhere Out There,Linda Ronstadt,calm,Already processed
Restless,Gordon Lightfoot,reflective,Already processed
Smoke Gets in Your Eyes,Roxy Music,reflective,Already processed
Danny Boy,The Seekers,sadness,Already processed
One,菅野よう子,reflective,Already processed
Slowly,Joystick,reflective,Already processed
No Man's Land,June Tabor,reflective,Already processed
It's Alright,메이트,sadness,Already processed
Blessed,Cheryl Wheeler,reflective,Already processed
Rain,Indiefox,reflective,Already processed
Amazing Grace,Patsy Cline,neutral,Already processed
Remember Me,박새별,sadness,Already processed
The Mountain,Maddy Prior,reflective,Already processed
Waiting,Joan Jeanrenaud,sadness,Already processed
Cloudburst,Indiefox,reflective,Already processed
Last Song,巡音ルカ,sadness,Already processed
In The Arms Of Sleep,Smashing Pumpkins,reflective,Already processed
I Need,Matt Lancaster,reflective,Already processed
God Give Me Strength,Elvis Costello live with the Metropole Orkest,neutral,Already processed
Lost,카라,sadness,Already processed
Yearning,The New Loutonians,sadness,Already processed
True Colours,Cyndi Lauper,sadness,Already processed
Waiting For The Sun,Featherlike,sadness,Already processed
Wish,Winterleaves,neutral,Already processed
Marian,Goldbarne,sadness,Already processed
The Last Time,The Illuminations,reflective,Already processed
Barcelona,Freddie Mercury & Montserat Caballé,reflective,Already processed
Bold As Love,Jimi Hendrix Experience,sadness,Already processed
Yearning,Winterleaves,sadness,Already processed
Soweto,Robson Banda and the New Black Eagles,sadness,Already processed
Sirens,The Broadway Cast,neutral,Already processed
On My Own,Les Miserables,sadness,Already processed
Save Me,Muse,neutral,Already processed
Blackjack,Tortoise,sadness,Already processed
Today,Ride,reflective,Already processed
Lightspeed,Twin Atlantic,reflective,Already processed
Mexico,"Jump, Little Children",sadness,Already processed
Springtime,Leatherface,sadness,Already processed
Poison,The Constantines,reflective,Already processed
Sleep Well Tonight,The Dissociatives,neutral,Already processed
Hummingbird,George Winston,reflective,Already processed
Valerie,Brother Firetribe,reflective,Already processed
Unconditional,William Ackerman,reflective,Already processed
Ondine,Suzanne Ciani,calm,Already processed
Escape,菅野よう子,sadness,Already processed
Drive Away,Thomas Newman,calm,Already processed
Journey,Elane,sadness,Already processed
Deeper,Rabbit In The Moon,reflective,Already processed
Greensleeves,Laura Sullivan,reflective,Already processed
Mad World,Ed Alleyne-Johnson,reflective,Already processed
Light My Fire,George Winston,sadness,Already processed
Impromptu,Saint-Preux,sadness,Already processed
Friend,Samiam,sadness,Already processed
Heaven,Jim Brickman,sadness,Already processed
Timeless,Uncanny,reflective,Already processed
The Waves,Dharma One vs. Jukka Eskola,reflective,Already processed
Momentum,Ambient Generation,neutral,Already processed
Blackjack,Swati,sadness,Already processed
You Don't Know What Love Is,Elisa Rodrigues,sadness,Already processed
Time Machine,I Not Dance,reflective,Already processed
Heartbeats,ELEW,neutral,Already processed
Bleed,The Negro Problem,reflective,Already processed
The Journey,Martin Solomon,sadness,Already processed
Forever,Fresh Millions,reflective,Already processed
Radio,The Party of Helicopters,sadness,Already processed
Feathers,Nina June,reflective,Already processed
Asshole,A,neutral,Already processed
The Getaway,Pretty Girls Make Graves,sadness,Already processed
