track,artist,final_emotion,lyrics,reason
The Moon Scolds the Morning Star,Cul de Sac,excitement,,LYRICS_NOT_FOUND
You look great when I'm high,The Brian Jonestown Massacre,reflective,,LYRICS_NOT_FOUND
Eye of Adia,Ozric Tentacles,excitement,,LYRICS_NOT_FOUND
India,1200 Micrograms,excitement,,LYRICS_NOT_FOUND
Power of Celtic,Shiva Shidapu,reflective,,LYRICS_NOT_FOUND
Part Three,Mike Oldfield,excitement,,LYRICS_NOT_FOUND
Part Four,Mike Oldfield,sadness,,LYRICS_NOT_FOUND
Shimmering Flats (Ambient),Jason Hayes,joy,,LYRICS_NOT_FOUND
Flying in the Rain,Tau Kita,joy,,LYRICS_NOT_FOUND
Act of Light,Max Corbacho,reflective,,LYRICS_NOT_FOUND
Lotus Feet (Live),Shakti,excitement,,LYRICS_NOT_FOUND
assassin,梶浦由記,neutral,,LYRICS_NOT_FOUND
Diana,Synaulia,sadness,,LYRICS_NOT_FOUND
Caves: Diving into the Darkness,George Fenton,excitement,,LYRICS_NOT_FOUND
Spirit's Pulse - Omnia Remix,Andy Moor,neutral,,LYRICS_NOT_FOUND
Dance (Original Mix),Droplex,calm,,LYRICS_NOT_FOUND
Let's Get Ourselves Together (Millenium Mix),Santana,excitement,,LYRICS_NOT_FOUND
Orbis de Ignis,Dead Can Dance,sadness,,LYRICS_NOT_FOUND
Algir - Tognatale,Wardruna,reflective,,LYRICS_NOT_FOUND
Matsuri,Kitaro,joy,,LYRICS_NOT_FOUND
Beams,Tape,calm,,LYRICS_NOT_FOUND
Orochi,Kitaro,calm,,LYRICS_NOT_FOUND
Our Angel's Ululu,Deerhoof,neutral,,LYRICS_NOT_FOUND
Song of White,Vangelis,reflective,,LYRICS_NOT_FOUND
Well of Wisdom,2002,calm,,LYRICS_NOT_FOUND
Spiritual State (Featuring Uyama Hiroto),Nujabes,neutral,,LYRICS_NOT_FOUND
Spiritus Khayyam,Globus,joy,,LYRICS_NOT_FOUND
Angels of Victory,Aeoliah,calm,,LYRICS_NOT_FOUND
Anger of the Earth,Nomak,calm,,LYRICS_NOT_FOUND
Delta Rain Dream,Jon Hassell,joy,,LYRICS_NOT_FOUND
(Cloud Dead Number Five) (2),cLOUDDEAD,reflective,,LYRICS_NOT_FOUND
All Of Them!,Hans Zimmer,reflective,,LYRICS_NOT_FOUND
Other Side of Antarctica,Vangelis,reflective,,LYRICS_NOT_FOUND
Robbery song,Tha Trickaz,neutral,,LYRICS_NOT_FOUND
Call of the Tribes,Karunesh,neutral,,LYRICS_NOT_FOUND
Beethoven's Silence,Ernesto Cortazar,neutral,,LYRICS_NOT_FOUND
For All Seasons,Yanni,excitement,,LYRICS_NOT_FOUND
Sarabande,Secret Garden,neutral,,LYRICS_NOT_FOUND
Ancestral Legacy,Rudy Adrian,calm,,LYRICS_NOT_FOUND
Part 2: Resolution,John Coltrane,neutral,,LYRICS_NOT_FOUND
Dark Was The Night (Cold Was The Ground),Blind Willie Johnson,sadness,,LYRICS_NOT_FOUND
Romance,Kitaro,calm,,LYRICS_NOT_FOUND
Fortaleza,Renaud Garcia-Fons,neutral,,LYRICS_NOT_FOUND
Main Theme Of Final Fantasy IV,植松伸夫,joy,,LYRICS_NOT_FOUND
River of Creation,Diane Arkenstone,joy,,LYRICS_NOT_FOUND
The Snake Charmer,Medwyn Goodall,calm,,LYRICS_NOT_FOUND
Vision of Mahakala,Sina Vodjani,reflective,,LYRICS_NOT_FOUND
Boeves Psalm,Lars Hollmer,excitement,,LYRICS_NOT_FOUND
WiseMan,Frank Ocean,reflective,,LYRICS_NOT_FOUND
Scientas,The Shamen,calm,,LYRICS_NOT_FOUND
Plus au sud,Yann Tiersen,joy,,LYRICS_NOT_FOUND
So May It Secretly Begin,Pat Metheny Group,calm,,LYRICS_NOT_FOUND
WHAT PLANET IS THIS.,The Seatbelts,reflective,,LYRICS_NOT_FOUND
Altitude (Bonus Track),Hybrid,reflective,,LYRICS_NOT_FOUND
She (Strings),Suede,reflective,,LYRICS_NOT_FOUND
Oil Rig,Trevor Rabin,reflective,,LYRICS_NOT_FOUND
"Nocturne in E minor, op.72 no.1",Frédéric Chopin,reflective,,LYRICS_NOT_FOUND
Russell In The Hole,Shawn Lee,reflective,,LYRICS_NOT_FOUND
MOON (eco.size),Gabriela Robin,reflective,,LYRICS_NOT_FOUND
Get The Key,Patrick Doyle,neutral,,LYRICS_NOT_FOUND
ENTER CLOWN,BUCK-TICK,anger,,LYRICS_NOT_FOUND
WHO'S CLOWN?,BUCK-TICK,neutral,,LYRICS_NOT_FOUND
Bruleé,Ratatat,joy,,LYRICS_NOT_FOUND
Hakuna Matata,Nathan Lane,excitement,,LYRICS_NOT_FOUND
Derezzed (remixed by Avicii),Daft Punk,excitement,,LYRICS_NOT_FOUND
Eurodancer,Dj Mangoo,reflective,,LYRICS_NOT_FOUND
Start a Band,And So I Watch You From Afar,neutral,,LYRICS_NOT_FOUND
Tiger Girl,65daysofstatic,joy,,LYRICS_NOT_FOUND
Our Hearts Of Ruin,Blue Sky Black Death,joy,,LYRICS_NOT_FOUND
Patricia's Moving Picture,The Go! Team,joy,,LYRICS_NOT_FOUND
E18,Detektivbyrån,joy,,LYRICS_NOT_FOUND
Sun In Your Eyes,Above & Beyond,reflective,,LYRICS_NOT_FOUND
Pjanoo (Radio Edit),Eric Prydz,joy,,LYRICS_NOT_FOUND
Colossus,Thomas Bangalter,excitement,,LYRICS_NOT_FOUND
Bullseye,KDrew,joy,,LYRICS_NOT_FOUND
Lights Dim,The American Dollar,joy,,LYRICS_NOT_FOUND
Section 15 (Ensure Your Reservation),The Polyphonic Spree,joy,,LYRICS_NOT_FOUND
Just for Today,Hybrid,joy,,LYRICS_NOT_FOUND
So Electric,Lifelike,joy,,LYRICS_NOT_FOUND
The Whistle Song,Frankie Knuckles,joy,,LYRICS_NOT_FOUND
A Three Legged Workhorse,This Will Destroy You,joy,,LYRICS_NOT_FOUND
unflexible grids,Mouse on the Keys,joy,,LYRICS_NOT_FOUND
Kantarelle,Rymdkraft,excitement,,LYRICS_NOT_FOUND
The Son of Flynn (Ki:Theory remix),Daft Punk,excitement,,LYRICS_NOT_FOUND
Salt Water,Chicane,reflective,,LYRICS_NOT_FOUND
Posed By Models,Young Marble Giants,calm,,LYRICS_NOT_FOUND
Titan (Original Mix),Thomas Bronzwaer,reflective,,LYRICS_NOT_FOUND
Friday Fall,Secede,joy,,LYRICS_NOT_FOUND
Monolith,CFCF,joy,,LYRICS_NOT_FOUND
Hook Shot,Wolfgang Gartner,joy,,LYRICS_NOT_FOUND
Inaugural Pop Music for Jane Margaret Byrne,Sufjan Stevens,calm,,LYRICS_NOT_FOUND
Fast-Track,Radiohead,joy,,LYRICS_NOT_FOUND
Theswere,Autechre,calm,,LYRICS_NOT_FOUND
Migration,Birdy Nam Nam,joy,,LYRICS_NOT_FOUND
Descendant of Shinobi,植松伸夫,joy,,LYRICS_NOT_FOUND
Carolina Shout,James P. Johnson,joy,,LYRICS_NOT_FOUND
Voyage To India,Stevie Wonder,sadness,,LYRICS_NOT_FOUND
The Lizard,Alex Skolnick Trio,joy,,LYRICS_NOT_FOUND
Theme From A Summer Place,Percy Faith & His Orchestra,reflective,,LYRICS_NOT_FOUND
Csardas-Gypsy Dance,David Garrett,joy,,LYRICS_NOT_FOUND
Igloo,Karen O and the Kids,joy,,LYRICS_NOT_FOUND
My Diamond Star Car,Deerhoof,joy,,LYRICS_NOT_FOUND
Turkey Chase,Bob Dylan,joy,,LYRICS_NOT_FOUND
Heckler Spray,Pavement,joy,,LYRICS_NOT_FOUND
Kingdom Dance,Alan Menken,joy,,LYRICS_NOT_FOUND
Groovin’ High,Dizzy Gillespie,joy,,LYRICS_NOT_FOUND
Nothing To Lose But Your Head,AUGUSTINES,joy,,LYRICS_NOT_FOUND
Sunchyme (radio edit),Dario G,joy,,LYRICS_NOT_FOUND
Aldeia de Ogum,Joyce,joy,,LYRICS_NOT_FOUND
Evening in the Tavern,Paweł Błaszczak,joy,,LYRICS_NOT_FOUND
Red Carpet Extend-o-matic,Kyle Gabler,joy,,LYRICS_NOT_FOUND
Coming Home Baby,Skeewiff,joy,,LYRICS_NOT_FOUND
Emmet's Morning,Mark Mothersbaugh,joy,,LYRICS_NOT_FOUND
Sonnenrad,Michael Rother,joy,,LYRICS_NOT_FOUND
In a Mellow Tone,Erroll Garner,joy,,LYRICS_NOT_FOUND
Onegai! Senorita,ORANGE RANGE,joy,,LYRICS_NOT_FOUND
Minas,Milton Nascimento,joy,,LYRICS_NOT_FOUND
Critter Tripper Fritter!?,植松伸夫,joy,,LYRICS_NOT_FOUND
Танго разбитых сердец,Григорий Лепс,joy,,LYRICS_NOT_FOUND
Rock-A-Bye,George Benson,joy,,LYRICS_NOT_FOUND
Impersonating Shifu,Hans Zimmer,excitement,,LYRICS_NOT_FOUND
Kit Kat Jam,Dave Matthews Band,calm,,LYRICS_NOT_FOUND
Panther Dash,The Go! Team,joy,,LYRICS_NOT_FOUND
Tsuxiit,Islands,joy,,LYRICS_NOT_FOUND
Certified,Calvin Harris,joy,,LYRICS_NOT_FOUND
Popcorn,Hot Butter,joy,,LYRICS_NOT_FOUND
Parade,Air,joy,,LYRICS_NOT_FOUND
Threshold (8 Bit),Brian LeBarton,joy,,LYRICS_NOT_FOUND
As Serious as Your Life,Four Tet,joy,,LYRICS_NOT_FOUND
"The Black Hawk War, or, How to Demolish an Entire Civilization and Still Feel Good About Yourself in the Morning, or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, or...",Sufjan Stevens,joy,,LYRICS_NOT_FOUND
[Untitled],Neutral Milk Hotel,joy,,LYRICS_NOT_FOUND
Helix,Justice,joy,,LYRICS_NOT_FOUND
The Sun Smells Too Loud,Mogwai,joy,,LYRICS_NOT_FOUND
Smile Around the Face,Four Tet,joy,,LYRICS_NOT_FOUND
Flynn,Ratatat,joy,,LYRICS_NOT_FOUND
Spandex Man,Mr. Scruff,joy,,LYRICS_NOT_FOUND
The Fucked Jam,Ween,joy,,LYRICS_NOT_FOUND
"Yo, Ho (A Pirate's Life for Me)",Disney Chorus,joy,,LYRICS_NOT_FOUND
Spazzmatica Polka,Kevin Macleod,joy,,LYRICS_NOT_FOUND
Golf,Parry Gripp,joy,,LYRICS_NOT_FOUND
In the Back of a Taxi,Penguin Cafe Orchestra,joy,,LYRICS_NOT_FOUND
Guardia Millenial Fair,光田康典,joy,,LYRICS_NOT_FOUND
The Untouchables (End Title),Ennio Morricone,joy,,LYRICS_NOT_FOUND
Eden 1,Tortoise,joy,,LYRICS_NOT_FOUND
Caribea,Moondog,joy,,LYRICS_NOT_FOUND
Farm Boy,植松伸夫,joy,,LYRICS_NOT_FOUND
Comin' Home Baby (Duet With Boyz II Men),Michael Bublé,joy,,LYRICS_NOT_FOUND
Azure Haze,Jeff Loomis,joy,,LYRICS_NOT_FOUND
The Hop (feat. Bajka),Radio Citizen,joy,,LYRICS_NOT_FOUND
Live Jazz,Dimitri from Paris,joy,,LYRICS_NOT_FOUND
MISATO,鷺巣詩郎,joy,,LYRICS_NOT_FOUND
March Of The Nucleotides,Bit Shifter,joy,,LYRICS_NOT_FOUND
The Homecoming,Camel,joy,,LYRICS_NOT_FOUND
Adverse Camber,Tortoise,joy,,LYRICS_NOT_FOUND
Smuggeldans 3000,Rymdkraft,joy,,LYRICS_NOT_FOUND
Broken Wings,梶浦由記,joy,,LYRICS_NOT_FOUND
Sirocco,Pram,joy,,LYRICS_NOT_FOUND
Alpha Beta Gaga - JACKSON REMIX,Air,joy,,LYRICS_NOT_FOUND
The Famous Mister B,Bruno Coulais,joy,,LYRICS_NOT_FOUND
Lazy Bones,Esquivel,joy,,LYRICS_NOT_FOUND
Aerodynamik,Kraftwerk,joy,,LYRICS_NOT_FOUND
Mice Circus,"Bruno Coulais, Hungrarian Symphony Orchestra Budapest & Laurent Petitgirard",joy,,LYRICS_NOT_FOUND
Spink and Forcible,"Bruno Coulais, Bernard Paganotti, Hungrarian Symphony Orchestra Budapest & Laurent Petitgirard",joy,,LYRICS_NOT_FOUND
Computer Games,Yellow Magic Orchestra,joy,,LYRICS_NOT_FOUND
The Utopia Proclamation,Bit Shifter,joy,,LYRICS_NOT_FOUND
"Charm, Beauty, Truth and Strangeness",Bit Shifter,joy,,LYRICS_NOT_FOUND
Dragons,Caravan Palace,excitement,,LYRICS_NOT_FOUND
Gravitas,Little People,joy,,LYRICS_NOT_FOUND
Невеста,Мумий Тролль,excitement,,LYRICS_NOT_FOUND
Soul Bossa Nova,Quincy Jones And His Orchestra,excitement,,LYRICS_NOT_FOUND
Def Beat,Junkie XL,joy,,LYRICS_NOT_FOUND
pilote - turtle (bonobo mix),Bonobo,joy,,LYRICS_NOT_FOUND
Cats on Mars,菅野よう子,excitement,,LYRICS_NOT_FOUND
Light Is In Your Eyes,Voodoo Child,reflective,,LYRICS_NOT_FOUND
Don't Trust The Kids,Ashra,reflective,,LYRICS_NOT_FOUND
The Side Stepper,The Bamboos,sadness,,LYRICS_NOT_FOUND
Dalalai,Bond,excitement,,LYRICS_NOT_FOUND
Caffeine,Mattias IA Eklundh,excitement,,LYRICS_NOT_FOUND
Music To Watch Space Girls By,Leonard Nimoy,reflective,,LYRICS_NOT_FOUND
End Creditouilles,Michael Giacchino,excitement,,LYRICS_NOT_FOUND
Little Trees And Mysteries,Easily Embarrassed,reflective,,LYRICS_NOT_FOUND
London Telecommunicating,The Polish Ambassador,excitement,,LYRICS_NOT_FOUND
Influência Do Jazz,Tamba Trio,joy,,LYRICS_NOT_FOUND
SUMMER PARADE,DEPAPEPE,excitement,,LYRICS_NOT_FOUND
Spiderwebbed,Tortoise,joy,,LYRICS_NOT_FOUND
Strain,Chelsea Wolfe,neutral,,LYRICS_NOT_FOUND
Crank Calls,Brian Regan,excitement,,LYRICS_NOT_FOUND
Woodpecker No. 1,Merzbow,neutral,,LYRICS_NOT_FOUND
Theme of Sudden Roundabout,Autechre,excitement,,LYRICS_NOT_FOUND
Spiral Blast,Merzbow,neutral,,LYRICS_NOT_FOUND
Everything I Do Gonna Be Funky (From Now On),Lou Donaldson,joy,,LYRICS_NOT_FOUND
4-11-05,Fantômas,excitement,,LYRICS_NOT_FOUND
Multiplies,Yellow Magic Orchestra,excitement,,LYRICS_NOT_FOUND
The Darkest Evening of the Year,Emancipator,neutral,,LYRICS_NOT_FOUND
The Way Home,Magic Sword,reflective,,LYRICS_NOT_FOUND
Shimamoto,Kettel,reflective,,LYRICS_NOT_FOUND
Mess,Anamanaguchi,reflective,,LYRICS_NOT_FOUND
Bombs for Throwing at You,Aperture Science Psychoacoustics Laboratory,reflective,,LYRICS_NOT_FOUND
deboutonner,Modeselektor,reflective,,LYRICS_NOT_FOUND
Welcome To Chaos Theatre,Nigel Godrich,calm,,LYRICS_NOT_FOUND
B.P. Empire (original),Infected Mushroom,sadness,,LYRICS_NOT_FOUND
Listen to This,Bart B More & Harvard Bass,reflective,,LYRICS_NOT_FOUND
Safari Strut,The Whitefield Brothers,reflective,,LYRICS_NOT_FOUND
Swerve - Original Mix,Excision & Downlink,reflective,,LYRICS_NOT_FOUND
growing up,Lullatone,joy,,LYRICS_NOT_FOUND
Hollow in the Ferns,Craig Armstrong,calm,,LYRICS_NOT_FOUND
When I Feel the Sea Beneath My Soul,Taj Mahal,neutral,,LYRICS_NOT_FOUND
Acutus,Synaulia,reflective,,LYRICS_NOT_FOUND
Brighid,Kellianna,reflective,,LYRICS_NOT_FOUND
Relapse,OVERWERK,excitement,,LYRICS_NOT_FOUND
Bury Them Bones,Emancipator,reflective,,LYRICS_NOT_FOUND
Pick Up (Four Tet Mix Edit),Bonobo,joy,,LYRICS_NOT_FOUND
Anthrazit,Aes Dana,reflective,,LYRICS_NOT_FOUND
Landscapes,Camel,calm,,LYRICS_NOT_FOUND
The Father And The Son And The Holy Ghost,John Coltrane,calm,,LYRICS_NOT_FOUND
Jupiter Variation,John Coltrane,reflective,,LYRICS_NOT_FOUND
Crackerblocks,Ozric Tentacles,sadness,,LYRICS_NOT_FOUND
Strangeitude,Ozric Tentacles,sadness,,LYRICS_NOT_FOUND
Your Lady,John Coltrane,calm,,LYRICS_NOT_FOUND
Dusk,Friends of Dean Martinez,neutral,,LYRICS_NOT_FOUND
Moja (Part 1),Miles Davis,neutral,,LYRICS_NOT_FOUND
Salaam (remix for Irina Mikhailova),Kaya Project,excitement,,LYRICS_NOT_FOUND
Screens,Animal Collective,reflective,,LYRICS_NOT_FOUND
Ayako,Guitar,joy,,LYRICS_NOT_FOUND
Afro-Blue,John Coltrane,reflective,,LYRICS_NOT_FOUND
Tatu (Part 1),Miles Davis,neutral,,LYRICS_NOT_FOUND
Raga Manj Khamaj,Ravi Shankar,reflective,,LYRICS_NOT_FOUND
Sunhair (System 7 Stargate Mix),Ozric Tentacles,sadness,,LYRICS_NOT_FOUND
Nebra,Man Of No Ego,reflective,,LYRICS_NOT_FOUND
THEY SHOOT HORSES DON'T THEY?,Racing Cars,reflective,,LYRICS_NOT_FOUND
Evolution,John Coltrane,reflective,,LYRICS_NOT_FOUND
Nne (Part 1) (Ife),Miles Davis,reflective,,LYRICS_NOT_FOUND
"Part 3 - Pursuance, Part 4 - Psalm",John Coltrane,reflective,,LYRICS_NOT_FOUND
"Papa's Got a Brand New Pigbag [12"" Mix]",Pigbag,excitement,,LYRICS_NOT_FOUND
Well-Tempered Clavier,M. Ward,calm,,LYRICS_NOT_FOUND
"Duet for Guitars, No. 3",M. Ward,joy,,LYRICS_NOT_FOUND
Melanine,Tycho,romantic,,LYRICS_NOT_FOUND
Epigram,Tycho,romantic,,LYRICS_NOT_FOUND
Warm Thoughts,Flume,romantic,,LYRICS_NOT_FOUND
Summer Gypsy,Nujabes,romantic,,LYRICS_NOT_FOUND
Sundriped,Com Truise,romantic,,LYRICS_NOT_FOUND
Gathering,Beach Fossils,romantic,,LYRICS_NOT_FOUND
The Little Heart Beats So Fast,The Field,romantic,,LYRICS_NOT_FOUND
Knight Moves,Gonzales,romantic,,LYRICS_NOT_FOUND
Jazz Potato,Mr. Scruff,romantic,,LYRICS_NOT_FOUND
Morning Fog,Danger Mouse & Daniele Luppi,romantic,,LYRICS_NOT_FOUND
Down 3,Stars of the Lid,romantic,,LYRICS_NOT_FOUND
Dalarna,Mando Diao,romantic,,LYRICS_NOT_FOUND
paralel Suns,Autechre,romantic,,LYRICS_NOT_FOUND
Kroost Kids,Kettel,romantic,,LYRICS_NOT_FOUND
Sea Spray,Lone,romantic,,LYRICS_NOT_FOUND
4 Moms,A Tribe Called Quest,romantic,,LYRICS_NOT_FOUND
Horse Steppin,Sun Araw,romantic,,LYRICS_NOT_FOUND
Life of the Bird,The Cinematic Orchestra,romantic,,LYRICS_NOT_FOUND
Cloud 909,Lone,romantic,,LYRICS_NOT_FOUND
Cross the Ocean,Helios,romantic,,LYRICS_NOT_FOUND
"Love Theme (From ""Blade Runner"")",Vangelis,romantic,,LYRICS_NOT_FOUND
Carry With Us,Helios,romantic,,LYRICS_NOT_FOUND
Mandelgroove,Blue Man Group,romantic,,LYRICS_NOT_FOUND
Victoria's Secret,Quiet Village,romantic,,LYRICS_NOT_FOUND
Aquamarine,Lone,romantic,,LYRICS_NOT_FOUND
Eple (Full Version),Röyksopp,romantic,,LYRICS_NOT_FOUND
Ultramarine,Lone,romantic,,LYRICS_NOT_FOUND
Lifewish,Ochre,romantic,,LYRICS_NOT_FOUND
Love Teacher,Nicolas Jaar,romantic,,LYRICS_NOT_FOUND
Get Involved,Pete Rock,romantic,,LYRICS_NOT_FOUND
Coreshine Voodoo,Lone,romantic,,LYRICS_NOT_FOUND
Silver (Robot Baby Mix),Tripswitch,romantic,,LYRICS_NOT_FOUND
Cruz,高木正勝,romantic,,LYRICS_NOT_FOUND
Arcadia (Boys Noize remix),Apparat,romantic,,LYRICS_NOT_FOUND
Lost In The Zoo,Goddamn Electric Bill,romantic,,LYRICS_NOT_FOUND
Leja,Pryda,romantic,,LYRICS_NOT_FOUND
Sparkle Up,The High Llamas,romantic,,LYRICS_NOT_FOUND
Movie Finale,Madlib,calm,,LYRICS_NOT_FOUND
Computer Face/Pure Being,Flying Lotus,excitement,,LYRICS_NOT_FOUND
Data.Matrix,Ryoji Ikeda,excitement,,LYRICS_NOT_FOUND
Raga Jog,Ravi Shankar,excitement,,LYRICS_NOT_FOUND
Part 3: Pursuance; Part 4: Psalm,John Coltrane,neutral,,LYRICS_NOT_FOUND
"7th Symphony, 2nd movement",Ludwig van Beethoven,excitement,,LYRICS_NOT_FOUND
Ishtar,Sao Vicente,romantic,,LYRICS_NOT_FOUND
Keepin' It Steel (The Anvil),Amon Tobin,romantic,,LYRICS_NOT_FOUND
The Chicken,Jaco Pastorius,romantic,,LYRICS_NOT_FOUND
Jello,Lux,romantic,,LYRICS_NOT_FOUND
Mara Despina,Can Atilla,romantic,,LYRICS_NOT_FOUND
Heart of Darkness,Friends of Dean Martinez,romantic,,LYRICS_NOT_FOUND
Mea Culpa (Fading Shades Mix) (100 bpm),Enigma,romantic,,LYRICS_NOT_FOUND
IBM,Throbbing Gristle,romantic,,LYRICS_NOT_FOUND
Egyptian Reggae (Live),Jonathan Richman And The Modern Lovers,romantic,,LYRICS_NOT_FOUND
Airglow Fires,Lone,joy,,LYRICS_NOT_FOUND
Is This Music?,Teenage Fanclub,joy,,LYRICS_NOT_FOUND
Dance Floor Stalker,Flying Lotus,joy,,LYRICS_NOT_FOUND
AT2,araabMUZIK,joy,,LYRICS_NOT_FOUND
Halcyon [Tom Middleton Re-Model],Orbital,joy,,LYRICS_NOT_FOUND
Buckie High,Boards of Canada,joy,,LYRICS_NOT_FOUND
Akiko,Guitar,joy,,LYRICS_NOT_FOUND
M.I.R.A.,Sunny Lax,joy,,LYRICS_NOT_FOUND
Skyscrapers,Deodato,joy,,LYRICS_NOT_FOUND
The Fusion,Omnia & Ira,joy,,LYRICS_NOT_FOUND
Viola (Armin Van Buuren Remix),Moogwai,joy,,LYRICS_NOT_FOUND
"I'm Interesting, Cheerful & Sociable",Errorsmith,joy,,LYRICS_NOT_FOUND
Lost Language,Aly & Fila,joy,,LYRICS_NOT_FOUND
The Ocean (Goldtripp Remix),Oxygene,joy,,LYRICS_NOT_FOUND
The Theme (Radio Edit),Jurgen Vries,joy,,LYRICS_NOT_FOUND
First Circle,Pat Metheny,joy,,LYRICS_NOT_FOUND
Spring Breeze,DJ Roc,joy,,LYRICS_NOT_FOUND
Through Your Eyes (Original Mix),Giuseppe Ottaviani,joy,,LYRICS_NOT_FOUND
The Art Of Love (Protoculture Remix),M.I.K.E.,joy,,LYRICS_NOT_FOUND
Tears of Life,Pokémon,joy,,LYRICS_NOT_FOUND
Stay (Original Mix),Alphazone,joy,,LYRICS_NOT_FOUND
Altra (Original Mix),Adam Szabo,joy,,LYRICS_NOT_FOUND
"""1812"" Overture",Pyotr Ilyich Tchaikovsky,joy,,LYRICS_NOT_FOUND
とんでもマウンテン２ / Mount Amazing 2,Soichi Terada,joy,,LYRICS_NOT_FOUND
Sunrise (Dj Tiësto mix),Goldenscan,joy,,LYRICS_NOT_FOUND
Terra Firma,Delerium,reflective,,LYRICS_NOT_FOUND
Quitter's Raga,Gold Panda,sadness,,LYRICS_NOT_FOUND
Heliopolis,Banco De Gaia,joy,,LYRICS_NOT_FOUND
Secret Vows,Yanni,calm,,LYRICS_NOT_FOUND
Mereen,Ramin Djawadi,excitement,,LYRICS_NOT_FOUND
A-Gusta,Safri Duo,neutral,,LYRICS_NOT_FOUND
Blues Nile,Jon Hassell,excitement,,LYRICS_NOT_FOUND
How Much Reality Can You Take?,Banco De Gaia,joy,,LYRICS_NOT_FOUND
Beer as in Braindeer,Matching Mole,excitement,,LYRICS_NOT_FOUND
Taboo,Arthur Lyman,neutral,,LYRICS_NOT_FOUND
Samarkand,Elane,sadness,,LYRICS_NOT_FOUND
Vibuthi,Ozric Tentacles,excitement,,LYRICS_NOT_FOUND
Kenya,Rippingtons,joy,,LYRICS_NOT_FOUND
Meia Lua (Steve Gibbs mix),Tremor,reflective,,LYRICS_NOT_FOUND
COUSCOUS,Mr. Flash,excitement,,LYRICS_NOT_FOUND
Find You Here,Welder,excitement,,LYRICS_NOT_FOUND
Magnan Imus,Two Steps from Hell,neutral,,LYRICS_NOT_FOUND
Civilization,System 7,excitement,,LYRICS_NOT_FOUND
Thrashing Breath Texture,Ozric Tentacles,excitement,,LYRICS_NOT_FOUND
Extasis,Midival Punditz,excitement,,LYRICS_NOT_FOUND
Mektoub,System 7,neutral,,LYRICS_NOT_FOUND
Behold,Future World Music,excitement,,LYRICS_NOT_FOUND
Seti 1,Banco De Gaia,excitement,,LYRICS_NOT_FOUND
Seaside Meditation,Osibisa,excitement,,LYRICS_NOT_FOUND
Temple of India,DJ Aligator,joy,,LYRICS_NOT_FOUND
Batukau,System 7,joy,,LYRICS_NOT_FOUND
Teen Town (live),Jaco Pastorius,joy,,LYRICS_NOT_FOUND
The Fade (Fade Mix),Ambassador,joy,,LYRICS_NOT_FOUND
La Moraima,Rafa El Tachuela,excitement,,LYRICS_NOT_FOUND
Dele Khosh Bavar,Shohreh,excitement,,LYRICS_NOT_FOUND
Au Dessous Du Volcan,Yann Tiersen,romantic,,LYRICS_NOT_FOUND
Waiting for the Lights,Alan Menken,romantic,,LYRICS_NOT_FOUND
Soledad,Astor Piazzolla,romantic,,LYRICS_NOT_FOUND
La noyée II,Yann Tiersen,romantic,,LYRICS_NOT_FOUND
Untitled IV,Sigur Rós,romantic,,LYRICS_NOT_FOUND
Lo Que Vendra,Astor Piazzolla,romantic,,LYRICS_NOT_FOUND
Things With Wings,Liz Story,romantic,,LYRICS_NOT_FOUND
Mina/Dracula,Wojciech Kilar,romantic,,LYRICS_NOT_FOUND
The Cello Song,Steven Sharp Nelson,romantic,,LYRICS_NOT_FOUND
Cantabile,Michel Petrucciani,romantic,,LYRICS_NOT_FOUND
Malagueña,Brian Setzer,romantic,,LYRICS_NOT_FOUND
Kiss The Rain 비를 맞다,Yiruma,romantic,,LYRICS_NOT_FOUND
"The Orchestral Tubular Bells, Pt. 2",Mike Oldfield,romantic,,LYRICS_NOT_FOUND
"Symphony No. 5 in E Minor, Op.64: I. Andante - Allegro con anima",Pyotr Ilyich Tchaikovsky,romantic,,LYRICS_NOT_FOUND
Für Elise,Ludwig van Beethoven,romantic,,LYRICS_NOT_FOUND
Moonlight Sonata,Ludwig van Beethoven,romantic,,LYRICS_NOT_FOUND
La Valse des monstres,Yann Tiersen,romantic,,LYRICS_NOT_FOUND
The Blue Danube,Johann Strauss II,romantic,,LYRICS_NOT_FOUND
"Prelude in E Minor, Op. 28, No. 4",Frédéric Chopin,romantic,,LYRICS_NOT_FOUND
Träumerei,Robert Schumann,romantic,,LYRICS_NOT_FOUND
Reverie,Claude Debussy,romantic,,LYRICS_NOT_FOUND
Liebestraum,Franz Liszt,romantic,,LYRICS_NOT_FOUND
"Ballade No. 4 in f minor, Op. 52",Frédéric Chopin,romantic,,LYRICS_NOT_FOUND
Glasgow Love Theme,Craig Armstrong,romantic,,LYRICS_NOT_FOUND
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,romantic,,LYRICS_NOT_FOUND
For the Love of a Princess,James Horner,romantic,,LYRICS_NOT_FOUND
Hungarian Dance No. 5 in G minor,Johannes Brahms,romantic,,LYRICS_NOT_FOUND
Forever in Love,Kenny G,romantic,,LYRICS_NOT_FOUND
A Gift of a Thistle,James Horner,romantic,,LYRICS_NOT_FOUND
Rue Des Cascades,Yann Tiersen,romantic,,LYRICS_NOT_FOUND
"Nocturne in E-flat major, Op. 9, No.2",Frédéric Chopin,romantic,,LYRICS_NOT_FOUND
