track,artist,final_emotion
Seven Joys of Mary,Great Big Sea,joy
"O Savior, Thou Who Wearest a Crown (O Sacred Head Now Wounded)",Jon Schmidt,excitement
Faith,Benjy Wertheimer,excitement
Magnificat (Canon),Taizé,excitement
Marche funebre,Luigi Cherubini,excitement
San Pier Damiani: Quis infelici fletus,Omni Die,excitement
Agnus Dei,John Rutter,joy
Western Wind Mass: Gloria,John Taverner,excitement
Mary Mary (Stigmatic mix),Chumbawamba,excitement
Kyrie Leroy,John Taverner,calm
Tali,Toires,excitement
Hymn To The Endless Creator,Keith Jarrett,excitement
Osanna in excelsis,American Bach Soloists,sadness
"Tallis: Miserere nostri, Domine",Stile Antico,calm
Yesterday Once More (1991 Remix),Carpenters,excitement
Morgen Kinder wirds was geben,Christmazz,excitement
Erratic Artist,Dada Dumdums,reflective
Easter Night Procession,Keith Jarrett,excitement
Solfeggio (1964),Arvo Pärt,neutral
Rejoice unto the Lord,William Byrd,excitement
Easter Hymn,Keith Jarrett,excitement
Buddhist's monk's choir,Buddhist Monks of Maitri Vihar Monastery,excitement
Cantus IV - Omnia Vincit Amor: The Word,"Schola Musica, Martin Dagenais (Conductor)",excitement
Polyphonic song: Edi beo thu hevene quene,Anonymous 4,calm
There is no rose,The Tallis Scholars,excitement
Kyrie,William Mundy,sadness
Fragment from the Divine Litur,Ensemble Sreteniye,excitement
Peccavimus,Christopher Tye,sadness
Balsamus Et Munda Cera,Guillaume Dufay,excitement
Western Wind Mass: Agnus Dei,John Taverner,excitement
Sequence: O ignis spiritus paracliti,Anonymous 4,excitement
Savior Like A Shepherd Lead Us,Mary Beth Carlson,excitement
O viridissima virga (O greenest branch hail),Sinfonye,excitement
Abide with Me,Libera,excitement
Beati omnes qui timent,Farallon Recorder Quartet,reflective
Communio- Regina Mundi,Ensemble Gilles Binchois,reflective
festina lente for strings and harp ad lib,Arvo Pärt,excitement
"In te, Domine, speravi",Giacomo Carissimi,excitement
Deliciae Meae,Nicholas Lens,sadness
Et Misericordia,Natasha Marsh,excitement
Missus est Angelus Gabriel (Orlande de Lassus),Zephyrus,excitement
He Shall Feed His Flock,Georg Friedrich Händel,excitement
Silver Gun,Zhuzha & Petrovich,excitement
Ode for St. Cecilia's Day,Henry Purcell,joy
All things bright and beautiful,John Rutter,joy
In Nomine No. 2,William Byrd,excitement
Sheppard: Sacris solemniis,The Tallis Scholars,excitement
O Frondens Virga,Hildegard von Bingen,excitement
The Immeasurable Space of Tones,John Luther Adams,calm
The Healing of Hand,Kelvin Mockingbird,excitement
Sacred To The Pain,Axiom Funk,excitement
Crazy Horse,John Trudell,excitement
Unbaptized,Dada Dumdums,reflective
Après un rêve,Tenebrae,excitement
36 Illuminations / Orot Ganuziim b'Hanukah,Shoshannah,joy
Medicine Wheel,Kate Wolf,joy
Domine Deus,Andrea Bocelli,excitement
"Rex caeli, Domine maris (Musica enchiriadis) (Voice)",Capella Antiqua München,reflective
Solar Spirit,Asiatronic,joy
Agnus Dei,Thomas Tallis,excitement
Pie Jesu,Joseph McManners,excitement
"Requiem Mass in D minor, K.626: I. Introitus - Requiem",Bruno Walter,excitement
Hare (Mc)Krishna,Krishna Das,excitement
Jaya Bhagavan,Tina Malia,excitement
Weihnachtsblues,Christmazz,excitement
Hear my prayer,Felix Mendelssohn,excitement
Be Still My Soul,Jean Sibelius,excitement
The 1st Ode of the Easter Kanon,Ensemble Sreteniye,excitement
Vox in Rama (Jacobus Clemens non Papa),Zephyrus,excitement
Love Song,Sandal,excitement
Christe Redemptor omnium,The Tallis Scholars,excitement
Singin' In The Rain [from Singin' in The Rain],Gene Kelly,excitement
Shadows,Peter Phippen,excitement
Souls of My Ancestors,Delia Chariker,calm
Love bade me welcome,John Tavener,excitement
Flos ortus/Celsa cedrus,Orlando Consort,excitement
Credo In Unum Deum,Ensemble Gilles Binchois,excitement
V'shamru,Laurence Juber,excitement
Jerusalem,Lesley Garrett,joy
Love Song,Zhuzha & Petrovich,excitement
Last until dawn,Christmazz,excitement
Ave Maria,Lesley Garrett,excitement
Gelsvas Mėnuo III,Altorių Šešėliai,excitement
Into the Bones,Tom Kenyon,excitement
Tantum ergo sacramentum,Ensemble Organum,excitement
Christmas on my own,Christmazz,excitement
In Christ Alone,Anthem Lights,excitement
The Green Man,Martin Donnelly,excitement
A Sad Pavan for these distracted times,Thomas Tomkins,excitement
Kyrie from Missa Christus Resurgens,Adrian Willaert,excitement
Clemens: Missa Pastores quidnam vidistis: Sanctus & Benedictus,The Tallis Scholars,excitement
Requiem,William Coulter,excitement
Sanctus from Mass for 4 Voices,Thomas Tallis,excitement
Agnus Dei,Luigi Cherubini,excitement
Making Universe,Sandal,sadness
One Faith,John Michael Talbot,excitement
Mass in G Minor: Sanctus,"The Choir of New College, Oxford",reflective
CSM70 Eno nome de Maria,Universalia in Re,excitement
In Tempore Paschali (Mass for 5 voices),Chanticleer,excitement
Stay A While,Cantamus,excitement
"Dors Mon Enfant, 1798 (Reichardt)","Hespèrion XXI, Montserrat Figueras",excitement
Orichaoco,Francisco Aguabella,excitement
Procession from 'Ordo Virtutum',Hildegard von Bingen,sadness
War Dance,Midnite Express,excitement
Veni Sancte Spiritus,John Dunstable,excitement
Anima Christi,Marco Frisina,excitement
Isn't This A Lovely Day (To Be Caught In The Rain?),Dick Haymes,excitement
"O Come, All ye Faithful",Gustav Holst,excitement
San Lazaro,Francisco Aguabella,excitement
"Evening Hymn: ""The day is past and gone""",Paul Hillier,excitement
Oh du schöne Weihnachtszeit,Christmazz,excitement
"Ave, beata femina",Joglaresa,excitement
Remember O Thou Man,Richard Thompson,excitement
Renaissance Hymn (Let Zion in Her Beauty Rise / Saints Behold How Great Jehovah),Jon Schmidt,joy
Easter Medley: Because He Lives / My Redeemer Lives / Arise My Love,Anthem Lights,excitement
Song for the unification of Europe (Patrices version),Zbigniew Preisner,excitement
"Meet it is, Bulgarian Chant",Ensemble Sreteniye,excitement
You Don't Have To Say You Love Me (Digitally Mastered - April 1992),Vic Damone,excitement
Weihnachtstage,Christmazz,excitement
Tour Guide,Young Bird,excitement
I'm Not Your Bird,Sandal,excitement
Merry Christmas,Christmazz,excitement
Introït (Salve Sancta Parens),Ensemble Organum,excitement
Came into the church,Kyiv Chamber Choir,excitement
Comfort ye,Georg Friedrich Händel,excitement
Sweet Hour of Prayer (Live),The Vocal Majority,excitement
O My Soul rise,Ensemble Sreteniye,excitement
When the clouds come,Manos Hadjidakis,excitement
Mass Of The Immaculate Conception,Benedictine Monks Of St. Wandrille,excitement
4 Shelby,Cree Spirit,excitement
They Can't Take That Away from Me [From The Barkleys of Broadway],Fred Astaire,excitement
I'm Not Your Bird,Zhuzha & Petrovich,excitement
Titti,Alex Smoke,excitement
Berliner Messe,Arvo Pärt,excitement
I Like Myself [from It's Alway Fair Weather],Gene Kelly,excitement
I Got It Bad And That Ain't Good,Julie London,excitement
Komm oh Tod du Schlafes Bruder,Hubert Von Goisern,sadness
Love Is Here To Stay (from AN AMERICAN IN PARIS) (LP Version),Gene Kelly,excitement
Miserere {20},Gregorio Allegri,excitement
Harmony,Lifeisround,joy
Communio : Beati mundo corde,Chant Meditation,excitement
Ambulans Iesus,Schola Antiqua (Madrid),excitement
"Aria: ""Be Thou But Near""",E. Power Biggs,excitement
Lead Me Lord (Fettke),Tom Fettke,excitement
There Is a Balm in Gilead,Mahalia Jackson,excitement
Countess esterhazy,Manos Hadjidakis,excitement
Making Universe,Zhuzha & Petrovich,excitement
The Angel Gabriel,"The Choir Of Trinity College, Cambridge",excitement
Videntes Stellam,The Choir Of New College Oxford,excitement
Dekalog II: Thou shalt not take the name of the Lord thy God in vain (2),Zbigniew Preisner,excitement
"Herr Christ, der einig Gottes Sohn, BuxWV 192",Dietrich Buxtehude,excitement
Ave Verum Corpus,James Last,excitement
Burning Times - Charlie Murphy,Charlie Murphy,excitement
Lame & Languid,Paradox,excitement
Sonata 14 The Assumption of The Blessed Virgin,Pavlo Beznosiuk,excitement
And The Glory,Georg Friedrich Händel,excitement
Mitleids Ode,Christmazz,excitement
New Britain (Amazing Grace),Anonymous 4,excitement
Ave Verum,Karl Jenkins,excitement
Slaughter Your World,Looking For Group,excitement
"Geduld, wenn mich falsche Zungen stechen!",Karl Richter,excitement
"Hymns Mash-up, Pt. 2: Come Thou Fount / Be Thou My Vision / I Need Thee Every Hour / Stand Amazed in the Presence / Amazing Grace",Anthem Lights,excitement
Parting Hand,Anonymous 4,excitement
Kyrie eleison,"St. John's College Choir, Cambridge",excitement
Pärt: Tabula Rasa,"Alfred Schnittke, Tatjana Gridenko, Gidon Kremer, Saulius Sondeckis; Lithuanian Chamber Orchestra",excitement
Magnificat,Thomas Tallis,excitement
In Hydraulis,"The Hilliard Ensemble, Antoine Busnois",excitement
Candidi facti sunt,Thomas Tallis,excitement
Geschenkt!,Christmazz,excitement
Three Pieces in Old Style for string orchestra - Second Piece,Henryk Górecki,excitement
Footslide,Smokey Valley,excitement
Mass For Four Voices - Credo,Chapelle du Roi,excitement
White: Lamentations (5vv) (for five voices),The Tallis Scholars,excitement
Then shall the eyes of the blind,Georg Friedrich Händel,excitement
Spiritui Sancto,Hildegard von Bingen,excitement
Dance For the People,Warscout,excitement
Zagoralos',Ole Lukkoye,excitement
The Fifth Element,Michelle Mays,joy
Jesu Joy of Man's Desiring,Paul Haslem,excitement
Downward Spiral,Paradox,excitement
Hymn: O ignee spiritus,Anonymous 4,excitement
Videte miraculum,Chapelle du Roi,excitement
"""Mache dich, mein Geist, bereit"" BWV 115: Recitative (Tenor): ""Er sehnet sich nach unserm Schreien""",Ton Koopman,excitement
Bring Him Home,Elaine Paige,joy
Life,Lifeisround,joy
Cherubic Hymn,Sofia Armenian Choir & Bedros Papazian,excitement
Kommet ihr Hirten,Christmazz,excitement
Pianosa,Lifeisround,joy
Faithful One,Cliff Richard,excitement
"The Tree´s Dreams-Revelation 2:7; 22:1,2,14",Jan Rohrweg,reflective
Requiem (Missa pro defunctis) a 2-4: Graduale:  Si ambulem,Hilliard Ensemble/Paul Hillier,reflective
Dixit Dominus,Benevolo,excitement
Fantasy Land (Christmas In The TerrorZone),Neon Highwire,excitement
The Heavens Above (World),Hovia Edwards,calm
Conductus: Ave salus hominum,Anonymous 4,excitement
Mein Jesus schweigt zu falschen Lgen stille,Karl Richter,excitement
The 1st Ode of the Easter Kano,Ensemble Sreteniye,excitement
517 B.B.C.,Painted Horse,excitement
Tantum Ergo,Beth Nielsen Chapman,excitement
Messe de Saint Marcel / Alleluja: Disposui testamentum - Inveni David,Ensemble Organum,excitement
Golem,Alexander Goldscheider,sadness
Idumea,Anonymous 4,joy
Jingle Funk,Christmazz,excitement
Libera me: Dies irae,Giuseppe Verdi,excitement
Love By Numbers,Mint,excitement
Guru Brahma,Nada Shakti & Bruce Becvar,excitement
All That Is Sacred,Mychael Danna,excitement
Homo Quidam Fecit Coenam,Thomas Tallis,excitement
"L'adoration de la croix / Improperia: Agios o Theos, Sanctus Deus",Ensemble Organum,excitement
Kyrie,John Rutter,excitement
The Shitfaced Reindeer,Christmazz,excitement
Weihnachtsblues Part 2,Christmazz,excitement
Straight Honour Song,Eastern Eagle Singers,excitement
Honor virtus et potestas,Thomas Tallis,excitement
The Heather On The Hill [from Brigadoon],Gene Kelly,excitement
O Magnum Mysterium,The Choir Of New College Oxford,excitement
Go Santa Go,Christmazz,excitement
"Lauda Jerusalem, RV 609",Antonio Vivaldi,excitement
L'adoration de la croix / Tractus: Domine audivi auditum tuum,Ensemble Organum,excitement
Don't Cry for Me,Rock Hill,excitement
Stille Nacht,Christmazz,excitement
Ишопанишада,"Velehentor, Vishudha Kali & Closing The Eternity",excitement
Tchaikovsky-O Holy God,Kyiv Chamber Choir,excitement
Ubi Caritas,Voces8,excitement
Jesu Ohun,Gangbé Brass Band,excitement
Ney Improvisation In Makam Dugah,Various Artists,joy
Elemental Song,Lisa Thiel,excitement
Christmas Sellout,Christmazz,joy
Lifeisround,Lifeisround,joy
Weihnachtsmarktgefühle,Christmazz,excitement
Oh Tannenbaum,Christmazz,excitement
Die Weihnachtsmaus,Christmazz,excitement
Weihnachtsgeknuelz,Christmazz,excitement
"Lux Aeterna. Per soli, coro, archi, 2 corni",Domenico Cimarosa,excitement
Sirens Song,Lifeisround,joy
A night to remember,Christmazz,excitement
Men's Traditional Chicken Dance,Little Otter,excitement
Soldierz-Part One (In Memory of Evan Denny),Eyabay,excitement
Opus 43 Satz 1,Christmazz,excitement
"Miserere, Op. 44",Henryk Górecki,calm
Leaning On The Everlasting Arms,The Louvin Brothers,excitement
Sea of Life,Lifeisround,joy
Happy Birthday Jesus,Christmazz,excitement
The Source,Lifeisround,joy
Joyful Light (Kiev Chant),Sergei Rachmaninoff,excitement
Guide Me O Thou Great Jehovah,Huddersfield Choral Society,excitement
Song of the Sonoran,Lisa Thiel,excitement
Gloria: Laudamus te,Wolfgang Amadeus Mozart,excitement
Romance,James Last,excitement
Inevitable,Lifeisround,joy
Handel: Julius Caesar (Giulio Cesare): Kein rechter Sohn,Georg Friedrich Händel,excitement
"Turn Your Eyes (Yesterday, Today And Forever Album Version)",Vicky Beeching,joy
Last human,Christmazz,excitement
Sanctus: Messa a 4,Magnificat,excitement
Pure Vernunft Darf Niemals Siegen (Superpitcher/Wasserman Single Mix),Tocotronic,excitement
L'adoration de la croix / Tractus: Qui habitat in adiutorio altissimi,Ensemble Organum,excitement
In Your Face,Southern Boys,excitement
You don't Know,Christmazz,excitement
O for the wings of a dove - Psalm 55,"St. John's College Choir, Cambridge",excitement
Cross Faith,Christmazz,excitement
Beati Immaculati,Thomas Tallis,excitement
Hear my prayer - Psalm 55,"St. John's College Choir, Cambridge",excitement
True Faith Not Religion (demo 2002),Holy Cross,excitement
Credo: Messa a 4,Magnificat,excitement
Kyrie: Deus Creator,Thomas Tallis,excitement
Ev'ry Valley,Georg Friedrich Händel,excitement
Holy Sacred,Christmazz,excitement
Alive,Lifeisround,joy
Virgenes Del Sol,Uña Ramos,excitement
Tathagata,Nada Shakti & Bruce Becvar,excitement
Introitus: Lux Fulgebit,Capella Gregoriana,excitement
Stabat Mater (Part I),Alexander Goldscheider,joy
Miserere,The Hilliard Ensemble [Ensemble],excitement
Down To The River To Pray,Mormon Tabernacle Choir,joy
Pater noster,Hortus Musicus,excitement
Praise to Tara,Nada Shakti & Bruce Becvar,excitement
Another (mother) fuckin Chrizzmas Song,Christmazz,excitement
Palestrina : Alma redemptoris,Edward Higginbottom,excitement
Dark Forest Of Tyr-Fasul,Ascaron Entertainment,excitement
"Agnus Dei, Op. 11",The Sixteen,excitement
"Holy, Holy Lord",Sofia Armenian Choir & Bedros Papazian,calm
Maqam Nahawand,Hussein Al A'dhami,excitement
Magnificat (complete),Chamber Orchestra Perpetuum Mobile,excitement
IT'S A GAME,Sami Yusuf,excitement
What Goes Up,Kay Starr,excitement
Domina,Faraualla,excitement
Dream Flight,Lisa Thiel,excitement
Conductus: O maria o felix puerpera,Anonymous 4,excitement
Te lucis ante terminum (festal),Thomas Tallis,excitement
Instrumentalt (Whistle Wind),Lisbeth Wennberg,joy
Sacred Praises,Brulé,excitement
Be Still My Soul,Aled Jones,excitement
Omnia Tempus Habent,Alexander Goldscheider,excitement
Audivi Vocem De Coelo,Thomas Tallis,excitement
Spasyeniye sodyelal (Salvation is Created),Slavyanka Men's Chorus,excitement
Hymn for the Dormition of the,John Tavener,excitement
For Me And My Gal [from For Me And My Gal],Judy Garland & Gene Kelly,excitement
O Filii et Filiae (O Sons and Daughters),"The Cathedral Singers, Richard Proulx (conductor)",excitement
Electricity,Lifeisround,joy
So Beautiful,Lifeisround,joy
Chi ci separerà,Marco Frisina,excitement
Resta qui con noi,Gen Rosso,excitement
These Years,Matt Monro,excitement
Subterranean Vespers,Mantraman,sadness
Duruflé : Requiem Op.9 : V Pie Jesu,Maurice Duruflé,excitement
The Body Of Our Lord,Sofia Armenian Choir & Bedros Papazian,excitement
Be Thou My Vision,Pete Huttlinger,excitement
Mother and Child (extract),John Tavener,excitement
Diletsky: Praise The Name of the Lord,Estonian Philharmonic Chamber Choir,excitement
Come Home,Lifeisround,joy
"""Schau, lieber Gott, wie meine Feind"" BWV 153: Recitative (Alto): ""Mein liebster Gott""",Ton Koopman,excitement
The Lord's Holy Spirit,Sofia Armenian Choir & Bedros Papazian,excitement
Gustate e vedete,Marco Frisina,excitement
Introit: Puer Natus Est Nobis,Thomas Tallis,excitement
Conscious,Lifeisround,joy
Afterlife/Judgement,John Bence,excitement
Sedona,Lifeisround,joy
"Coronation Mass in C Major, KV. 317: VI. Angus Dei","Berliner Philharmoniker, Igor Markevitch",excitement
Heaven,Lifeisround,joy
Astakhar Shiva Mantra,Surajit Das,excitement
Ilahi (Hymn) In Makam Dugah,Various Artists,joy
Life is Sound,Lifeisround,joy
Always,Lifeisround,joy
Мокрая,Sandal,excitement
Awakening,Lifeisround,joy
'Tis So Sweet to Trust in Jesus,Pete Huttlinger,excitement
Gabriel's Message,The Choir of Southwark Cathedral,excitement
Pacem in terris,Marco Frisina,excitement
Joy,Lifeisround,joy
Omnes amici mei,Giacomo Antonio Perti,excitement
Kadosh (Rev. 4:8),Faith Massive,excitement
Around Us,Lifeisround,joy
Art of Silence,Lifeisround,joy
Through All the World Below,Ruth Barrett,excitement
Alleluia: Per Te Dei Genitrix,Thomas Tallis,excitement
Round Dance Song 1,Gordon McGilvery,excitement
The Sacred Honey Rice Crackers full,Klour & Nok,excitement
"Biber: Rosary Sonata 1 in D Minor, The Annunciation","Sand, Craig and Dornenburg",excitement
Psalm 23,Howard Goodall,joy
Nostra gloria è la croce,Marco Frisina,excitement
Reality,Lifeisround,joy
The New Life,Lifeisround,joy
Prologue: Chorus Of Exiled Jews (LP Version),John Adams,excitement
Grechaninov-To the Holy Virgin,Kyiv Chamber Choir,excitement
Redeemer,Steven Sharp Nelson,excitement
Alleluia: Adorabo,Monks of the Abbey of Saint-Wandrille,excitement
"O Sion, loda il Salvatore",Marco Frisina,excitement
Ave Maria,Voces8,excitement
Raghupati,The Third Planet,excitement
"Dedication Song to Nelson ""Coco"" Small Legs, Jr. (World)",Young Grey Horse Society,excitement
"Bach, JS : Cantata No.178 Wo Gott der Herr nicht bei uns hält BWV178 : I Chorus - ""Wo Gott der Herr nicht bei uns hält"" [Choir]",Nikolaus Harnoncourt,excitement
Be Gentle,Lifeisround,joy
Tibetan Chant,Namgyal Monks,excitement
How Firm a Foundation,Maddy Prior and the Carnival Band,excitement
"Mercy, Peace & Blessed Sacrifice",Sofia Armenian Choir & Bedros Papazian,excitement
Find Your Self,Lifeisround,joy
Warm,Lifeisround,joy
Into Silence,Lifeisround,joy
All Creatures Of Our God And King,The Choir of St. Mary's Episcopal Cathedral,excitement
Tin Oreotita Tis Parthenias,Vangelis & Irene Papas,excitement
2012,Lifeisround,joy
Ancient Sea,Reid DeFever,excitement
Easy,Lifeisround,joy
Moses,Vox,excitement
Lo! He Comes With Clouds Descending,The Schola Cantorum of St. Peter's in the Loop,excitement
Missa de Batalla: II. Gloria,La Capella Reial de Catalunya,excitement
Abide with me,Libera/Robert Prizeman,excitement
Pbro. José de Orejón y Aparicio - Counterpoint at 4 above Do Re Mi Fa Sol La: A la Concepción de Nuestra Señora,Cantoría de la Basílica de Nuestra Señora del Socorro,excitement
The Cry,Lifeisround,joy
Its True,Lifeisround,joy
Tantum Ergo,Les Nouvelles Polyphonies Corses,excitement
"Lotus Call, Pt. 1 (Vajra Guru Mantra)",Büdi Siebert,excitement
Felix Namque (II),Thomas Tallis,excitement
Ferrabosco the Elder: Lamentations I,The Tallis Scholars,excitement
Christ Has Come Among Us,Sofia Armenian Choir & Bedros Papazian,excitement
The Love,Lifeisround,joy
Who is the  Great Lord - a) By,Ensemble Sreteniye,excitement
"Gregorian Chant: Ave verum Corpus, Sequentia in Honorem SS. Sacramenti",Benedictine Monks of the Abbey of St. Maurice & St. Maur,excitement
Bortniansky: I Lift Up My Eyes To The Mountains (Concerto No. 24),Estonian Philharmonic Chamber Choir,excitement
Easter Sequence (Victimae Paschali Laudes - Gregorian Chant),The Cambridge Singers,excitement
In Space,Lifeisround,joy
O Holy Jesus,The Cathedral Singers,excitement
Love is Little,FiddleSticks with Lisa Arrington,excitement
ARTPOP (iTunes Festival Studio Version),Lady Gaga,excitement
Tantum ergo,Corou de Berra,excitement
Cuore di Cristo,Marco Frisina,excitement
Instrumentalt (Back To Paradise),Lisbeth Wennberg,joy
De Wiehnachtsbackerie,Christmazz,excitement
O salutaris hostia (Andrea Gabrieli),Chanticleer,excitement
Psalm 13 - A Prayer,Joel David Brandon,sadness
Love Life,Lifeisround,joy
Maps (Michael Mayer And Tobias Thomas Mix),Ada,excitement
Jerusalem,Liverpool Cathedral Choir,joy
"Praise ye the Lord, ye children",Christopher Tye,excitement
Intertribal,Whitefish Bay Singers,excitement
"Glory To You, Lord",Sofia Armenian Choir & Bedros Papazian,excitement
Organic,Lifeisround,joy
Amazing Grace,The Pipes and Drums and Military Band of the Royal Scots Dragoon Guards,excitement
Una Hora - Responsorio (Modo VII) (1999 Digital Remaster),Coro De Monjes Del Monasterio De Silos,excitement
Creation Sings,Steve Pettit Evangelistic Team,excitement
"Icaro to Connect With the Earth, Sky and Water Spirits",Don Pedro Guerra Gonzales,excitement
Pure and Simple,Lifeisround,joy
Duo: Stabat Mater dolorosa,Giovanni Battista Pergolesi,excitement
Из Молбеног Канона Пресветоj Богородици,Divna Ljubojevic,excitement
Duo: O quam tristis et afflicta,Giovanni Battista Pergolesi,excitement
One Divine,Shimshai & the Natural MystiquEnsemble,excitement
"Toccata, Adagio, and Fugue for organ in C major, BWV 564",Johann Sebastian Bach,excitement
Alleluia,Lumina Vocal Ensemble,excitement
Auditui meo (Soprano),Giuseppe Sarti,excitement
When I Survey the Wondrous Cross / Jesus Paid it All / I Surrender All,Janice Faber,joy
"Bach, JS : Cantata No.198 Lass, Fürstin, lass noch einen Strahl BWV198 : II Recitative - ""Dein Sachsen, dein bestürztes Meissen"" [Boy Soprano]",Gustav Leonhardt,excitement
Ave Maria,Carmen Monarcha,excitement
Spiritual Dialogue (Amen For Your Soul),Sofia Armenian Choir & Bedros Papazian,excitement
Ring Christmas Bells,Ardyth & Jennifer,excitement
Venite Popoli Lodate (Salmo 66),Scott Pfitzinger,excitement
Our Father,Sofia Armenian Choir & Bedros Papazian,excitement
Let Go,Lifeisround,joy
Ave Maria,Mirusia Louwerse,excitement
Star In the East,The Rose Ensemble,joy
"Duo: Fac, ut ardeat cor meum",Giovanni Battista Pergolesi,excitement
Panis angelicus,Juan Diego Flórez,excitement
Silent Night,The Choir of York Minster,excitement
Abide With Me,St. Olaf Choir,excitement
Lux Aeterna,Voces8,excitement
Now Thank We All Our God,Johann Crüger,excitement
Which Was The Son Of ...,Arvo Pärt,excitement
Iqbalni l yawm (Reçois moi Seigneur - Receive me ô Lord),Soeur Marie Keyrouz,excitement
"Sallalahu Ala Muhammed (Yunus Emre (Ilahileri), Turkey, 13th Century)",Oni Wytars Ensemble,excitement
Ambee Dagheets,Dragonsfly,joy
Fresh,Lifeisround,joy
Arikara Song,Mandaree,excitement
Es geht daher des Tages Schein,Petr Eben,excitement
Missa Euge bone: II. Credo,Christopher Tye,excitement
For Unto Us A Child,Georg Friedrich Händel,excitement
Les Corps glorieux: Force et agilite des corps glorieux,Olivier Messiaen,excitement
Cherubic Hymn,Dmitri Hvorostovsky,excitement
Voices,Lifeisround,joy
Be thou my vision,John Rutter and the Cambridge Singers,excitement
Motet: Sicut Cervus,Giovanni Pierluigi da Palestrina,excitement
Ethan's Dreams,Regina Hexaphone,calm
Santo... Nana,María Sabina,excitement
Komm oh Tod du Schlafes Bruder,Johann Sebastian Bach,sadness
Holy House Mix,Suzanne Sterling,excitement
Missa L'homme armé: Credo,Guillaume Dufay,excitement
Vidi turbam magnam - Kyrie,Gregorio Allegri,excitement
Sun-daze,Lifeisround,joy
"Evening hymn, ""O joyful light""",William Henry Harris,excitement
I Have Dreamed (The King And I),Matt Monro,excitement
O Holy One,Suzanne Sterling,excitement
Ave Maria,Juan Diego Flórez,excitement
Dreams (World),Tiinesha Begaye,excitement
The Lord's Prayer,Scott Pfitzinger,excitement
Via Dolorosa,Alma,excitement
Wondrous Love,Bobby Fisher,excitement
"Ah, holy, Jesu, how thou hast offended",Choir of the Abbey School Tewkesbury,excitement
Totus tuus Op. 60 (1987),Henryk Górecki,excitement
Via Dolorosa,Marie Josee,excitement
"Oh Haupt voll Blut und Wunden; Oh sacred head, now wounded",Markus Burger & Jan von Klewitz,excitement
"Handel: Rodelinda / Act 1 - ""Art thou troubled?""",Kathleen Ferrier,excitement
Buffalo Moon,Mato Grosso / Soul Eternity,excitement
Brumel: Missa Et ecce terrae motus: Agnus Dei,The Tallis Scholars,excitement
FOUNDATION (How Firm a Foundation),Bobby Fisher,excitement
Se Meu Povo (live),Coral Agnus Dei,excitement
Lux Aurumque,Laudate,sadness
Sequentia 'Veni Sancte Spiritus' (Missa in Dominicia Pentecostes),Schola Cantorum of Amsterdam Students,excitement
Via Dolorosa,Mel Kennedy W/ M~n~m Music,excitement
Adeste Fidelis,Juan Diego Flórez,excitement
Alleluia,Juan Diego Flórez,excitement
Judea,The Rose Ensemble,excitement
"HYFRYDOL (Alleluia, Sing to Jesus)",Bobby Fisher,excitement
Organ,greenwelter,reflective
Viene il Signore,Marco Frisina,excitement
Herald Angels,The Rose Ensemble,excitement
"Gloria, for 3 solo voices, chorus, trumpet, oboe, violin (ad lib), 2 violas, 2 cellos, strings & continuo in D major, RV 589",Nicholas Ward,excitement
Jesus The Light Of The World,The Rose Ensemble,excitement
Spaced,Lifeisround,joy
Kyrie (vidala-babuala),Juan Diego Flórez,excitement
May The Good Lord Bless You And Keep You,Kate Smith,joy
Draw Near,Lisbeth Wennberg,calm
Mystikal,Young Grey Horse,excitement
If Anything Will Come Of It,Keegan MILLER,excitement
"Lord of all hopefulness, Lord of all joy",Wells Cathedral Choir,excitement
Nada Impossivel (live),Coral Agnus Dei,excitement
Mantra II,Sonia Loinsworth,joy
Flos florum,René Clemencic,joy
Pange Lingua,A Sei Voci,excitement
"O God, Our Help In Ages Past",The Choir Of Westminster Abbey,excitement
Mass: Puer Natus Est Nobis - Gloria,Thomas Tallis,excitement
Is There Time,Lifeisround,joy
Noel Noel - Marius and Sebastian,Christmazz,excitement
All I want for Christmazz,Christmazz,excitement
Ernest Bloch - «Baal Shem»: II. Nigun,Maxim Vengerov & Itamar Golan,joy
Epiphanie - Reges Tharsis - Offertoire,Choeur Des Moines De L'Abbaye De Ligugé,excitement
Soara a Trombeta (live),Coral Agnus Dei,excitement
Spirit in the Sky,Mikeschair,excitement
To Saint Boniface: O Bonifaci,Sequentia,excitement
"Safer X-Mas - Bjoern, Arne & Sebastian",Christmazz,excitement
Meditations on God's Peace,SMS Orchestra,joy
Nada te turbe,Marco Frisina,excitement
"Lord, I Want To Be A Christian",The King's Heralds,joy
Crown Him With Many Crowns,The Choir of Liverpool Metropolitan Cathedral,excitement
Heavy Metal Santa,Christmazz,excitement
Commentary,Shri Anandi Ma,excitement
Pâques - Exsultet - Louange Pascale,Choeur Des Moines De L'Abbaye De Ligugé,excitement
Via Dolorosa,Camille Aragones,excitement
Butterfly Song,Heritage Kids,joy
R² @ In Sæcula Sec#lorum,Rosarium²,excitement
Fête De Saint Benoît - Terribilus - Introît,Choeur Des Moines De L'Abbaye D'En-Calcat,excitement
Wood And Nails (feat. Audrey Assad and Josh Garrels),The Porter's Gate Worship Project,joy
Mass: Puer Natus Est Nobis - Gradual: Viderunt Omnes,Thomas Tallis,excitement
