track,artist,track_clean,artist_clean,final_emotion
Behold the Lamb of God,Georg Friedrich Händel,behold the lamb of god,georg friedrich händel,joy
Ave Maria Guarani,Ennio Morricone,ave maria guarani,ennio morricone,excitement
Silouans Song,Arvo Pärt,silouans song,arvo pärt,sadness
Wie Lieblich Sind Deine Wohnungen,Johannes Brahms,wie lieblich sind deine wohnungen,johannes brahms,excitement
Te Deum,Arvo Pärt,te deum,arvo pärt,reflective
Ton Nimfona Sou Vlepo,Vangelis & Irene Papas,ton nimfona sou vlepo,vangelis irene papas,calm
Mahabharata,Blackfilm,mahabharata,blackfilm,joy
I. Lento - Sostenuto Tranquillo Ma Cantabile,Henryk Górecki,i lento sostenuto tranquillo ma cantabile,henryk górecki,reflective
Primitive Associations / Great Mass Above,Growing,primitive associations great mass above,growing,excitement
Bring Me Closer,Richard Davis,bring me closer,richard davis,joy
A Spotless Rose,Herbert Howells,a spotless rose,herbert howells,excitement
Ding Dong! Merrily On High,Chanticleer,ding dong merrily on high,chanticleer,excitement
Elementary Particles (re-edit),Bluetech,elementary particles reedit,bluetech,reflective
Ti Ipermacho Stratigo,Vangelis & Irene Papas,ti ipermacho stratigo,vangelis irene papas,excitement
Lilium,野間久美子,lilium,野間久美子,reflective
kyrie from Messe des morts,Marc-Antoine Charpentier,kyrie from messe des morts,marcantoine charpentier,excitement
O Crux benedicta,Carlo Gesualdo,o crux benedicta,carlo gesualdo,reflective
Stabat Mater 02,Giovanni Battista Pergolesi,stabat mater 02,giovanni battista pergolesi,sadness
Illumina faciem tuam,Carlo Gesualdo,illumina faciem tuam,carlo gesualdo,excitement
Benedicamus domino,Anonymous 4,benedicamus domino,anonymous 4,reflective
And The Beat Goes OM,Slackbaba,and the beat goes om,slackbaba,excitement
You And I (Trentemøller Remix),Filur,you and i trentemøller remix,filur,excitement
Intemerata Dei mater,Johannes Ockeghem,intemerata dei mater,johannes ockeghem,reflective
Jai Kali Ma,Bhagavan Das,jai kali ma,bhagavan das,joy
The Dance,George Winston,the dance,george winston,calm
Requiem: Pie Jesu,Gabriel Fauré,requiem pie jesu,gabriel fauré,excitement
Precibus et meritis beatae Mariae,Carlo Gesualdo,precibus et meritis beatae mariae,carlo gesualdo,excitement
Magnificat in C major 5,Giovanni Battista Pergolesi,magnificat in c major 5,giovanni battista pergolesi,excitement
Ave Regina caelorum,Michael Haydn,ave regina caelorum,michael haydn,excitement
Behin,Mercan Dede,behin,mercan dede,excitement
Dignus Est Deus,Monks Of The Abbey Of Notre Dame,dignus est deus,monks of the abbey of notre dame,excitement
21. Chorus Angelorum (En prompti ad mandata),Jan Dismas Zelenka, chorus angelorum en prompti ad mandata,jan dismas zelenka,excitement
O Vis Aeternitatis,Hildegard von Bingen,o vis aeternitatis,hildegard von bingen,joy
Salve Regina in C minor 2,Giovanni Battista Pergolesi,salve regina in c minor 2,giovanni battista pergolesi,reflective
"Never Born, Never Died",Music from the World of Osho,never born never died,music from the world of osho,joy
Le lai de la fonteinne 7,Guillaume de Machaut,le lai de la fonteinne 7,guillaume de machaut,excitement
Evening Tango,Roger Eno,evening tango,roger eno,neutral
"Palestrina: Lamentations for Holy Saturday (Lesson 3, 6vv) (for six voices)",The Tallis Scholars,palestrina lamentations for holy saturday lesson 3 6vv for six voices,the tallis scholars,reflective
Telemetry,Alex Smoke,telemetry,alex smoke,excitement
Gratias Agimus Tibi,Johann Sebastian Bach,gratias agimus tibi,johann sebastian bach,excitement
Descending Moonshine Dervishes,Terry Riley,descending moonshine dervishes,terry riley,joy
Tuba mirum,Alfred Schnittke,tuba mirum,alfred schnittke,neutral
Miserere II in C minor 10,Giovanni Battista Pergolesi,miserere ii in c minor 10,giovanni battista pergolesi,excitement
Bethlehem Down,Peter Warlock,bethlehem down,peter warlock,excitement
Hymn: Jesu corona virginum,Anonymous 4,hymn jesu corona virginum,anonymous 4,excitement
V. Heidebild (On the Heath),Richard Strauss,v heidebild on the heath,richard strauss,joy
Rain Of Blessings,Lama Gyurme,rain of blessings,lama gyurme,sadness
Audivi vocem,Thomas Tallis,audivi vocem,thomas tallis,reflective
Missa Brevis: Gloria,The Tallis Scholars,missa brevis gloria,the tallis scholars,excitement
Angelus,Monks Of The Abbey Of Notre Dame,angelus,monks of the abbey of notre dame,excitement
Chant,Phil Thornton,chant,phil thornton,joy
Ava Maria,Johann Sebastian Bach,ava maria,johann sebastian bach,excitement
In manus tuas Domine,Thomas Tallis,in manus tuas domine,thomas tallis,sadness
Ave maria...virgo serena (Josquin des Prez),Zephyrus,ave mariavirgo serena josquin des prez,zephyrus,reflective
O vis aeternitatis,Sequentia,o vis aeternitatis,sequentia,sadness
Atomium,Joris Vermeiren,atomium,joris vermeiren,excitement
Qui tollis peccata mundi,Johann Sebastian Bach,qui tollis peccata mundi,johann sebastian bach,excitement
The Farthest Place,John Luther Adams,the farthest place,john luther adams,neutral
Hymn to the Mother of God,John Tavener,hymn to the mother of god,john tavener,reflective
Lesson I for Maundy Thursday,Giovanni Pierluigi da Palestrina,lesson i for maundy thursday,giovanni pierluigi da palestrina,calm
Pärt: Zwei slawische Psalmen: Psalm 131,Estonian Philharmonic Chamber Choir,pärt zwei slawische psalmen psalm 131,estonian philharmonic chamber choir,reflective
Cantus in Memory of Benjamin Britten for Strings and Bells,Arvo Pärt,cantus in memory of benjamin britten for strings and bells,arvo pärt,excitement
Tant que vivrai,Claudin de Sermisy,tant que vivrai,claudin de sermisy,excitement
Almighty and everlasting God,Orlando Gibbons,almighty and everlasting god,orlando gibbons,reflective
Hymn of Nature (All Creatures of Our God and King),Jon Schmidt,hymn of nature all creatures of our god and king,jon schmidt,neutral
Electroflow,Alex Smoke,electroflow,alex smoke,excitement
Ego flos campi,Jacobus Clemens non Papa,ego flos campi,jacobus clemens non papa,reflective
I Wonder as I Wander,John Jacob Niles,i wonder as i wander,john jacob niles,joy
Vidit suum dulcem,Stabat Mater,vidit suum dulcem,stabat mater,excitement
Detting Te Deum,Georg Friedrich Händel,detting te deum,georg friedrich händel,excitement
Sancte Deus,Thomas Tallis,sancte deus,thomas tallis,excitement
If You Mean It,Alex Smoke,if you mean it,alex smoke,excitement
Alleluia. Nativitas,The Hilliard Ensemble,alleluia nativitas,the hilliard ensemble,excitement
Bionik (Guy Gerber Remix),Dominik Eulberg,bionik guy gerber remix,dominik eulberg,excitement
Haec dies,The Hilliard Ensemble,haec dies,the hilliard ensemble,excitement
Jubilate Deo,Guillaume Dufay,jubilate deo,guillaume dufay,sadness
When David heard,Thomas Weelkes,when david heard,thomas weelkes,sadness
Four Seasons,Hanggai,four seasons,hanggai,joy
Moment With You,Bahramji & Maneesh De Moor,moment with you,bahramji maneesh de moor,excitement
What joy so true,Thomas Weelkes,what joy so true,thomas weelkes,excitement
Fratres (for cello and piano),Arvo Pärt,fratres for cello and piano,arvo pärt,excitement
Berliner Messe - 6. Credo,Arvo Pärt,berliner messe 6 credo,arvo pärt,joy
Stabat Mater dolorosa,Antonio Vivaldi,stabat mater dolorosa,antonio vivaldi,calm
Inflammatus,Stabat Mater,inflammatus,stabat mater,excitement
"Erbarm dich mein, o Herre Gott",Jan Pieterszoon Sweelinck,erbarm dich mein o herre gott,jan pieterszoon sweelinck,sadness
Magnificat sexti toni,Adrian Willaert,magnificat sexti toni,adrian willaert,excitement
Hymn From A Great Temple,Keith Jarrett,hymn from a great temple,keith jarrett,excitement
Mille regretz,Josquin des Prez,mille regretz,josquin des prez,neutral
Prayer And Despair,Keith Jarrett,prayer and despair,keith jarrett,calm
"O viridissima virga, Ave",Sequentia,o viridissima virga ave,sequentia,excitement
Western Wind Mass: Benedictus,John Taverner,western wind mass benedictus,john taverner,excitement
Great Service: Magnificat,The Tallis Scholars,great service magnificat,the tallis scholars,excitement
Hymn For Easter Thursday,Keith Jarrett,hymn for easter thursday,keith jarrett,calm
Pass Over,Anastasia,pass over,anastasia,joy
Untitled #2,Gas,untitled 2,gas,excitement
Hymn For Good Friday,Keith Jarrett,hymn for good friday,keith jarrett,excitement
"O Savior, Thou Who Wearest a Crown (O Sacred Head Now Wounded)",Jon Schmidt,o savior thou who wearest a crown o sacred head now wounded,jon schmidt,excitement
Marche funebre,Luigi Cherubini,marche funebre,luigi cherubini,excitement
San Pier Damiani: Quis infelici fletus,Omni Die,san pier damiani quis infelici fletus,omni die,excitement
Western Wind Mass: Gloria,John Taverner,western wind mass gloria,john taverner,excitement
Kyrie Leroy,John Taverner,kyrie leroy,john taverner,calm
Tali,Toires,tali,toires,excitement
Hymn To The Endless Creator,Keith Jarrett,hymn to the endless creator,keith jarrett,excitement
Osanna in excelsis,American Bach Soloists,osanna in excelsis,american bach soloists,sadness
"Tallis: Miserere nostri, Domine",Stile Antico,tallis miserere nostri domine,stile antico,calm
Morgen Kinder wirds was geben,Christmazz,morgen kinder wirds was geben,christmazz,excitement
Erratic Artist,Dada Dumdums,erratic artist,dada dumdums,reflective
Easter Night Procession,Keith Jarrett,easter night procession,keith jarrett,excitement
Solfeggio (1964),Arvo Pärt,solfeggio 1964,arvo pärt,neutral
Rejoice unto the Lord,William Byrd,rejoice unto the lord,william byrd,excitement
Buddhist's monk's choir,Buddhist Monks of Maitri Vihar Monastery,buddhists monks choir,buddhist monks of maitri vihar monastery,excitement
Cantus IV - Omnia Vincit Amor: The Word,"Schola Musica, Martin Dagenais (Conductor)",cantus iv omnia vincit amor the word,schola musica martin dagenais conductor,excitement
Fragment from the Divine Litur,Ensemble Sreteniye,fragment from the divine litur,ensemble sreteniye,excitement
Peccavimus,Christopher Tye,peccavimus,christopher tye,sadness
Balsamus Et Munda Cera,Guillaume Dufay,balsamus et munda cera,guillaume dufay,excitement
Western Wind Mass: Agnus Dei,John Taverner,western wind mass agnus dei,john taverner,excitement
Sequence: O ignis spiritus paracliti,Anonymous 4,sequence o ignis spiritus paracliti,anonymous 4,excitement
Savior Like A Shepherd Lead Us,Mary Beth Carlson,savior like a shepherd lead us,mary beth carlson,excitement
O viridissima virga (O greenest branch hail),Sinfonye,o viridissima virga o greenest branch hail,sinfonye,excitement
Beati omnes qui timent,Farallon Recorder Quartet,beati omnes qui timent,farallon recorder quartet,reflective
Communio- Regina Mundi,Ensemble Gilles Binchois,communio regina mundi,ensemble gilles binchois,reflective
festina lente for strings and harp ad lib,Arvo Pärt,festina lente for strings and harp ad lib,arvo pärt,excitement
"In te, Domine, speravi",Giacomo Carissimi,in te domine speravi,giacomo carissimi,excitement
Et Misericordia,Natasha Marsh,et misericordia,natasha marsh,excitement
Missus est Angelus Gabriel (Orlande de Lassus),Zephyrus,missus est angelus gabriel orlande de lassus,zephyrus,excitement
He Shall Feed His Flock,Georg Friedrich Händel,he shall feed his flock,georg friedrich händel,excitement
Ode for St. Cecilia's Day,Henry Purcell,ode for st cecilias day,henry purcell,joy
In Nomine No. 2,William Byrd,in nomine no 2,william byrd,excitement
Sheppard: Sacris solemniis,The Tallis Scholars,sheppard sacris solemniis,the tallis scholars,excitement
O Frondens Virga,Hildegard von Bingen,o frondens virga,hildegard von bingen,excitement
The Immeasurable Space of Tones,John Luther Adams,the immeasurable space of tones,john luther adams,calm
The Healing of Hand,Kelvin Mockingbird,the healing of hand,kelvin mockingbird,excitement
Unbaptized,Dada Dumdums,unbaptized,dada dumdums,reflective
Après un rêve,Tenebrae,après un rêve,tenebrae,excitement
36 Illuminations / Orot Ganuziim b'Hanukah,Shoshannah,illuminations orot ganuziim bhanukah,shoshannah,joy
"Rex caeli, Domine maris (Musica enchiriadis) (Voice)",Capella Antiqua München,rex caeli domine maris musica enchiriadis voice,capella antiqua münchen,reflective
Solar Spirit,Asiatronic,solar spirit,asiatronic,joy
"Requiem Mass in D minor, K.626: I. Introitus - Requiem",Bruno Walter,requiem mass in d minor k626 i introitus requiem,bruno walter,excitement
Hare (Mc)Krishna,Krishna Das,hare mckrishna,krishna das,excitement
Jaya Bhagavan,Tina Malia,jaya bhagavan,tina malia,excitement
Weihnachtsblues,Christmazz,weihnachtsblues,christmazz,excitement
Hear my prayer,Felix Mendelssohn,hear my prayer,felix mendelssohn,excitement
The 1st Ode of the Easter Kanon,Ensemble Sreteniye,the 1st ode of the easter kanon,ensemble sreteniye,excitement
Vox in Rama (Jacobus Clemens non Papa),Zephyrus,vox in rama jacobus clemens non papa,zephyrus,excitement
Christe Redemptor omnium,The Tallis Scholars,christe redemptor omnium,the tallis scholars,excitement
Souls of My Ancestors,Delia Chariker,souls of my ancestors,delia chariker,calm
Love bade me welcome,John Tavener,love bade me welcome,john tavener,excitement
Flos ortus/Celsa cedrus,Orlando Consort,flos ortuscelsa cedrus,orlando consort,excitement
Credo In Unum Deum,Ensemble Gilles Binchois,credo in unum deum,ensemble gilles binchois,excitement
V'shamru,Laurence Juber,vshamru,laurence juber,excitement
Last until dawn,Christmazz,last until dawn,christmazz,excitement
Gelsvas Mėnuo III,Altorių Šešėliai,gelsvas mėnuo iii,altorių šešėliai,excitement
Into the Bones,Tom Kenyon,into the bones,tom kenyon,excitement
Christmas on my own,Christmazz,christmas on my own,christmazz,excitement
The Green Man,Martin Donnelly,the green man,martin donnelly,excitement
A Sad Pavan for these distracted times,Thomas Tomkins,a sad pavan for these distracted times,thomas tomkins,excitement
Kyrie from Missa Christus Resurgens,Adrian Willaert,kyrie from missa christus resurgens,adrian willaert,excitement
Clemens: Missa Pastores quidnam vidistis: Sanctus & Benedictus,The Tallis Scholars,clemens missa pastores quidnam vidistis sanctus benedictus,the tallis scholars,excitement
Sanctus from Mass for 4 Voices,Thomas Tallis,sanctus from mass for 4 voices,thomas tallis,excitement
Making Universe,Sandal,making universe,sandal,sadness
Mass in G Minor: Sanctus,"The Choir of New College, Oxford",mass in g minor sanctus,the choir of new college oxford,reflective
CSM70 Eno nome de Maria,Universalia in Re,csm70 eno nome de maria,universalia in re,excitement
In Tempore Paschali (Mass for 5 voices),Chanticleer,in tempore paschali mass for 5 voices,chanticleer,excitement
Stay A While,Cantamus,stay a while,cantamus,excitement
"Dors Mon Enfant, 1798 (Reichardt)","Hespèrion XXI, Montserrat Figueras",dors mon enfant 1798 reichardt,hespèrion xxi montserrat figueras,excitement
Orichaoco,Francisco Aguabella,orichaoco,francisco aguabella,excitement
Procession from 'Ordo Virtutum',Hildegard von Bingen,procession from ordo virtutum,hildegard von bingen,sadness
War Dance,Midnite Express,war dance,midnite express,excitement
Veni Sancte Spiritus,John Dunstable,veni sancte spiritus,john dunstable,excitement
Isn't This A Lovely Day (To Be Caught In The Rain?),Dick Haymes,isnt this a lovely day to be caught in the rain,dick haymes,excitement
"O Come, All ye Faithful",Gustav Holst,o come all ye faithful,gustav holst,excitement
San Lazaro,Francisco Aguabella,san lazaro,francisco aguabella,excitement
"Evening Hymn: ""The day is past and gone""",Paul Hillier,evening hymn the day is past and gone,paul hillier,excitement
Oh du schöne Weihnachtszeit,Christmazz,oh du schöne weihnachtszeit,christmazz,excitement
"Ave, beata femina",Joglaresa,ave beata femina,joglaresa,excitement
"Meet it is, Bulgarian Chant",Ensemble Sreteniye,meet it is bulgarian chant,ensemble sreteniye,excitement
You Don't Have To Say You Love Me (Digitally Mastered - April 1992),Vic Damone,you dont have to say you love me digitally mastered april 1992,vic damone,excitement
Weihnachtstage,Christmazz,weihnachtstage,christmazz,excitement
Tour Guide,Young Bird,tour guide,young bird,excitement
I'm Not Your Bird,Sandal,im not your bird,sandal,excitement
Merry Christmas,Christmazz,merry christmas,christmazz,excitement
Introït (Salve Sancta Parens),Ensemble Organum,introït salve sancta parens,ensemble organum,excitement
Came into the church,Kyiv Chamber Choir,came into the church,kyiv chamber choir,excitement
Comfort ye,Georg Friedrich Händel,comfort ye,georg friedrich händel,excitement
Sweet Hour of Prayer (Live),The Vocal Majority,sweet hour of prayer live,the vocal majority,excitement
O My Soul rise,Ensemble Sreteniye,o my soul rise,ensemble sreteniye,excitement
When the clouds come,Manos Hadjidakis,when the clouds come,manos hadjidakis,excitement
Mass Of The Immaculate Conception,Benedictine Monks Of St. Wandrille,mass of the immaculate conception,benedictine monks of st wandrille,excitement
4 Shelby,Cree Spirit,shelby,cree spirit,excitement
They Can't Take That Away from Me [From The Barkleys of Broadway],Fred Astaire,they cant take that away from me from the barkleys of broadway,fred astaire,excitement
Titti,Alex Smoke,titti,alex smoke,excitement
Berliner Messe,Arvo Pärt,berliner messe,arvo pärt,excitement
I Like Myself [from It's Alway Fair Weather],Gene Kelly,i like myself from its alway fair weather,gene kelly,excitement
Love Is Here To Stay (from AN AMERICAN IN PARIS) (LP Version),Gene Kelly,love is here to stay from an american in paris lp version,gene kelly,excitement
Miserere {20},Gregorio Allegri,miserere 20,gregorio allegri,excitement
Communio : Beati mundo corde,Chant Meditation,communio beati mundo corde,chant meditation,excitement
Ambulans Iesus,Schola Antiqua (Madrid),ambulans iesus,schola antiqua madrid,excitement
"Aria: ""Be Thou But Near""",E. Power Biggs,aria be thou but near,e power biggs,excitement
Lead Me Lord (Fettke),Tom Fettke,lead me lord fettke,tom fettke,excitement
Countess esterhazy,Manos Hadjidakis,countess esterhazy,manos hadjidakis,excitement
Videntes Stellam,The Choir Of New College Oxford,videntes stellam,the choir of new college oxford,excitement
Dekalog II: Thou shalt not take the name of the Lord thy God in vain (2),Zbigniew Preisner,dekalog ii thou shalt not take the name of the lord thy god in vain 2,zbigniew preisner,excitement
"Herr Christ, der einig Gottes Sohn, BuxWV 192",Dietrich Buxtehude,herr christ der einig gottes sohn buxwv 192,dietrich buxtehude,excitement
Ave Verum Corpus,James Last,ave verum corpus,james last,excitement
Burning Times - Charlie Murphy,Charlie Murphy,burning times charlie murphy,charlie murphy,excitement
Lame & Languid,Paradox,lame languid,paradox,excitement
Sonata 14 The Assumption of The Blessed Virgin,Pavlo Beznosiuk,sonata 14 the assumption of the blessed virgin,pavlo beznosiuk,excitement
And The Glory,Georg Friedrich Händel,and the glory,georg friedrich händel,excitement
Mitleids Ode,Christmazz,mitleids ode,christmazz,excitement
New Britain (Amazing Grace),Anonymous 4,new britain amazing grace,anonymous 4,excitement
Ave Verum,Karl Jenkins,ave verum,karl jenkins,excitement
Slaughter Your World,Looking For Group,slaughter your world,looking for group,excitement
"Geduld, wenn mich falsche Zungen stechen!",Karl Richter,geduld wenn mich falsche zungen stechen,karl richter,excitement
Parting Hand,Anonymous 4,parting hand,anonymous 4,excitement
Kyrie eleison,"St. John's College Choir, Cambridge",kyrie eleison,st johns college choir cambridge,excitement
Pärt: Tabula Rasa,"Alfred Schnittke, Tatjana Gridenko, Gidon Kremer, Saulius Sondeckis; Lithuanian Chamber Orchestra",pärt tabula rasa,alfred schnittke tatjana gridenko gidon kremer saulius sondeckis lithuanian chamber orchestra,excitement
In Hydraulis,"The Hilliard Ensemble, Antoine Busnois",in hydraulis,the hilliard ensemble antoine busnois,excitement
Candidi facti sunt,Thomas Tallis,candidi facti sunt,thomas tallis,excitement
Geschenkt!,Christmazz,geschenkt,christmazz,excitement
Three Pieces in Old Style for string orchestra - Second Piece,Henryk Górecki,three pieces in old style for string orchestra second piece,henryk górecki,excitement
Footslide,Smokey Valley,footslide,smokey valley,excitement
Mass For Four Voices - Credo,Chapelle du Roi,mass for four voices credo,chapelle du roi,excitement
White: Lamentations (5vv) (for five voices),The Tallis Scholars,white lamentations 5vv for five voices,the tallis scholars,excitement
Then shall the eyes of the blind,Georg Friedrich Händel,then shall the eyes of the blind,georg friedrich händel,excitement
Spiritui Sancto,Hildegard von Bingen,spiritui sancto,hildegard von bingen,excitement
Dance For the People,Warscout,dance for the people,warscout,excitement
Zagoralos',Ole Lukkoye,zagoralos,ole lukkoye,excitement
The Fifth Element,Michelle Mays,the fifth element,michelle mays,joy
Downward Spiral,Paradox,downward spiral,paradox,excitement
Hymn: O ignee spiritus,Anonymous 4,hymn o ignee spiritus,anonymous 4,excitement
Videte miraculum,Chapelle du Roi,videte miraculum,chapelle du roi,excitement
"""Mache dich, mein Geist, bereit"" BWV 115: Recitative (Tenor): ""Er sehnet sich nach unserm Schreien""",Ton Koopman,mache dich mein geist bereit bwv 115 recitative tenor er sehnet sich nach unserm schreien,ton koopman,excitement
Bring Him Home,Elaine Paige,bring him home,elaine paige,joy
Cherubic Hymn,Sofia Armenian Choir & Bedros Papazian,cherubic hymn,sofia armenian choir bedros papazian,excitement
Kommet ihr Hirten,Christmazz,kommet ihr hirten,christmazz,excitement
Pianosa,Lifeisround,pianosa,lifeisround,joy
"The Tree´s Dreams-Revelation 2:7; 22:1,2,14",Jan Rohrweg,the trees dreamsrevelation 27 221214,jan rohrweg,reflective
Requiem (Missa pro defunctis) a 2-4: Graduale:  Si ambulem,Hilliard Ensemble/Paul Hillier,requiem missa pro defunctis a 24 graduale si ambulem,hilliard ensemblepaul hillier,reflective
Dixit Dominus,Benevolo,dixit dominus,benevolo,excitement
Fantasy Land (Christmas In The TerrorZone),Neon Highwire,fantasy land christmas in the terrorzone,neon highwire,excitement
The Heavens Above (World),Hovia Edwards,the heavens above world,hovia edwards,calm
Conductus: Ave salus hominum,Anonymous 4,conductus ave salus hominum,anonymous 4,excitement
Mein Jesus schweigt zu falschen Lgen stille,Karl Richter,mein jesus schweigt zu falschen lgen stille,karl richter,excitement
The 1st Ode of the Easter Kano,Ensemble Sreteniye,the 1st ode of the easter kano,ensemble sreteniye,excitement
517 B.B.C.,Painted Horse,bbc,painted horse,excitement
Messe de Saint Marcel / Alleluja: Disposui testamentum - Inveni David,Ensemble Organum,messe de saint marcel alleluja disposui testamentum inveni david,ensemble organum,excitement
Golem,Alexander Goldscheider,golem,alexander goldscheider,sadness
Jingle Funk,Christmazz,jingle funk,christmazz,excitement
Libera me: Dies irae,Giuseppe Verdi,libera me dies irae,giuseppe verdi,excitement
Love By Numbers,Mint,love by numbers,mint,excitement
Guru Brahma,Nada Shakti & Bruce Becvar,guru brahma,nada shakti bruce becvar,excitement
All That Is Sacred,Mychael Danna,all that is sacred,mychael danna,excitement
Homo Quidam Fecit Coenam,Thomas Tallis,homo quidam fecit coenam,thomas tallis,excitement
"L'adoration de la croix / Improperia: Agios o Theos, Sanctus Deus",Ensemble Organum,ladoration de la croix improperia agios o theos sanctus deus,ensemble organum,excitement
The Shitfaced Reindeer,Christmazz,the shitfaced reindeer,christmazz,excitement
Weihnachtsblues Part 2,Christmazz,weihnachtsblues part 2,christmazz,excitement
Straight Honour Song,Eastern Eagle Singers,straight honour song,eastern eagle singers,excitement
Honor virtus et potestas,Thomas Tallis,honor virtus et potestas,thomas tallis,excitement
The Heather On The Hill [from Brigadoon],Gene Kelly,the heather on the hill from brigadoon,gene kelly,excitement
Go Santa Go,Christmazz,go santa go,christmazz,excitement
"Lauda Jerusalem, RV 609",Antonio Vivaldi,lauda jerusalem rv 609,antonio vivaldi,excitement
L'adoration de la croix / Tractus: Domine audivi auditum tuum,Ensemble Organum,ladoration de la croix tractus domine audivi auditum tuum,ensemble organum,excitement
Don't Cry for Me,Rock Hill,dont cry for me,rock hill,excitement
Stille Nacht,Christmazz,stille nacht,christmazz,excitement
Ишопанишада,"Velehentor, Vishudha Kali & Closing The Eternity",ишопанишада,velehentor vishudha kali closing the eternity,excitement
Tchaikovsky-O Holy God,Kyiv Chamber Choir,tchaikovskyo holy god,kyiv chamber choir,excitement
Jesu Ohun,Gangbé Brass Band,jesu ohun,gangbé brass band,excitement
Ney Improvisation In Makam Dugah,Various Artists,ney improvisation in makam dugah,various artists,joy
Elemental Song,Lisa Thiel,elemental song,lisa thiel,excitement
Christmas Sellout,Christmazz,christmas sellout,christmazz,joy
Lifeisround,Lifeisround,lifeisround,lifeisround,joy
Weihnachtsmarktgefühle,Christmazz,weihnachtsmarktgefühle,christmazz,excitement
Oh Tannenbaum,Christmazz,oh tannenbaum,christmazz,excitement
Die Weihnachtsmaus,Christmazz,die weihnachtsmaus,christmazz,excitement
Weihnachtsgeknuelz,Christmazz,weihnachtsgeknuelz,christmazz,excitement
"Lux Aeterna. Per soli, coro, archi, 2 corni",Domenico Cimarosa,lux aeterna per soli coro archi 2 corni,domenico cimarosa,excitement
Sirens Song,Lifeisround,sirens song,lifeisround,joy
A night to remember,Christmazz,a night to remember,christmazz,excitement
Men's Traditional Chicken Dance,Little Otter,mens traditional chicken dance,little otter,excitement
Soldierz-Part One (In Memory of Evan Denny),Eyabay,soldierzpart one in memory of evan denny,eyabay,excitement
Opus 43 Satz 1,Christmazz,opus 43 satz 1,christmazz,excitement
"Miserere, Op. 44",Henryk Górecki,miserere op 44,henryk górecki,calm
Leaning On The Everlasting Arms,The Louvin Brothers,leaning on the everlasting arms,the louvin brothers,excitement
Sea of Life,Lifeisround,sea of life,lifeisround,joy
Happy Birthday Jesus,Christmazz,happy birthday jesus,christmazz,excitement
Joyful Light (Kiev Chant),Sergei Rachmaninoff,joyful light kiev chant,sergei rachmaninoff,excitement
Guide Me O Thou Great Jehovah,Huddersfield Choral Society,guide me o thou great jehovah,huddersfield choral society,excitement
Song of the Sonoran,Lisa Thiel,song of the sonoran,lisa thiel,excitement
Gloria: Laudamus te,Wolfgang Amadeus Mozart,gloria laudamus te,wolfgang amadeus mozart,excitement
Handel: Julius Caesar (Giulio Cesare): Kein rechter Sohn,Georg Friedrich Händel,handel julius caesar giulio cesare kein rechter sohn,georg friedrich händel,excitement
"Turn Your Eyes (Yesterday, Today And Forever Album Version)",Vicky Beeching,turn your eyes yesterday today and forever album version,vicky beeching,joy
Last human,Christmazz,last human,christmazz,excitement
Sanctus: Messa a 4,Magnificat,sanctus messa a 4,magnificat,excitement
Pure Vernunft Darf Niemals Siegen (Superpitcher/Wasserman Single Mix),Tocotronic,pure vernunft darf niemals siegen superpitcherwasserman single mix,tocotronic,excitement
L'adoration de la croix / Tractus: Qui habitat in adiutorio altissimi,Ensemble Organum,ladoration de la croix tractus qui habitat in adiutorio altissimi,ensemble organum,excitement
In Your Face,Southern Boys,in your face,southern boys,excitement
You don't Know,Christmazz,you dont know,christmazz,excitement
O for the wings of a dove - Psalm 55,"St. John's College Choir, Cambridge",o for the wings of a dove psalm 55,st johns college choir cambridge,excitement
Cross Faith,Christmazz,cross faith,christmazz,excitement
Beati Immaculati,Thomas Tallis,beati immaculati,thomas tallis,excitement
Hear my prayer - Psalm 55,"St. John's College Choir, Cambridge",hear my prayer psalm 55,st johns college choir cambridge,excitement
True Faith Not Religion (demo 2002),Holy Cross,true faith not religion demo 2002,holy cross,excitement
Credo: Messa a 4,Magnificat,credo messa a 4,magnificat,excitement
Kyrie: Deus Creator,Thomas Tallis,kyrie deus creator,thomas tallis,excitement
Ev'ry Valley,Georg Friedrich Händel,evry valley,georg friedrich händel,excitement
Holy Sacred,Christmazz,holy sacred,christmazz,excitement
Virgenes Del Sol,Uña Ramos,virgenes del sol,uña ramos,excitement
Tathagata,Nada Shakti & Bruce Becvar,tathagata,nada shakti bruce becvar,excitement
Introitus: Lux Fulgebit,Capella Gregoriana,introitus lux fulgebit,capella gregoriana,excitement
Stabat Mater (Part I),Alexander Goldscheider,stabat mater part i,alexander goldscheider,joy
Praise to Tara,Nada Shakti & Bruce Becvar,praise to tara,nada shakti bruce becvar,excitement
Another (mother) fuckin Chrizzmas Song,Christmazz,another mother fuckin chrizzmas song,christmazz,excitement
Palestrina : Alma redemptoris,Edward Higginbottom,palestrina alma redemptoris,edward higginbottom,excitement
Dark Forest Of Tyr-Fasul,Ascaron Entertainment,dark forest of tyrfasul,ascaron entertainment,excitement
"Agnus Dei, Op. 11",The Sixteen,agnus dei op 11,the sixteen,excitement
"Holy, Holy Lord",Sofia Armenian Choir & Bedros Papazian,holy holy lord,sofia armenian choir bedros papazian,calm
Maqam Nahawand,Hussein Al A'dhami,maqam nahawand,hussein al adhami,excitement
