track,artist,_2,lyrics
thursday,morphine,Already processed,"We used to meet every Thursday
Thursday
Thursday in the afternoon
For a couple a beers
And a game of pool

We used to go to a motel
A motel
A motel across the street
And the name of the motel
Was the ""Wagon Wheel""
OH!

One day she said
C'mon C'mon
She said why dont you come back to my house
She said my husbands out of town
You know he's gone till the end of the month

Well I was just so nervous, so nervous
You know I couldn't really quite relax
'Cause I was really never quite sure
When her husband was coming back

It turned out it was one of the neighbors
One of the neighbors, one of the neigbors that saw my car
And they told her, yeah they told her
They think they know who you are

Well her husband is a violent man
A very violent and jealous man
Now I have to leave this town
I gotta leave while I still can

We should have kept it every Thursday
Thursday
Thursday in the afternoon
For a couple of beers
And a game of pool

We should have kept it every Thursday
Thursday
Thursday in the afternoon
For a couple of beers
And a game of pool

She was pretty cool too!"
tidal wave,longwave,Already processed,"Take me down in a tidal wave
Take me down when I'm wired
The hardest thing you ever gave away
Is the hardest thing to keep

I am everything you wanted
I am everything you wanted
I am everything you need

Take me back to the other place
Take me back when I'm alone
I can see all the little things
That once could make me whole

I am everything you wanted
I am everything you wanted
I am everything you need

But I can feel it again
I can feel it again

I am everything you wanted
I am everything you need

Give me the colors of a different light
Give me the colors gray and blue
Everything you ever hoped to be
Is when the colors bleed

I am everything you wanted
I am everything you wanted
I am everything you need

But I can feel it again
I can feel it again

I am everything you wanted
I am everything you wanted
I am everything you wanted

Everything you wanted
Everything you wanted
Everything you wanted"
tidal wave,owl city,Already processed,"I wish I could cross my arms
And cross your mind
'Cause I believe
You'd unfold your paper heart and wear it on your sleeve

All my life I wish I broke mirrors
Instead of promises
'Cause all I see
Is a shattered conscience staring right back at me

I wish I had covered all my tracks completely
'Cause I'm so afraid
Is that the light at the far end of the tunnel or just the train

Lift your arms, only heaven knows
Where the danger grows
And it's safe to say
There's a bright light up ahead and help is on the way
Help is on the way

I forget the last time I felt brave
I just recall insecurity
'Cause it came down like a tidal wave
And sorrow swept over me

Depression please cut to the chase
And cut a long story short
Oh please be done
How much longer can this drama afford to run

Fate looks sharp, severs all my ties
And breaks whatever doesn't bend
But sadly then
All my heavy hopes just pull me back down again

I forget the last time I felt brave
I just recall insecurity
'Cause it came down like a tidal wave
And sorrow swept over me

Then I was given grace and love
I was blind but now I can see
'Cause I've found a new hope from above
And courage swept over me

It hurts just to wake up
Whenever you're wearing thin
Alone on the outside
So tired of looking in

The end is uncertain
And I've never been so afraid
But I don't need a telescope to see that there's hope
And that makes me feel brave"
tidal wave,the killers,Already processed,"He's always trouble with his non-complacent
Shotgun eyes, shotgun eyes
His subtlety, his mystery
Not like the other guys
She's always taken by his reputation
He's so bad, he's so bad
On Saturday night they're running for the shadow

You say your heart ain't ever been broken
You think you know where you're goin'
Tidal wave, tidal wave
Come rushing over me
You say this life is giving you nothin'
You got another thing comin'
Tidal wave, tidal wave
Come rushing over me

You get a warning sign to keep his distance
From her old man, from her old man
Now the story of forbidden love is gonna make a stand
So in the middle of the early mornin'
They slip away, slip away
And we know they'll do their best
Somewhere in the golden West, oh yeah
We'll watch and drive
And they're so alive

You say your heart ain't ever been broken
You think you know where youre goin'
Tidal wave, tidal wave
Come rushing over me
You say this life is giving you nothin'
You got another thing comin'
Tidal wave, tidal wave
Come rushing over me
Tidal wave

These tidal waves are caught off track
Come tomorrow 'cause I can't go back
All together, can't you see?
Tidal wave gonna cover me

These tidal waves are caught off track
Come tomorrow 'cause I can't go back
Come together, can't you see?
Tidal wave gonna cover me

Cover me
I can't go back
Can't you see?"
tightrope,walk the moon,Already processed,"Easy now, with my heart
Easy now, oh with my heart
Walk a tightrope, walk a little tightrope
You walk a tightrope, walk a little tightrope
Oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
Careful now, ooh with my head
I said careful now, what you do to my head
Well make your mind up, make your little mind up
To reach is oh, to reach is to oh, oh, oh,
Oh, oh, oh, oh, oh, oh, oh, this heart is burning up
I said oh, oh, oh, oh, oh, oh, this heart is burning up
In my bed, I'm rolling over
I'm tangling up in chains on the swings on the set on the night that we met
And now the beads of water, move up the glass
You speak your mind, and you can not take it back
Walk a tightrope, walk a little tightrope
Walk a tightrope, walk a little tightrope
Oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
It's, it's burning up
Oh, oh, oh, oh, oh, oh, oh, oh, oh"
time after time,spoken,Already processed,"Lying in my bed, I hear the
Clock tick and think of you
Caught up in circles
Confusion is nothing new

Flashback, warm nights
Almost left behind
Suitcase of memories
Time after

Sometimes you picture me
I'm walking too far ahead
You're calling to me
I can't hear what you've said

Then you say, ""Go slow""
I fall behind
The second hand unwinds

If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time

After my picture fades
A darkness has turned to gray
Watching through windows
You're wondering if I'm okay

Secrets stolen
From deep inside
The drum beats out of time

If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you
I will be waiting
Time after time

You said, ""Go slow""
I fall behind
The second hand unwinds

If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall, I will catch you
I will be waiting
Time after time

Time after time
Time after time
Time after time"
time after time,tuck & patti,Already processed,"Lying in my bed I hear the clock tick and think of you
Caught up in circles, confusion is nothing new
Flashback, warm nights, almost left behind
Suitcase of memories time after

Sometimes you picture me I'm walking too far ahead
You're calling to me, I can't hear what you said
And then you say go slow, I fall behind
The second hand unwinds

If you're lost you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time

If you're lost you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time

After my pictures fade and darkness has turned to grey
Watching through windows you're wondering if I'm okay
Secrets stolen from deep inside, the drum beat's out of time

If you're lost you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time

You say go slow, I fall behind
The second hand unwinds

If you're lost you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time

If you're lost you can look and you will find me
Time after time
If you fall I will catch you, I will be waiting!
Time after time

If you're lost you can look and you'll
Really, really, really, really find me time after time
Whoa, if you fall I will catch you, I'll be waiting
Time after time

Say, if you're lost you can look and you
Really, really, really, really, really, really, find me
Hey, if you fall I will catch you, I'll be waiting
Time after time

Say, time after time, how long, how long
Time after time, how long will I love
Time after time, how long, how long
Time after time, how long, how long

Time after time, I'll be loving you always
I'll be loving you always, I'll be loving you always
I'll be loving you always, I'll be loving you always"
time bomb,despised icon,Already processed,"Time is ticking away
I can't escape
Fate awaits
Can't escape
Fate awaits
Panic spreads through my tired shell
My mind is stuck deep in hell
I can't escape
Fate awaits
Can't escape
Fate awaits
Sorrow says, ""Hello my old friend""
""On you, I'll always depend""
Time is ticking away
My body, I'll entomb
My mind goes tick tick, boom
My story, filled with gloom
Time is ticking away
Time bomb

Time bomb
Stay calm, easier said than done
Sit tight, shit has just begun
Panicked by negative outcomes
Time bomb

Fate awaits
Can't escape
Fate awaits
Panic spreads through my tired shell
My mind is stuck deep in hell
I can't escape
Fate awaits
Can't escape
Fate awaits
Sorrow says, ""What is happening?""
""Stood by you through everything""
Time is ticking away
My body, I'll entomb
My mind goes tick tick, boom
My story, filled with gloom
Time is ticking away
Away

No turning back
No way
Time slowly wasting away
Wasting away
Slowly wasting away
Same excuses
Same old lines
Running out of time
Leave all fears behind
Time slowly wasting away
Wasting away
Slowly wasting away

So paranoid
Setting traps everywhere
Just can't avoid getting caught in despair

Time is ticking away
I can't escape
Fate awaits
Can't escape
Fate awaits
Panic spreads through my tired shell
My mind is stuck deep in hell
I can't escape
Fate awaits
Can't escape
Fate awaits
Sorrow says, ""I thought we were friends""
""And all you did was pretend""
Time is ticking away
My body, I'll entomb
My mind goes tick tick, boom
My story will resume"
time bomb,the dismemberment plan,Already processed,"Well, I
I am a time bomb, and I
I lay forgotten at the bottom of your heart
I'm fine
Ticking away the hours til' I blow your world apart

I, I am a poison, and I
I am still coursing through your bloodstream like a ghost
Like wine
Gathering vintage for the day I hurt the most
I
I am a landmine, and I
I lay on the soil burned out by battles you thought you'd won, I've got time
To wait for the footsteps of a memory that's on the run
Yeah, yeah, yeah

Well, I
I am a tarpit, and I
I swell like a living thing all at the slightest touch, a black grime
Swallowing everything a cold and timeless clutch
I
Well, I am a trip wire, and I
I'm stretching across the road you're barreling down tonight
A thinnest twine
Waiting to be released right beyond your sight I, well I am a fault line, and I
I'm pulling apart the ground that lay beyond your newest scene, so fine
Moving in inches now, a'crawling, a'cutting, a'cleaving
Like a knife

Well, I
I am a time bomb, and I
I only live in that one moment in which you die
And it's not right
It's not what I wanted then
But you know and I know there's no going back
I, I am a lost soul, and I
I send out a sickened light for anyone to see
A cry for help
Yeah, a warning to stay away
A burning, a blinding, a bleaching a death mask white
Yeah"
time bomb,the format,Already processed,"Oh no, was it worth it?

Starting now I'm starting over
I'm gonna sleep
With the next person I meet
Starting now I'm starting over
You swore ""together forever""
Now you're telling me lies
Tell me your words have got
No concept of time

Tick tock, you're not a clock
You're a time bomb baby

Oh no, was it worth it?
Was it worth what you did to big business?
Was it worth what your friends
Put up their noses?

Starting now I'm starting over
Tell the new wave kids their make-up kits
Can find me where self pity gets
A breath of fresh air

Tick tock, you're not a clock
You're a time bomb baby
You set the watch
You're just in time
To wreck my life
To bring back what I left behind

Five years and you fell for a waiter
I'm sure he says he's an actor
So you're acting like
You never tried to take your life
So starting now I'm starting over
I'm throwing bottles
I'm taking showers
I'm going to sleep
Starting now I'm starting over (stop it)
Starting now I'm starting over (stop it)
To play the game
Get even
Act my age

Oh no was it worth what you
Did to your wrists?"
time machine,vixx,Already processed,"다락 한구석에 먼지 가득 덮어쓴
작고 낡은 라디오
음악 소리 속에 선명하게 들려온
작고 여린 목소리
(Who's that? Who's that?)

기억이 날 듯 귀에 익은 듯
이제는 훌쩍 자란
조금은 어렸던 나

마치 꿈처럼 어제 일처럼
흘러나오는 나의 얘기

(어느새 바래져) 낡은 사진 속에 깊이 남아있는
(밝혀줘) 그 빛을 잃은 시간들
(하나하나) 다시 불러보는 너무 그리운 날들
거짓말처럼 살아나는
It's my time machine

(Woo) 오랜 상자 속에
(Woo) 잠든 어린 시절
(Woo) 옛날 얘기처럼
(Woo) 꺼낸 어린 시절

모래성 쌓기와 땅따먹기
흙이 더럽다는 생각은
안 하고 만졌지 난
그리워 그때가
아니 순수하던 그때의 내가
아이들은 어른이 되고 싶고
어른들은 아이가 되고픈 심리
시침 떼봐야 시간은 가
방법은 하나야 Time machine ride

신 나는 일도 무서운 일도
모든 게 즐거웠던
조금은 어렸던 나

피식 웃음이 왈칵 눈물이
흘러나오는 나의 얘기

(어느새 바래져) 낡은 사진 속에 깊이 남아있는
(밝혀줘) 그 빛을 잃은 시간들
(하나하나) 다시 불러보는 너무 그리운 날들
거짓말처럼 살아나는
It's my time machine

(Woo) 오랜 상자 속에
(Woo) 잠든 어린 시절
(Woo) 옛날 얘기처럼
(Woo) 꺼낸 어린 시절

아무리 다이얼을 돌려도 돌아갈 수 없는
그리운 시간은
누구도 모르게 나 혼자만 가끔
(꺼내볼래)

(돌아가고 싶어) 매일 눈을 뜨며
가슴 설렌 아침
(그리워) 늘 꿈을 꾸며 잠든 밤
(하루하루) 신 난 놀이동산 롤러코스터 같은
그때로 다시 가고 싶어
It's my time machine

(Woo) 오랜 상자 속에
(Woo) 잠든 나의 어린 시절
(Woo) 옛날 얘기처럼
(Woo) 꺼낸 어린 시절"
time will tell,royal hunt,Already processed,"I'm walking the streets of blooming despair and regret
Kid in the alley is pressing the gun to his head
Is he right, is he wrong, is he weak, is he strong
Was he fighting alone - on his own?

Rain's falling down and I pray - take all his pain and his sorrow
I wish he could leave it today under the wings of tomorrow
Rain's falling down and I pray - show my the way and I'll follow
Take me and fly me away on the wings of tomorrow

I'm closing the door to the room full of sorrow and rage
Girl in the window in tears sliding over the edge
Is she right, is she wrong, is she weak, is she strong
Was she fighting alone - on her own?

Rain's falling down and I pray - take all her pain and her sorrow
I wish she could leave it today under the wings of tomorrow
Rain's falling down and I pray - show me the way and I'll follow
Take my and fly my away on the wings of tomorrow

Am I right, am I wrong, am I weak, am I strong
Am I fighting alone - on my own?

Rain's falling down and I pray - take all my pain and my sorrow
I wish I could leave it today under the wings of tomorrow
Rain's falling down and I pray - show me the way and I'll follow
Take me and fly me away on the wings of tomorrow"
timeless,uncanny,Already processed,"Johnny Nash
Miscellaneous
I Can See Clearly Now
I Can See Clearly Now
Jonnhy Nash
I can see clearly now, the rain is gone,
I can see all obstacles in my way
Gone are the dark clouds that had me blind
It's gonna be a bright (bright), bright (bright)
Sun-Shiny day.
I think I can make it now, the pain is gone
All of the bad feelings have disappeared
Here is the rainbow I've been prayin? for
It's gonna be a bright (bright), bright (bright)
Sun-Shiny day.
Look all around, there's nothin? but blue skies
Look straight ahead, nothin? but blue skies
I can see clearly now, the rain is gone,
I can see all obstacles in my way
Gone are the dark clouds that had me blind
It's gonna be a bright (bright), bright (bright)
Sun-Shiny day."
time,ben's brother,Already processed,"A second, a minute, an hour, a day and its gone
Little by little it fritters away try as you may you can never replace it
A moment of beauty you stumble upon,
As long as you treasure whatever it is, whatever it is could never be
wasted

So if we all turn to dust
Better to've loved and lost
Cos everything has a cost

So if you're gonna spend time
Spend it upon me
Spend it up on me
Just give me your time
I don't want your money

I'd crawl then I'd walk then I'd run but then I'd stumble and fall
Somewhere between the love and the lust
I tried my best I was maladjusted
And I'm not saying that I know it all
Maybe I'm a little more self-aware
Still get scared but I've learned to trust it

So when it comes to us
I've weighed up all the odds
I bet that this is love

So if you're gonna spend time
Spend it upon me
Spend it up on me
Just give me your time
Don't take it from me

I know hard it is
Getting it right
At a time like this
So you'd better believe
Believe
How right it could be

So if you're gonna spend time
Spend it upon me
Spend it up on me
Just give me your time
I don't want your money"
time,chris cornell,Already processed,"We don't talk
Like we used to
The perfect present
Is no longer the future

And I can't find it
Trust me, I looked around
Seems like all the sand
Is in the bottom now

We gotta know
Know when to fight
Know when to hold
And when to let it go

I hope we survive
'Cause it's passing by
I won't be surprised
If it all up and blows

(Time, time, time)
If it all up and blows
(Time, time, time)
I wish we could rewind
(Time, time, time)
I wish we could rewind

We are the shore
The wave is rising
We are the dust
Made out of diamonds

Where metal rusts
We all are drowning
Island of man
We are surrounded

We gotta know
Know when to fight
Know when to hold
And when to let it go

I hope we survive
'Cause it's passing by
I won't be surprised
If it all up and blows

(Time, time, time)
If it all up and blows
(Time, time, time)
I wish we could rewind
(Time, time, time)
I wish we could rewind

Make a little love
Make a little war
Tell me how it feels
Dreaming without a future

Have a little laugh
Have a little cry
Each moment gets us closer
To saying goodbye

Make a little love
Make a little war
Tell me how it feels
Dreaming without a future

Have a little laugh
Have a little cry
Each moment gets us closer
To saying goodbye

The big hand keeps getting closer
To the little hand
All good things come to an end
And turn around again

The big hand keeps getting closer
To the little hand
All good things come to an end
And turn around again

We gotta know
Know when to fight
Know when to hold
And when to let it go

I hope we survive
'Cause it's passing by
I won't be surprised
If it all up and blows

(Time, time, time)
If it all up and blows
(Time, time, time)
I wish we could rewind
(Time, time, time)
If it all up and blows
(Time, time, time)
I wish we could rewind
(Time, time, time)
If it all up and blows
(Time, time, time)
If it all up and blows
(Time, time, time)
I wish we could rewind
I wish we could rewind"
time,des'ree,Already processed,"Time oh time, yes I need more time
Why do you keep on fleeting away?
I hear the wind chimes jangle in my mind
Oh how I wish you stay

Look at the time, it's after five, soon the day is over
Mr.Magic said,""We'd meet before the rise""
I recall when 60 minutes used to be an hour
As usual I find myself reading sky

""Never mind"", I said to myself
Never, never mind, I'm not owned by myself
Many have these feelings, they remain on the shelf
How can I be sure?

Time oh time, yes I need more time
Why do you keep on fleeting away?
I hear the wind chimes jangle in my mind
Oh how I wish you could stay

Sitting around I hear no sound, only the clock is ticking
Seconds turn to minutes purely on their own
When asleep and all is dark, I spend my dreaming wishing
I got a feeling I'm not all alone

Time oh time, yes I need more time
Why do you keep on fleeting away?
I hear the wind chimes jangle in my mind
Oh how I wish you will stay

Got a feeling, yes I'm reeling
I'm trying but I'm lying to myself
When I'm sitting and I'm thinking
How can I be sure?
How can I be sure?

Oh, time oh time, yes I need more time
Why do you keep on slipping away?
Time oh time, umpteens I have to time
Oh how I wish you will stay

Time oh time, yes I need more time
Why do you keep on slipping away?
I hear the wind chimes jangle in my mind
Oh how I wish you will stay

Oh, time oh time, what can I do?
I find myself, I'm relying on you sometimes
I get in right, I follow through
Yea yea yea yea
Yea yea
I need these times slipping away"
time,hans zimmer,Already processed,LYRICS_NOT_FOUND
time,mary j. blige,Already processed,"If I had my way
Life would be just fine
But the world is too much
And it makes me cry
Sometimes I feel like leaving
But I must be wise
Because time is not on our side (on our side)
(Don't you that time is not on our side)
Because time is not on our side (on our side)
The end is coming, stop your running
I'm telling you this is the truth
You can talk about what you read about
Everything is on the news
People nowadays so shady
Now what is wrong with them
Something cast a spell up on their minds
And they always wanna condemn
If I had my way
Life would be just fine
But the world is too much
And it makes me cry
Sometimes I feel like leaving
But I must be wise
Because time is not on our side (on our side)
(Don't you that time is not on our side)
Because time is not on our side (on our side)
While your judging me you should look around
And you'll see how people going down
Some of them are killed over a dime
Now tell me do we really have time
To continue with this madness
Cause I'm sick and tired of this
Trying to crush my world with jealousy
And I'm about to catch a fit
If I have my way
Life would be just fine
But the world is too much
And it makes me cry
Sometimes I feel like leaving
But I must be wise
Because time is not on our side (on our side)
(Don't you that time is not on our side)
Because time is not on our side (on our side)
You're deceiving
What's the meaning
Of you're retrieving
The enemy's greeting
We all are leaving someday but
We don't know how we are going
Please believe me when I tell you
That time is not really on our side
If I had my way
Life would be just fine
But the world is too much
And it makes me cry
Sometimes I feel like leaving
But I must be wise
Because time is not on our side (on our side)
(Don't you that time is not on our side)
Because time is not on our side (on our side)
If I had my way
Life would be just fine
But the world is too much
And it makes me cry
Sometimes I feel like leaving
But I must be wise
Because time is not on our side (on our side)
(Don't you that time is not on our side)
Because time is not on our side (on our side)"
time,mr hudson,Already processed,"Time is all I fear
It's why I just keep running
The quest for love was all that you and I held dear
With the beat still in your head
And a good book by your bed
We will survive

Someday, are we gonna wake up
A little bit older?
Are we out of time?
I know that, should we ever break up
We'll find a way to make up
In the fullness of time

Tell me where d'you wanna be
When all your friends have settled down
In the suburbs on the greener side of town?

Time is all I fear
It's why I just keep running
The quest for love was all that you and I held dear
With the beat still in your head
And the good book by your bed

And as your old man said
""Good friends, well you can count them on one hand""
And they'll never judge you
Whatever your crime

I know that, I can include you
And you'll forgive me
In the fullness of time

Tell me where d'you wanna be
When all your friends have settled down
In the suburbs on the greener side of town?

Time is all I fear
It's why I just keep running
The quest for love was all that you and I held dear
With the beat still in your head
And the good book by your bed
We will survive, you and I"
time,onuka,Already processed,"Happiness that we have is so elusive
Like the shadows disappearing in the noon... (-time, -time, oh)
Emptiness that we have is so depre... (-ssive) that we lose control, -rol (-rol)
Happiness that we have is so, so (elusive)

I'm sorry I could not freeze time
I'm sorry I could not freeze time
I'm sorry I could not freeze time
I'm sorry I could not freeze time, no

(Out of, out of, out of time)
(Out of, out of, out of time)
(Out of, out of, out of time)

Looking through your photos I've lived your (life)
Like I watched the movie of your life
They're like...
They're like spirits showing all at once in the night... (-time, -time)
Night... (-time)
All the time that we have is limited so all we do is run
And we lose control, -rol (-rol)
Happiness that we have is so (elusive)

They're like...
Hold, pause
Hold, pause (oh, oh...)
They're like...
Hold, pause
Hold, pause (oh, oh...)

(Out of, out of, out of time)
(Out of, out of, out of time)
(Out of, out of, out of time)

I'm sorry I could not freeze time
I'm sorry I could not freeze time
I'm sorry I could not freeze time
I'm sorry I could not freeze time, no

I'm sorry I could not freeze time
(Out of, out of, out of time)
I'm sorry I could not freeze time
(Out of, out of, out of time)
I'm sorry I could not freeze time
(Out of, out of, out of time)
I'm sorry I could not freeze time, no
(Out of, out of, out of time)

Hold, pause
Hold, pause
Noon... (-time)
Hold, pause
Hold, pause
Night... (-time)"
time,sevdaliza,Already processed,"My fellow, my fuel
We broke our bread with wine
In darkness we light
'Cause I cannot be what you want me to be
But I'll try

The hours second
We dove our head in time
Neither frames can hold on
I cannot be what you want me to be
In time

Time
None of us got the time
None of us got the time
'Cause I cannot be what you want me to be
But I'll try

All of us got to try (all of us, want you want me to be)
Does anyone ever try? (And all of us, and all of us)
'Cause I cannot be what you want me to be

Try
All of us got to try (and all of us, what you want me to be)
Does anyone ever try? (And all of us, and all of us)
'Cause I cannot be what you want me to be

I cannot be what you want me to be
And all of us
And all of us"
time,susanna and the magical orchestra,Already processed,"When future is present
And past is gone,
Now is shallow.
Nothing is big.
So that I can't see.

When past is present
And future goes,
Now is foggy
And past is pink.
So that I look back.

Now is future
And past is gone.
Now is nothing,
Future is great.
So that I can see.

Will I see even if the day's are getting short?
Will I see even if the day's are getting shorter?
Will I see?

When future is now,
And past is past,
Nothing is shadow or fog or nothing.
So that I see everything.

Will I see even if the day's are getting short?
Will I see even if the day's are getting shorter?
Will I see?"
time,tesla,Already processed,"Time.
You've got to wake up ev'rybody,
Seven-thirty o'clock,
It's time to go to work.
A-send the young to school,
Gonna teach them the golden rule.
Talk about things that they don't wanna know about.
Now teacher, teacher, can't you see,
I'm tired and I need some sleep.
I don't wanna hear whatcha gotta say
About arithmetic or history.
All that jive don't mean a thing to me.
It's all a waste of time.

I ain't got no time for doin' this,
Ain't got no time for doin' that,
Ain't got no time for that at all, no!
I ain't got no time for messin' 'round,
For funky bullshit goin' down.
Just time for rock-n-roll. Oh yeah.
I just got time to rock-n-roll.

Why now, must they take my favorite song,
Turn around and say it's wrong, when I know it's right?
Now, why don't they just leave it alone,
'Cause it's only rock-n-roll, but I like it!
Now, listen Mrs. Politician,
Don't ya try to tell me how to sing my song.
Tell me, who do you think you are?!
Who do you think you are?!

I ain't got no time for messin' 'round,
For funky bullshit goin' down.
No time for that at all, no!
I ain't got no time for Uncle Sam,
Taxin' my money, tax my land.
Just time for rock-n-roll, woh yeah!
I just got time to rock-n-roll!

Tell 'em, Frankie!"
tin man,the avett brothers,Already processed,"You can't be like me
But be happy that you can't
I see pain but I don't feel it
I am like the old tin man

I'm as worn as a stone
I keep it steady as I can
I see pain but I don't feel it
I am like the old tin man

I miss it
I miss it (oh)
I miss that
Feeling of feeling

I used to fill the sky around
With happiness and joy
I had news to give the wind
To keep my sails and heart employed

I felt people move around me
I felt loneliness and shame
Back then everyday was different
Now each moment is the same

I miss it
I miss it (oh)
I miss that feeling of feeling

I miss it
I miss it (oh)
I miss that feeling of feeling

The feeling of feeling

The wind upon my face
And caring what it brings this way
The feeling of feeling
These minutes pass away
And caring what I do with them
Baby bring me life or something else

So it goes a man grows cold
Some would say a man grows strong
They say life only grows short
I say the road only grows long

As long as there's a road
My feet will never touch the ground
If you won't give my heart back
I've no need to stick around

I miss it
I miss it (oh)
I miss that
Feeling of feeling
The feeling of feeling
The feeling of feeling"
titan,ram,Already processed,"There's a new dawn on the rise
And I see it with new eyes
I'm breaking my old chains
And my darkened path goes on,
It leads me to my throne,
My crown is called revenge

Rising from my corpses ashes to greet the rising sun
I feel fire in my blackened self, a burning certainty
The bite of the luminous serpent has given me new life,
I was wrong holding my own leash,
I'm a god unstoppable

I mount the throne prepared within,
King of gods and god of kings, through war,
Through blood, through fire, ascend

I see my will manifesting, I enforce divine law,
I see through the illusory prison,
The force that is me turns your world to dust
You can never enslave me with fear again,
Freedom is all that I am,
I'm rising and towering over all, titan

I mount the throne prepared within,
King of gods and god of kings, through war,
Through blood, through fire, ascend

I mount the throne prepared within,
King of gods and god of kings, through war,
Through blood, through fire, ascend"
today,junkie xl,Already processed,"Got the bluest eyes
That I have seen (seen, seen, seen)
Lost up in the skies
Caught in a dream (dream, dream, dream)
What you whisper to me
And breathe into my vains
And believe in magic
To wash away the stain

And it feels like today
So just hold on tight
And let it slip away

And it feels like today
So just hold on tight
And let it slip away

Give me all the weight
That holds you down (down, down, down)
Don't let it stop
And burn in for the sound (sound, sound, sound)
And the world keeps moving
It's all we ever known
And I know inside that
I'll never be alone

And it feels like today
So just hold on tight
And let it slip away"
today,noa,Already processed,"Here we are again
After everything has happened
Only you and me
And the light is fading fast
Who would have believed
When the tiny seed was planted
This would be the year
When the rain would come at last

Every passing hour
Changes us
But I love you more than any day before today
Today

Listen to my heart
As it stutters like the raindrops
Let me fill my soul
With the beauty of your eyes
I may be a fool
But I always want to hold you
Tenderly I say
You give reason to my life

Every passing hour
Changes us
But I love you more than any day before today
Today

We Can Work It Out

Try to see it my way
Do I have to keep on talking till I can't go on?
While you see it your way
Run the risk of knowing that our love may soon be gone

We can work it out
We can work it out

Think of what you're saying
You can get it wrong and still you think that it's all right
Think of what I'm saying
We can work it out and get it straight, or say good night

We can work it out
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime
So I will ask you once again

Try to see it my way
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long

We can work it out
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime
So I will ask you once again

Try to see it my way
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out
We can work it out"
today,ride,Already processed,"Wake up, see the sun
What's done is done

Today
Today

Last thing I remember
I don't know

Last thing I remember
I don't know

Wake up, see the sun
What's done is done

I want her
I don't want her

I need her
I don't need her

Today
Today

Last thing I remember
I don't know

Last thing I remember
I don't know"
today,the innocence mission,Already processed,"Into the traffic changing,
a good friend I have had.
Today, today his leaving
makes me sad.

My friend is starting over.
There is a trembling.
Today, today is trembling
through the trees.

If you see him there on your street
will you smile or shake his hand?
Today, today,
the brotherhood of man."
today,the new christy minstrels,Already processed,"Today while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine

A million tomorrows shall all pass away
Ere I forget all the joy that is mine today

I'll be a dandy and I'll be a rover
You'll know who I am by the song that I sing
I'll feast at your table, I'll sleep in your clover

Who cares what the morrow shall bring?

Today while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine

I can't be contented with yesterday's glory
I can't live on promises winter to spring (winter to spring)

Today is my moment and now is my story

I'll laugh and I'll cry and I'll sing

Today while the blossoms still cling to the vine
I'll taste your strawberries, I'll drink your sweet wine
A million tomorrows shall all pass away
Ere I forget all the joy that is mini today"
